Text_Type,Book,Chapter,Window,GGL,LL,LLL,G,LGL,LGG,LLG,GGG,LG,GLL,L,GLG,GG,GL
SN,AH,uttara,1,37,1,4,35,56,44,24,53,2,14,3,60,0,0
SN,AH,uttara,2,37,1,4,35,57,44,24,53,2,14,3,59,0,0
SN,AH,uttara,3,38,1,4,35,57,43,24,54,2,13,3,59,0,0
SN,AH,uttara,4,41,1,4,34,56,43,24,58,3,13,3,58,0,0
SN,AH,uttara,5,43,1,4,34,55,43,24,57,3,13,3,58,0,0
SN,AH,uttara,6,44,1,3,33,53,46,24,58,4,13,3,61,0,0
SN,AH,uttara,7,44,1,3,32,54,46,25,58,4,12,4,60,0,0
SN,AH,uttara,8,42,1,3,32,53,45,25,60,4,11,4,63,0,0
SN,AH,uttara,9,42,1,3,33,53,45,24,59,4,12,3,64,0,0
SN,AH,uttara,10,42,1,3,34,54,41,24,60,4,12,3,63,0,0
SN,AH,uttara,11,41,1,3,33,54,41,24,59,4,12,4,65,0,0
SN,AH,uttara,12,40,0,3,34,55,41,24,57,4,12,4,62,0,0
SN,AH,uttara,13,41,0,3,34,56,40,23,57,4,13,4,61,0,0
SN,AH,uttara,14,41,0,2,35,54,39,22,59,3,13,4,59,0,0
SN,AH,uttara,15,44,0,2,35,54,38,21,57,3,13,4,60,0,0
SN,AH,uttara,16,44,0,2,35,54,38,20,57,3,12,4,62,0,0
SN,AH,uttara,17,42,0,2,35,54,38,20,57,3,12,4,64,0,0
SN,AH,uttara,18,41,0,2,35,54,37,20,56,3,12,4,67,0,0
SN,AH,uttara,19,41,0,2,35,55,36,19,56,3,13,4,67,0,0
SN,AH,uttara,20,40,0,2,35,55,36,19,58,3,14,4,65,0,0
SN,AH,uttara,21,41,0,2,35,54,35,19,57,3,14,4,67,0,0
SN,AH,uttara,22,40,0,2,36,54,34,18,57,2,14,4,65,0,0
SN,AH,uttara,23,40,0,2,36,55,32,17,58,2,14,4,66,0,0
SN,AH,uttara,24,41,0,2,35,54,34,18,57,3,14,4,69,0,0
SN,AH,uttara,25,39,0,2,35,54,34,16,59,3,15,4,70,0,0
SN,AH,uttara,26,40,0,3,34,56,32,18,59,4,15,4,71,0,0
SN,AH,uttara,27,38,0,3,34,57,32,18,60,4,15,4,71,0,0
SN,AH,uttara,28,38,0,3,34,57,33,18,61,4,14,4,70,0,0
SN,AH,uttara,29,36,0,3,34,57,33,18,61,4,14,4,72,0,0
SN,AH,uttara,30,36,0,3,34,58,32,18,61,4,14,4,72,0,0
SN,AH,uttara,31,38,0,3,34,57,32,19,61,4,14,4,70,0,0
SN,AH,uttara,32,39,0,2,35,60,31,20,61,4,15,4,71,0,0
SN,AH,uttara,33,39,0,2,35,60,31,20,61,4,14,4,72,0,0
SN,AH,uttara,34,43,0,3,34,59,33,19,63,4,13,4,77,0,0
SN,AH,uttara,35,43,0,3,34,59,32,20,63,4,13,4,77,0,0
SN,AH,uttara,36,43,0,3,34,59,32,20,64,4,13,4,76,0,0
SN,AH,uttara,37,42,0,3,34,60,33,20,64,4,13,4,75,0,0
SN,AH,uttara,38,42,0,3,34,61,33,21,66,5,12,4,74,0,0
SN,AH,uttara,39,42,0,3,34,60,33,22,66,5,12,4,74,0,0
SN,AH,uttara,40,41,0,3,34,60,32,22,69,5,14,4,76,0,0
SN,AH,uttara,41,39,0,3,34,60,33,22,69,5,14,4,77,0,0
SN,AH,uttara,42,41,0,2,35,62,33,23,71,5,14,4,76,0,0
SN,AH,uttara,43,41,0,2,35,62,34,23,72,5,13,4,75,0,0
SN,AH,uttara,44,41,0,2,34,61,35,23,73,6,13,4,79,0,0
SN,AH,uttara,45,41,0,2,34,61,35,24,74,6,13,4,77,0,0
SN,AH,uttara,46,44,0,2,35,62,33,23,77,6,12,4,79,0,0
SN,AH,uttara,47,44,0,2,35,62,32,23,78,6,13,4,78,0,0
SN,AH,uttara,48,46,0,3,35,63,32,22,80,6,13,4,81,0,0
SN,AH,uttara,49,47,0,3,35,63,33,21,78,6,13,4,82,0,0
SN,AH,uttara,50,48,0,3,36,62,33,20,78,6,14,3,82,0,0
SN,AH,uttara,51,47,0,3,36,61,33,19,77,6,14,2,81,1,0
SN,AH,uttara,52,46,0,3,35,59,35,20,79,7,16,2,80,1,0
SN,AH,uttara,53,45,0,3,35,59,35,20,80,7,16,2,80,1,0
SN,AH,uttara,54,42,0,3,36,60,35,20,77,6,17,2,79,1,0
SN,AH,uttara,55,41,0,3,35,60,35,20,77,6,17,3,80,1,0
SN,AH,uttara,56,39,0,3,35,61,33,21,78,5,18,3,78,1,0
SN,AH,uttara,57,39,0,3,36,60,35,20,78,5,19,2,77,1,0
SN,AH,uttara,58,40,0,3,37,62,34,20,76,5,19,2,74,1,0
SN,AH,uttara,59,41,0,3,37,62,34,20,77,5,18,2,73,1,0
SN,AH,uttara,60,42,0,3,37,64,34,19,76,5,18,2,72,1,0
SN,AH,uttara,61,42,0,3,38,64,36,19,75,5,18,1,71,1,0
SN,AH,uttara,62,43,0,3,37,61,38,19,74,5,19,1,74,1,0
SN,AH,uttara,63,43,0,3,37,60,38,19,74,5,19,1,75,1,0
SN,AH,uttara,64,43,0,3,36,61,39,20,73,6,20,1,77,1,0
SN,AH,uttara,65,41,0,3,36,62,40,20,73,6,21,1,76,1,0
SN,AH,uttara,66,41,1,4,35,63,40,23,74,6,21,1,75,1,0
SN,AH,uttara,67,43,1,4,35,61,40,23,74,6,21,1,75,1,0
SN,AH,uttara,68,44,1,4,36,62,38,24,74,6,20,1,72,1,0
SN,AH,uttara,69,44,1,4,36,61,39,24,73,6,19,1,74,1,0
SN,AH,uttara,70,44,1,4,37,62,38,26,71,6,17,1,73,1,0
SN,AH,uttara,71,43,1,4,37,63,39,27,71,6,17,1,71,1,0
SN,AH,uttara,72,45,1,4,37,64,39,27,69,6,16,1,71,1,0
SN,AH,uttara,73,44,1,4,37,63,39,29,69,6,17,1,70,1,0
SN,AH,uttara,74,44,1,4,37,64,38,28,70,5,17,1,68,1,0
SN,AH,uttara,75,46,1,4,37,65,38,29,68,5,16,1,67,1,0
SN,AH,uttara,76,47,1,3,38,63,38,27,69,4,16,1,65,1,0
SN,AH,uttara,77,47,1,3,38,62,37,27,69,4,17,1,66,1,0
SN,AH,uttara,78,49,1,3,38,62,38,27,68,4,17,1,64,1,0
SN,AH,uttara,79,49,1,3,38,62,37,29,67,4,18,1,63,1,0
SN,AH,uttara,80,49,1,3,38,61,38,28,66,4,18,1,65,1,0
SN,AH,uttara,81,48,1,3,38,61,39,27,65,4,18,1,67,1,0
SN,AH,uttara,82,47,1,3,38,59,38,26,66,4,17,1,64,1,0
SN,AH,uttara,83,48,1,3,38,60,37,26,66,4,18,1,62,1,0
SN,AH,uttara,84,46,1,2,38,61,34,26,65,4,18,2,57,1,0
SN,AH,uttara,85,46,1,2,38,61,34,25,64,4,19,2,58,1,0
SN,AH,uttara,86,47,1,3,37,61,36,26,67,4,19,2,61,1,0
SN,AH,uttara,87,48,1,3,37,61,35,27,66,4,19,2,61,1,0
SN,AH,uttara,88,48,1,3,38,61,34,27,62,3,19,2,61,1,0
SN,AH,uttara,89,47,1,3,38,61,34,28,61,3,19,2,62,1,0
SN,AH,uttara,90,47,1,3,38,63,34,31,58,4,17,2,59,1,0
SN,AH,uttara,91,47,1,3,38,63,35,31,59,4,17,2,57,1,0
SN,AH,uttara,92,44,1,3,38,62,35,30,57,4,17,2,56,1,0
SN,AH,uttara,93,45,1,3,38,61,35,31,56,4,17,2,56,1,0
SN,AH,uttara,94,44,1,3,39,61,35,29,56,3,17,2,54,1,0
SN,AH,uttara,95,45,1,3,39,61,34,29,56,3,17,2,54,1,0
SN,AH,uttara,96,44,1,3,38,59,34,29,54,3,18,2,53,1,0
SN,AH,uttara,97,44,1,3,38,59,35,29,53,3,18,2,53,1,0
SN,AH,uttara,98,43,1,2,38,57,35,30,51,3,18,2,50,1,0
SN,AH,uttara,99,42,1,2,38,57,35,30,53,3,18,2,49,1,0
SN,AH,uttara,100,41,1,2,38,57,35,31,55,3,17,2,48,1,0
SN,AH,uttara,101,42,1,2,39,60,36,31,55,3,17,2,48,0,0
SN,AH,uttara,102,43,1,2,40,61,35,31,52,2,15,2,49,0,0
SN,AH,uttara,103,44,1,2,40,61,35,31,51,2,15,2,49,0,0
SN,AH,uttara,104,45,1,2,40,61,35,32,50,2,14,2,49,0,0
SN,AH,uttara,105,46,1,2,41,61,36,32,49,2,14,1,48,0,0
SN,AH,uttara,106,46,1,2,42,62,35,31,47,2,13,1,49,0,0
SN,AH,uttara,107,47,1,2,42,62,34,31,47,2,12,1,50,0,0
SN,AH,uttara,108,48,1,2,41,60,35,30,48,2,12,1,53,0,0
SN,AH,uttara,109,46,1,2,41,61,36,30,47,2,12,1,54,0,0
SN,AH,uttara,110,47,1,2,41,62,37,30,49,2,12,1,57,0,0
SN,AH,uttara,111,48,1,2,41,62,36,30,50,2,12,1,56,0,0
SN,AH,uttara,112,46,1,2,41,62,38,30,51,2,12,1,55,0,0
SN,AH,uttara,113,47,1,2,41,62,38,31,52,2,11,1,53,0,0
SN,AH,uttara,114,48,1,2,41,60,39,30,52,1,12,1,51,0,0
SN,AH,uttara,115,49,1,2,41,59,39,30,53,1,11,1,51,0,0
SN,AH,uttara,116,50,0,1,42,58,38,27,52,1,11,1,52,0,0
SN,AH,uttara,117,49,0,1,42,59,38,27,52,1,11,1,52,0,0
SN,AH,uttara,118,50,0,1,42,59,38,26,51,1,11,1,53,0,0
SN,AH,uttara,119,49,0,1,42,59,37,27,53,1,11,1,52,0,0
SN,AH,uttara,120,51,0,1,42,60,39,26,54,1,12,1,54,0,0
SN,AH,uttara,121,52,0,1,42,60,38,25,54,1,12,1,55,0,0
SN,AH,uttara,122,50,0,2,41,58,40,26,55,1,12,1,57,0,0
SN,AH,uttara,123,51,0,2,41,58,40,25,54,1,12,1,58,0,0
SN,AH,uttara,124,52,0,2,42,62,38,25,53,1,13,1,60,0,0
SN,AH,uttara,125,51,0,2,42,63,38,25,53,1,13,1,60,0,0
SN,AH,uttara,126,49,0,2,41,63,38,27,53,1,14,2,59,0,0
SN,AH,uttara,127,49,0,2,41,64,39,28,52,1,14,2,57,0,0
SN,AH,uttara,128,50,0,2,40,65,38,30,53,2,15,2,57,0,0
SN,AH,uttara,129,50,0,2,40,65,39,29,54,2,14,2,57,0,0
SN,AH,uttara,130,50,0,2,40,65,40,29,53,2,14,2,57,0,0
SN,AH,uttara,131,50,0,2,40,66,39,29,53,2,14,2,57,0,0
SN,AH,uttara,132,50,0,3,39,66,40,30,51,2,14,2,59,0,0
SN,AH,uttara,133,50,0,3,39,67,41,30,50,2,13,2,59,0,0
SN,AH,uttara,134,49,0,3,39,69,41,31,50,3,14,1,61,0,0
SN,AH,uttara,135,48,0,3,39,69,41,32,51,3,13,1,61,0,0
SN,AH,uttara,136,46,0,2,40,70,39,32,47,3,13,1,58,0,0
SN,AH,uttara,137,47,0,2,40,69,39,31,46,3,14,1,59,0,0
SN,AH,uttara,138,48,0,2,39,68,40,30,47,3,14,1,61,0,0
SN,AH,uttara,139,48,0,2,39,68,41,28,47,3,14,1,62,0,0
SN,AH,uttara,140,48,0,3,39,67,41,25,45,2,15,1,64,0,0
SN,AH,uttara,141,49,0,3,39,68,39,25,44,2,15,1,65,0,0
SN,AH,uttara,142,49,0,3,39,69,40,25,42,2,16,1,64,0,0
SN,AH,uttara,143,48,0,3,39,69,39,24,43,2,17,1,65,0,0
SN,AH,uttara,144,49,0,3,38,69,40,25,42,2,18,1,65,0,0
SN,AH,uttara,145,48,0,3,38,70,41,24,41,2,18,1,66,0,0
SN,AH,uttara,146,46,0,3,39,71,40,24,42,2,17,1,65,0,0
SN,AH,uttara,147,45,0,3,39,72,40,24,42,2,17,1,65,0,0
SN,AH,uttara,148,45,0,3,38,73,41,23,43,2,17,1,66,0,0
SN,AH,uttara,149,45,0,3,38,73,41,23,44,2,17,1,65,0,0
SN,AH,uttara,150,47,0,3,38,74,41,22,43,2,17,1,64,0,0
SN,AH,uttara,151,47,0,3,38,73,40,22,43,2,17,1,66,0,0
SN,AH,uttara,152,47,0,3,38,73,40,21,43,2,17,1,67,0,0
SN,AH,uttara,153,47,0,3,38,73,41,21,42,2,17,1,67,0,0
SN,AH,uttara,154,46,0,3,38,73,40,20,43,2,18,1,68,0,0
SN,AH,uttara,155,44,0,3,38,73,40,20,43,2,18,1,70,0,0
SN,AH,uttara,156,44,0,3,38,73,41,20,43,2,18,1,69,0,0
SN,AH,uttara,157,44,0,3,38,74,40,21,43,2,18,1,68,0,0
SN,AH,uttara,158,41,0,3,39,75,39,22,43,2,18,1,67,0,0
SN,AH,uttara,159,43,0,3,39,74,38,23,43,2,18,1,66,0,0
SN,AH,uttara,160,41,0,3,39,71,39,24,43,2,20,1,67,0,0
SN,AH,uttara,161,42,0,3,39,71,39,24,42,2,20,1,67,0,0
SN,AH,uttara,162,42,0,3,40,72,35,24,43,2,19,1,67,0,0
SN,AH,uttara,163,41,0,3,40,72,35,23,44,2,19,1,68,0,0
SN,AH,uttara,164,39,0,3,41,73,34,23,44,2,17,1,69,0,0
SN,AH,uttara,165,37,0,3,41,73,34,25,44,2,17,1,69,0,0
SN,AH,uttara,166,37,0,3,41,73,34,26,45,2,17,1,67,0,0
SN,AH,uttara,167,37,0,3,41,73,35,26,45,2,18,1,65,0,0
SN,AH,uttara,168,35,0,4,41,73,42,26,46,2,20,1,64,0,0
SN,AH,uttara,169,35,0,4,41,74,43,25,44,2,21,1,64,0,0
SN,AH,uttara,170,34,0,5,41,74,41,24,45,2,21,1,66,0,0
SN,AH,uttara,171,33,0,5,41,74,40,24,46,2,21,1,67,0,0
SN,AH,uttara,172,33,0,4,42,76,37,25,45,2,21,1,66,0,0
SN,AH,uttara,173,33,0,4,41,77,37,24,46,2,20,2,66,0,0
SN,AH,uttara,174,31,0,4,41,73,38,25,46,2,19,2,63,0,0
SN,AH,uttara,175,31,0,4,41,72,39,24,46,2,20,2,63,0,0
SN,AH,uttara,176,32,0,4,41,73,42,23,47,3,20,1,66,0,0
SN,AH,uttara,177,33,0,4,41,72,41,22,48,3,19,1,68,0,0
SN,AH,uttara,178,30,0,4,42,71,41,20,48,2,18,1,70,0,0
SN,AH,uttara,179,31,0,4,42,71,40,19,50,2,18,1,69,0,0
SN,AH,uttara,180,33,0,4,41,70,40,19,50,2,18,1,71,0,0
SN,AH,uttara,181,33,0,4,41,69,41,19,50,2,18,1,71,0,0
SN,AH,uttara,182,34,0,3,41,69,43,18,49,2,18,1,71,0,0
SN,AH,uttara,183,33,0,3,41,67,42,18,51,2,18,1,73,0,0
SN,AH,uttara,184,35,0,3,42,65,43,17,50,1,17,1,70,0,0
SN,AH,uttara,185,36,0,3,42,65,43,17,51,1,17,1,68,0,0
SN,AH,uttara,186,36,0,3,42,65,43,16,51,1,17,1,69,0,0
SN,AH,uttara,187,34,0,3,42,66,43,17,52,1,16,1,69,0,0
SN,AH,uttara,188,32,0,3,43,66,42,18,53,1,16,1,67,0,0
SN,AH,uttara,189,32,0,3,43,67,41,18,54,1,17,1,65,0,0
SN,AH,uttara,190,33,0,2,44,68,40,18,53,1,16,1,64,0,0
SN,AH,uttara,191,33,0,2,44,67,41,18,53,1,16,1,64,0,0
SN,AH,uttara,192,35,0,2,44,67,39,18,54,1,15,1,64,0,0
SN,AH,uttara,193,36,0,2,44,67,40,18,55,1,14,1,62,0,0
SN,AH,uttara,194,36,0,2,45,67,38,17,57,1,13,1,61,0,0
SN,AH,uttara,195,36,0,2,45,66,37,18,57,1,13,1,62,0,0
SN,AH,uttara,196,40,0,2,44,67,43,18,58,1,15,1,67,0,0
SN,AH,uttara,197,41,0,2,44,66,42,19,57,1,14,1,69,0,0
SN,AH,uttara,198,40,0,2,44,64,42,20,55,1,15,1,72,0,0
SN,AH,uttara,199,40,0,2,44,64,41,22,53,1,16,1,72,0,0
SN,AH,uttara,200,40,0,2,44,63,41,22,52,1,17,1,73,0,0
SN,AH,uttara,201,39,0,2,44,62,42,22,53,1,17,1,73,0,0
SN,AH,uttara,202,38,0,2,44,62,42,23,55,1,17,1,71,0,0
SN,AH,uttara,203,38,0,2,44,62,42,23,54,1,17,1,72,0,0
SN,AH,uttara,204,38,0,2,44,62,42,23,55,1,16,1,72,0,0
SN,AH,uttara,205,40,0,2,44,63,42,23,55,1,16,1,69,0,0
SN,AH,uttara,206,42,0,3,43,61,42,24,55,1,16,1,70,0,0
SN,AH,uttara,207,41,0,3,43,60,44,23,55,1,16,1,71,0,0
SN,AH,uttara,208,41,0,3,43,60,46,22,55,1,16,1,70,0,0
SN,AH,uttara,209,39,0,3,43,59,46,21,54,1,16,1,70,0,0
SN,AH,uttara,210,40,0,3,43,59,44,20,53,1,14,1,67,0,0
SN,AH,uttara,211,38,0,3,42,58,43,20,53,1,14,1,66,0,0
SN,AH,uttara,212,38,0,3,42,59,43,20,53,1,14,1,65,0,0
SN,AH,uttara,213,37,0,3,42,58,43,20,51,1,14,1,64,0,0
SN,AH,uttara,214,39,0,3,41,58,43,19,51,1,14,1,66,0,0
SN,AH,uttara,215,39,0,3,41,59,42,17,51,1,14,1,68,0,0
SN,AH,uttara,216,39,0,3,41,60,42,16,51,1,14,1,68,0,0
SN,AH,uttara,217,38,0,3,41,60,42,17,50,1,13,1,70,0,0
SN,AH,uttara,218,42,0,2,40,60,36,17,50,1,11,1,70,0,0
SN,AH,uttara,219,44,0,2,40,59,36,17,50,1,10,1,70,0,0
SN,AH,uttara,220,44,0,1,39,58,36,19,51,2,9,1,67,0,0
SN,AH,uttara,221,44,0,1,39,58,37,19,51,2,8,1,67,0,0
SN,AH,uttara,222,44,0,1,38,56,41,17,52,2,9,1,68,0,0
SN,AH,uttara,223,45,0,1,39,57,41,17,51,2,9,0,67,0,0
SN,AH,uttara,224,48,0,1,39,57,40,16,50,2,9,0,67,0,0
SN,AH,uttara,225,48,0,1,39,57,39,16,52,2,8,0,67,0,0
SN,AH,uttara,226,49,0,1,39,57,37,16,53,2,7,0,65,0,0
SN,AH,uttara,227,49,0,1,39,57,37,16,53,2,7,0,65,0,0
SN,AH,uttara,228,49,0,1,38,56,40,18,54,3,7,0,65,0,0
SN,AH,uttara,229,49,0,1,38,56,40,19,52,3,7,0,66,0,0
SN,AH,uttara,230,48,0,1,39,57,39,19,53,3,7,0,63,0,0
SN,AH,uttara,231,47,0,1,39,57,39,19,54,3,7,0,63,0,0
SN,AH,uttara,232,47,0,1,39,57,39,21,55,4,7,0,62,0,0
SN,AH,uttara,233,48,0,1,39,57,40,21,55,4,7,0,60,0,0
SN,AH,uttara,234,46,0,1,39,58,39,21,56,4,7,0,61,0,0
SN,AH,uttara,235,45,0,1,39,58,39,21,56,4,7,0,62,0,0
SN,AH,uttara,236,45,0,1,39,57,40,21,57,4,7,0,61,0,0
SN,AH,uttara,237,47,0,1,39,57,40,20,57,4,7,0,60,0,0
SN,AH,uttara,238,50,0,1,38,58,43,20,57,4,7,0,64,0,0
SN,AH,uttara,239,50,0,1,38,57,44,20,56,4,6,0,66,0,0
SN,AH,uttara,240,51,0,1,38,56,47,21,58,4,9,0,65,0,0
SN,AH,uttara,241,51,0,1,38,56,47,21,57,4,9,0,66,0,0
SN,AH,uttara,242,50,0,1,38,55,47,22,58,4,9,0,66,0,0
SN,AH,uttara,243,49,0,1,38,55,47,22,58,4,9,0,67,0,0
SN,AH,uttara,244,50,0,1,37,54,49,23,58,4,10,0,66,0,0
SN,AH,uttara,245,51,0,1,37,54,50,22,57,4,10,0,66,0,0
SN,AH,uttara,246,48,0,2,37,52,46,23,56,5,8,0,62,0,0
SN,AH,uttara,247,48,0,2,37,52,46,22,57,5,8,0,62,0,0
SN,AH,uttara,248,48,0,2,38,53,45,21,59,5,7,0,59,0,0
SN,AH,uttara,249,49,0,2,38,53,45,19,60,5,6,0,60,0,0
SN,AH,uttara,250,48,0,2,38,53,46,19,61,5,5,0,60,0,0
SN,AH,uttara,251,48,0,2,38,53,45,20,63,5,5,0,58,0,0
SN,AH,uttara,252,49,0,2,38,54,44,20,61,5,6,0,58,0,0
SN,AH,uttara,253,48,0,2,38,54,43,20,63,5,6,0,58,0,0
SN,AH,uttara,254,49,0,2,38,54,43,20,63,5,6,0,57,0,0
SN,AH,uttara,255,47,0,2,38,53,43,20,64,5,6,0,59,0,0
SN,AH,uttara,256,46,0,1,39,53,43,20,64,5,6,0,58,0,0
SN,AH,uttara,257,48,0,1,39,53,41,20,65,5,6,0,57,0,0
SN,AH,uttara,258,49,0,1,38,53,39,20,66,5,6,1,57,0,0
SN,AH,uttara,259,50,0,1,38,54,39,21,67,5,6,1,58,0,0
SN,AH,uttara,260,50,0,1,37,53,44,21,65,5,6,1,59,0,0
SN,AH,uttara,261,50,0,1,38,54,45,21,67,5,6,1,60,0,0
SN,AH,uttara,262,57,0,1,37,53,50,22,72,6,6,1,64,0,0
SN,AH,uttara,263,58,0,1,37,54,51,22,72,6,6,1,66,0,0
SN,AH,uttara,264,58,0,1,37,54,52,24,72,7,8,1,63,0,0
SN,AH,uttara,265,58,0,1,37,54,53,25,72,7,8,1,61,0,0
SN,AH,uttara,266,58,0,1,36,53,54,29,70,8,9,1,63,0,0
SN,AH,uttara,267,58,0,1,36,53,54,28,72,8,9,1,62,0,0
SN,AH,uttara,268,55,0,1,36,53,55,28,73,8,9,1,63,0,0
SN,AH,uttara,269,55,0,1,36,53,54,28,73,8,9,1,64,0,0
SN,AH,uttara,270,54,0,1,37,53,53,26,71,7,9,1,65,0,0
SN,AH,uttara,271,55,0,1,37,53,53,26,70,7,9,1,65,0,0
SN,AH,uttara,272,57,0,1,37,53,50,26,70,7,9,1,66,0,0
SN,AH,uttara,273,55,0,1,37,50,50,26,70,7,9,1,66,0,0
SN,AH,uttara,274,52,0,1,37,50,51,25,71,7,9,1,68,0,0
SN,AH,uttara,275,51,0,1,37,49,52,26,70,7,9,1,69,0,0
SN,AH,uttara,276,50,0,1,38,48,51,25,69,6,9,1,69,0,0
SN,AH,uttara,277,50,0,1,38,48,52,25,69,6,10,1,67,0,0
SN,AH,uttara,278,52,0,1,38,48,48,23,70,5,10,1,68,0,0
SN,AH,uttara,279,52,0,1,38,48,48,22,70,5,11,1,68,0,0
SN,AH,uttara,280,53,0,1,38,48,47,22,69,5,11,1,69,0,0
SN,AH,uttara,281,54,0,1,38,48,47,23,68,5,11,1,68,0,0
SN,AH,uttara,282,57,0,2,38,47,47,23,69,4,12,1,69,0,0
SN,AH,uttara,283,56,0,2,38,47,46,24,69,4,13,1,69,0,0
SN,AH,uttara,284,56,0,2,37,46,47,24,71,5,14,1,71,0,0
SN,AH,uttara,285,58,0,2,37,45,47,23,71,5,14,1,71,0,0
SN,AH,uttara,286,59,0,2,36,44,48,23,72,5,14,1,72,0,0
SN,AH,uttara,287,58,0,2,36,43,49,23,73,5,14,1,72,0,0
SN,AH,uttara,288,56,0,2,36,41,47,22,73,5,14,1,71,0,0
SN,AH,uttara,289,56,0,2,36,41,47,23,73,5,14,1,70,0,0
SN,AH,uttara,290,55,0,2,35,40,46,22,73,5,12,1,71,0,0
SN,AH,uttara,291,55,0,2,35,40,45,23,74,5,13,1,69,0,0
SN,AH,uttara,292,56,0,2,34,39,47,23,74,5,13,1,70,0,0
SN,AH,uttara,293,57,0,2,34,39,46,23,73,5,13,1,71,0,0
SN,AH,uttara,294,56,0,2,35,40,45,23,71,5,12,1,72,0,0
SN,AH,uttara,295,55,0,2,35,40,45,23,72,5,12,1,72,0,0
SN,AH,uttara,296,55,0,1,35,41,45,22,70,4,14,1,71,0,0
SN,AH,uttara,297,56,0,1,35,41,45,23,69,4,14,1,70,0,0
SN,AH,uttara,298,58,0,1,35,41,45,23,68,4,14,1,69,0,0
SN,AH,uttara,299,57,0,1,35,42,46,24,66,4,15,1,68,0,0
SN,AH,uttara,300,58,1,2,34,43,48,26,70,4,15,1,70,0,0
SN,AH,uttara,301,58,1,3,34,44,48,25,67,4,17,1,70,0,0
SN,AH,uttara,302,58,1,4,33,42,50,25,67,4,17,1,72,0,0
SN,AH,uttara,303,58,1,4,33,42,51,26,65,4,17,1,72,0,0
SN,AH,uttara,304,57,1,4,33,42,51,27,63,4,18,1,73,0,0
SN,AH,uttara,305,57,1,4,33,44,50,27,63,4,18,1,72,0,0
SN,AH,uttara,306,58,1,4,32,46,51,27,63,5,18,1,73,0,0
SN,AH,uttara,307,56,1,4,32,46,51,29,62,5,18,1,74,0,0
SN,AH,uttara,308,55,1,4,32,46,54,29,61,5,19,0,75,0,0
SN,AH,uttara,309,54,1,4,32,46,54,28,61,5,21,0,75,0,0
SN,AH,uttara,310,54,1,5,32,46,50,28,63,5,23,0,74,0,0
SN,AH,uttara,311,55,1,5,32,46,49,28,61,5,23,0,76,0,0
SN,AH,uttara,312,49,1,5,33,47,45,27,57,4,25,0,75,0,0
SN,AH,uttara,313,48,1,5,33,49,45,27,57,4,26,0,73,0,0
SN,AH,uttara,314,47,1,7,34,51,44,26,58,3,25,0,75,0,0
SN,AH,uttara,315,48,1,7,34,50,43,27,57,3,25,0,76,0,0
SN,AH,uttara,316,47,1,7,35,51,42,24,58,2,24,0,75,0,0
SN,AH,uttara,317,47,1,7,35,51,42,24,58,2,24,0,75,0,0
SN,AH,uttara,318,48,1,8,36,52,41,25,58,2,26,0,75,0,0
SN,AH,uttara,319,49,1,8,36,53,41,25,58,2,26,0,73,0,0
SN,AH,uttara,320,49,1,9,35,53,43,26,57,2,27,0,72,0,0
SN,AH,uttara,321,48,1,9,35,53,43,27,58,2,27,0,71,0,0
SN,AH,uttara,322,46,1,10,35,54,45,28,58,3,26,0,71,0,0
SN,AH,uttara,323,47,1,10,34,55,45,28,60,3,26,1,72,0,0
SN,AH,uttara,324,48,1,10,33,55,47,28,59,3,27,1,72,0,0
SN,AH,uttara,325,48,1,10,33,57,46,27,58,3,28,1,72,0,0
SN,AH,uttara,326,49,1,10,32,56,48,27,56,4,29,1,76,0,0
SN,AH,uttara,327,49,1,10,32,57,48,27,56,4,28,1,76,0,0
SN,AH,uttara,328,52,1,12,33,60,52,28,59,4,30,1,79,0,0
SN,AH,uttara,329,51,1,12,33,60,52,29,58,4,30,1,80,0,0
SN,AH,uttara,330,50,1,12,32,59,53,29,59,4,32,1,81,0,0
SN,AH,uttara,331,51,1,12,32,59,53,28,59,4,32,1,81,0,0
SN,AH,uttara,332,47,1,11,32,60,50,26,60,4,32,2,78,0,0
SN,AH,uttara,333,50,1,12,32,60,50,25,58,4,31,2,78,0,0
SN,AH,uttara,334,52,1,12,33,61,49,28,62,3,33,2,78,0,0
SN,AH,uttara,335,51,1,12,33,62,49,29,61,3,33,2,78,0,0
SN,AH,uttara,336,50,1,12,33,63,50,29,58,3,35,2,78,0,0
SN,AH,uttara,337,49,1,12,32,62,49,29,56,3,35,2,78,1,0
SN,AH,uttara,338,48,1,12,33,63,48,29,55,3,36,2,79,1,0
SN,AH,uttara,339,48,1,12,33,63,48,29,54,3,36,2,80,1,0
SN,AH,uttara,340,49,1,12,34,64,46,30,53,3,35,2,78,1,0
SN,AH,uttara,341,51,1,12,34,63,47,29,53,3,34,2,78,1,0
SN,AH,uttara,342,50,1,12,35,65,45,29,51,3,34,2,78,1,0
SN,AH,uttara,343,50,1,12,35,65,45,30,51,3,34,2,77,1,0
SN,AH,uttara,344,51,1,12,34,64,45,29,52,3,35,2,79,1,0
SN,AH,uttara,345,52,1,12,34,64,44,29,52,3,35,2,79,1,0
SN,AH,uttara,346,52,1,12,34,63,45,29,54,3,33,2,79,1,0
SN,AH,uttara,347,52,1,12,34,63,45,28,55,3,33,2,79,1,0
SN,AH,uttara,348,50,1,12,34,63,45,28,57,3,33,2,79,1,0
