Text_Type,Book,Chapter,Window,GGL,GLG,GLL,LG,GG,LGG,L,LGL,LLL,GGG,G,LLG,LL
SN,AH,nidana,1513,41,77,13,0,0,34,4,54,2,49,37,15,0
SN,AH,nidana,1514,41,74,13,0,0,34,4,54,2,52,37,15,0
SN,AH,nidana,1515,40,76,15,0,0,36,4,53,2,51,36,15,0
SN,AH,nidana,1516,39,76,15,0,0,37,4,53,2,50,36,16,0
SN,AH,nidana,1517,42,79,14,1,0,35,4,54,1,51,35,17,0
SN,AH,nidana,1518,42,79,14,1,0,34,4,55,1,51,35,17,0
SN,AH,nidana,1519,42,78,14,1,0,36,5,55,1,50,34,17,0
SN,AH,nidana,1520,41,78,14,1,0,37,4,54,1,51,35,17,0
SN,AH,nidana,1521,43,78,13,2,0,36,4,54,1,52,35,18,0
SN,AH,nidana,1522,43,78,13,2,0,34,4,54,1,54,35,18,0
SN,AH,nidana,1523,43,77,13,2,0,33,4,55,1,54,35,19,0
SN,AH,nidana,1524,43,75,13,2,0,33,4,57,1,54,35,19,0
SN,AH,nidana,1525,43,75,12,2,0,33,4,57,1,54,35,20,0
SN,AH,nidana,1526,43,75,12,2,0,33,5,59,1,53,34,19,0
SN,AH,nidana,1527,44,76,12,2,0,33,5,59,1,55,33,18,0
SN,AH,nidana,1528,43,78,11,2,0,33,5,59,1,56,33,17,0
SN,AH,nidana,1529,43,75,10,2,0,33,5,59,1,56,34,18,0
SN,AH,nidana,1530,42,76,10,2,0,33,5,59,1,56,34,18,0
SN,AH,nidana,1531,41,78,11,2,0,35,5,59,1,56,33,17,0
SN,AH,nidana,1532,41,77,10,2,0,36,5,58,1,57,33,18,0
SN,AH,nidana,1533,38,75,11,2,0,37,5,58,1,57,34,18,0
SN,AH,nidana,1534,38,73,12,2,0,38,5,58,1,57,34,18,0
SN,AH,nidana,1535,38,69,12,3,0,38,5,60,1,59,34,20,0
SN,AH,nidana,1536,40,68,13,3,0,37,5,60,1,59,34,19,0
SN,AH,nidana,1537,41,70,12,3,0,38,5,58,1,61,33,19,0
SN,AH,nidana,1538,40,68,12,3,0,38,5,58,1,63,33,20,0
SN,AH,nidana,1539,40,67,14,3,0,38,5,57,1,65,32,21,0
SN,AH,nidana,1540,41,64,15,3,0,38,5,58,1,65,32,21,0
SN,AH,nidana,1541,41,62,15,3,0,37,5,57,1,66,33,21,0
SN,AH,nidana,1542,41,61,15,3,0,37,5,57,1,67,33,21,0
SN,AH,nidana,1543,42,60,15,3,0,38,5,57,1,66,33,21,0
SN,AH,nidana,1544,42,59,15,3,0,38,5,57,1,67,33,21,0
SN,AH,nidana,1545,42,60,15,3,0,38,4,56,1,67,34,21,0
SN,AH,nidana,1546,43,59,16,3,0,38,4,57,1,65,34,21,0
SN,AH,nidana,1547,43,59,17,3,0,38,4,58,1,64,34,20,0
SN,AH,nidana,1548,45,59,18,3,0,39,4,57,1,61,34,20,0
SN,AH,nidana,1549,44,58,18,3,0,38,5,58,0,62,34,19,0
SN,AH,nidana,1550,44,58,17,3,0,38,5,58,0,64,34,18,0
SN,AH,nidana,1551,45,56,17,3,0,39,5,57,0,65,34,18,0
SN,AH,nidana,1552,43,58,18,3,0,39,5,57,0,64,34,18,0
SN,AH,nidana,1553,42,59,18,3,0,39,4,57,0,64,35,18,0
SN,AH,nidana,1554,39,59,18,3,1,39,4,56,0,64,34,17,0
SN,AH,nidana,1555,38,58,17,3,1,40,4,56,0,66,34,17,0
SN,AH,nidana,1556,38,58,17,3,1,41,4,56,0,64,34,18,0
SN,AH,nidana,1557,36,55,17,3,1,40,4,55,0,63,35,18,0
