Text_Type,Book,Chapter,Window,G,LGL,LGG,L,LLL,GGL,GLG,LLG,GLL,LG,GGG,LL,GG
SN,AH,sutra,373,38,59,41,2,1,44,74,26,19,2,52,0,0
SN,AH,sutra,374,38,59,42,2,1,43,74,26,19,2,52,0,0
SN,AH,sutra,375,38,60,43,2,1,40,73,26,19,2,54,0,0
SN,AH,sutra,376,38,60,43,2,1,40,71,26,17,2,55,0,0
SN,AH,sutra,377,38,59,42,2,1,41,70,26,18,2,56,0,0
SN,AH,sutra,378,39,58,41,2,1,41,69,26,18,2,56,0,0
SN,AH,sutra,379,39,57,41,2,1,42,69,25,18,2,57,0,0
SN,AH,sutra,380,39,57,40,3,1,42,68,24,18,2,57,0,0
SN,AH,sutra,381,39,57,40,3,1,42,68,24,18,2,57,0,0
SN,AH,sutra,382,39,57,40,3,1,44,67,23,18,2,57,0,0
SN,AH,sutra,383,39,59,40,3,1,42,67,23,18,2,57,0,0
SN,AH,sutra,384,39,59,40,3,1,40,68,22,20,2,57,0,0
SN,AH,sutra,385,39,59,40,3,1,41,67,21,20,2,58,0,0
SN,AH,sutra,386,40,60,40,3,1,40,66,21,20,1,57,0,0
SN,AH,sutra,387,40,61,40,3,1,40,65,21,20,1,57,0,0
SN,AH,sutra,388,39,59,39,3,2,40,68,20,21,1,59,0,0
SN,AH,sutra,389,39,60,39,3,2,39,68,20,22,1,58,0,0
SN,AH,sutra,390,39,61,40,3,2,39,67,21,21,1,57,0,0
SN,AH,sutra,391,39,62,39,3,2,39,68,20,21,1,57,0,0
SN,AH,sutra,392,40,63,36,3,2,39,64,20,20,1,59,0,0
SN,AH,sutra,393,41,63,36,2,2,37,64,20,20,1,59,0,0
SN,AH,sutra,394,40,62,37,2,2,34,64,20,21,1,62,0,0
SN,AH,sutra,395,40,62,37,2,2,33,63,20,20,1,63,0,0
SN,AH,sutra,396,39,62,37,3,2,34,63,20,19,1,63,0,0
SN,AH,sutra,397,39,62,38,3,2,32,64,20,20,1,62,0,0
SN,AH,sutra,398,38,62,39,3,3,31,67,21,21,2,61,0,0
SN,AH,sutra,399,38,62,39,3,3,31,68,20,21,2,61,0,0
SN,AH,sutra,400,38,62,36,3,3,31,62,21,22,2,60,0,0
SN,AH,sutra,401,38,63,36,3,3,32,61,21,22,2,59,0,0
SN,AH,sutra,402,39,62,33,3,3,30,58,21,22,2,57,0,0
SN,AH,sutra,403,39,62,32,3,3,30,59,20,22,2,58,0,0
SN,AH,sutra,404,39,62,32,3,3,30,57,20,23,2,59,0,0
SN,AH,sutra,405,39,62,31,3,2,30,59,20,22,2,60,0,0
SN,AH,sutra,406,40,62,28,3,2,31,59,20,20,2,61,0,0
SN,AH,sutra,407,40,62,29,3,2,31,60,19,20,2,60,0,0
SN,AH,sutra,408,41,63,27,3,2,30,60,18,20,2,60,0,0
SN,AH,sutra,409,41,63,28,3,2,29,60,18,20,2,60,0,0
SN,AH,sutra,410,41,63,29,3,2,28,60,18,20,2,60,0,0
SN,AH,sutra,411,41,62,29,3,2,27,60,19,20,2,61,0,0
SN,AH,sutra,412,40,62,30,3,2,29,60,18,19,3,65,0,0
SN,AH,sutra,413,40,61,30,3,2,30,60,17,19,3,66,0,0
SN,AH,sutra,414,41,59,28,3,2,30,56,14,18,3,67,0,0
SN,AH,sutra,415,41,59,29,3,2,30,56,13,18,3,67,0,0
SN,AH,sutra,416,41,59,30,3,2,29,56,13,19,3,66,0,0
SN,AH,sutra,417,42,59,31,2,2,28,55,12,20,3,67,0,0
SN,AH,sutra,418,42,58,32,2,2,28,55,12,20,3,67,0,0
SN,AH,sutra,419,41,59,32,3,2,27,53,13,20,3,68,0,0
SN,AH,sutra,420,41,59,33,3,2,27,52,13,20,3,68,0,0
SN,AH,sutra,421,40,59,36,4,2,26,51,13,21,3,66,0,0
SN,AH,sutra,422,41,59,34,4,2,28,51,12,20,2,63,0,0
SN,AH,sutra,423,41,60,34,4,2,27,51,12,20,2,63,0,0
SN,AH,sutra,424,41,61,34,4,2,26,52,12,20,2,62,0,0
SN,AH,sutra,425,41,61,34,4,2,27,51,14,20,2,60,0,0
SN,AH,sutra,426,42,62,34,4,2,25,50,14,19,2,60,0,0
SN,AH,sutra,427,42,62,35,4,2,25,50,15,18,2,59,0,0
SN,AH,sutra,428,41,61,38,4,2,25,50,17,19,2,57,0,0
SN,AH,sutra,429,41,61,39,4,2,25,49,18,19,2,56,0,0
SN,AH,sutra,430,42,61,38,3,2,25,49,18,18,2,58,0,0
SN,AH,sutra,431,42,61,38,3,2,25,48,19,17,2,59,0,0
SN,AH,sutra,432,42,59,38,3,2,23,49,19,17,2,62,0,0
SN,AH,sutra,433,42,58,38,3,2,24,49,19,17,2,62,0,0
SN,AH,sutra,434,42,58,37,3,2,25,50,19,16,2,62,0,0
SN,AH,sutra,435,42,59,37,3,2,26,50,19,17,2,59,0,0
SN,AH,sutra,436,42,60,36,3,2,27,52,18,17,2,57,0,0
SN,AH,sutra,437,42,59,36,3,2,28,53,18,17,2,56,0,0
SN,AH,sutra,438,43,62,36,3,1,28,55,20,18,2,54,0,0
SN,AH,sutra,439,43,61,37,3,1,28,54,22,18,2,53,0,0
SN,AH,sutra,440,43,61,36,3,1,28,57,21,18,2,52,0,0
SN,AH,sutra,441,43,61,36,3,1,28,57,21,20,2,50,0,0
SN,AH,sutra,442,42,61,39,3,1,28,58,22,21,2,47,0,0
SN,AH,sutra,443,42,61,39,3,1,28,57,23,22,2,46,0,0
SN,AH,sutra,444,42,61,39,3,2,29,58,26,21,3,43,0,0
SN,AH,sutra,445,42,61,39,3,2,28,58,27,22,3,42,0,0
SN,AH,sutra,446,43,61,40,2,2,27,61,28,25,3,43,0,0
SN,AH,sutra,447,43,61,38,2,2,27,61,29,24,3,45,0,0
SN,AH,sutra,448,44,61,38,2,1,26,59,29,23,2,45,0,0
SN,AH,sutra,449,44,61,38,2,1,27,58,29,24,2,44,0,0
SN,AH,sutra,450,44,61,39,2,1,27,59,28,23,2,44,0,0
SN,AH,sutra,451,44,60,39,2,1,27,59,28,24,2,44,0,0
SN,AH,sutra,452,43,61,39,2,1,27,58,29,27,2,43,0,0
SN,AH,sutra,453,43,63,38,2,1,26,57,30,28,2,42,0,0
SN,AH,sutra,454,43,64,38,2,1,27,57,31,27,2,40,0,0
SN,AH,sutra,455,43,64,38,2,1,27,56,32,28,2,39,0,0
SN,AH,sutra,456,43,63,39,2,1,26,57,32,28,2,39,0,0
SN,AH,sutra,457,43,63,39,2,1,26,57,33,28,2,38,0,0
SN,AH,sutra,458,43,62,39,2,1,26,57,33,29,2,38,0,0
SN,AH,sutra,459,43,63,39,2,2,26,56,33,30,2,36,0,0
SN,AH,sutra,460,42,62,40,2,4,27,57,33,30,3,37,0,0
SN,AH,sutra,461,42,62,41,2,4,28,56,32,30,3,37,0,0
SN,AH,sutra,462,43,63,40,2,4,26,54,33,30,2,35,0,0
SN,AH,sutra,463,43,62,41,2,4,26,53,34,30,2,35,0,0
SN,AH,sutra,464,43,62,40,2,4,24,54,34,30,2,37,0,0
SN,AH,sutra,465,43,62,40,2,4,24,55,35,30,2,35,0,0
SN,AH,sutra,466,43,62,40,2,4,26,55,33,29,2,36,0,0
SN,AH,sutra,467,43,62,39,2,4,26,56,34,28,2,36,0,0
SN,AH,sutra,468,43,62,38,2,4,26,56,34,27,2,38,0,0
SN,AH,sutra,469,44,61,39,1,4,26,57,33,29,2,36,0,0
SN,AH,sutra,470,44,62,38,1,4,26,58,33,29,2,35,0,0
SN,AH,sutra,471,45,62,35,0,4,26,60,33,29,2,36,0,0
SN,AH,sutra,472,45,62,35,0,4,24,60,33,29,2,38,0,0
SN,AH,sutra,473,45,62,35,0,4,26,58,34,29,2,37,0,0
SN,AH,sutra,474,45,62,34,0,4,26,57,35,29,2,38,0,0
SN,AH,sutra,475,45,62,33,0,4,25,58,34,29,2,40,0,0
SN,AH,sutra,476,44,62,32,0,5,26,59,34,29,2,41,0,0
SN,AH,sutra,477,44,62,31,0,5,26,59,34,29,2,42,0,0
SN,AH,sutra,478,45,63,28,0,5,27,59,32,28,2,43,0,0
SN,AH,sutra,479,45,63,28,0,5,27,58,33,28,2,43,0,0
SN,AH,sutra,480,44,62,30,0,5,29,58,34,28,2,42,0,0
SN,AH,sutra,481,44,62,30,0,5,29,59,34,28,2,41,0,0
SN,AH,sutra,482,43,61,31,0,5,32,62,34,28,2,38,0,0
SN,AH,sutra,483,43,61,31,0,5,31,63,34,28,2,38,0,0
SN,AH,sutra,484,43,62,31,0,5,30,63,34,28,2,38,0,0
SN,AH,sutra,485,42,61,31,1,5,28,64,35,27,2,40,0,0
SN,AH,sutra,486,42,61,32,1,5,29,62,35,27,2,40,0,0
SN,AH,sutra,487,42,63,32,1,5,30,60,35,27,2,39,0,0
SN,AH,sutra,488,42,62,33,1,5,30,55,33,26,2,39,0,0
SN,AH,sutra,489,42,62,32,1,5,30,56,32,25,2,41,0,0
SN,AH,sutra,490,42,61,32,1,5,31,54,32,26,2,42,0,0
SN,AH,sutra,491,41,61,32,2,5,31,54,32,24,2,44,0,0
SN,AH,sutra,492,41,62,31,2,5,32,53,32,23,3,47,0,0
SN,AH,sutra,493,41,64,31,2,5,32,53,31,21,3,48,0,0
SN,AH,sutra,494,42,65,31,2,4,32,52,28,20,2,48,0,0
SN,AH,sutra,495,42,65,32,2,4,33,52,27,20,2,47,0,0
SN,AH,sutra,496,42,64,31,2,4,32,51,26,17,2,47,0,0
SN,AH,sutra,497,42,66,31,2,4,33,50,25,17,2,46,0,0
SN,AH,sutra,498,42,66,30,2,4,33,51,25,17,2,46,0,0
SN,AH,sutra,499,42,66,30,2,4,34,50,26,16,2,46,0,0
SN,AH,sutra,500,42,67,29,2,4,34,49,26,16,2,47,0,0
SN,AH,sutra,501,42,67,29,2,4,34,50,25,16,2,47,0,0
SN,AH,sutra,502,42,65,30,2,4,37,51,24,13,2,48,0,0
SN,AH,sutra,503,42,63,31,2,4,38,52,23,12,2,49,0,0
SN,AH,sutra,504,42,62,31,2,4,37,54,21,12,2,51,0,0
SN,AH,sutra,505,42,62,30,2,4,37,55,20,11,2,53,0,0
SN,AH,sutra,506,41,62,30,2,4,38,56,20,11,2,54,0,0
SN,AH,sutra,507,41,63,29,2,4,38,57,19,11,2,54,0,0
SN,AH,sutra,508,40,62,30,2,4,38,58,19,13,2,54,0,0
SN,AH,sutra,509,40,62,29,2,3,39,59,19,12,2,55,0,0
SN,AH,sutra,510,41,65,27,2,1,41,58,20,13,1,56,0,0
SN,AH,sutra,511,41,65,27,2,1,42,57,21,13,1,55,0,0
SN,AH,sutra,512,41,64,28,2,1,44,58,20,13,1,53,0,0
SN,AH,sutra,513,41,66,27,2,1,43,59,19,13,1,53,0,0
SN,AH,sutra,514,40,66,27,2,1,45,61,19,14,1,51,0,0
SN,AH,sutra,515,40,66,26,2,1,45,63,18,14,1,51,0,0
SN,AH,sutra,516,40,68,25,2,1,43,63,19,14,1,51,0,0
SN,AH,sutra,517,40,69,26,2,1,43,63,18,15,1,49,0,0
SN,AH,sutra,518,40,70,25,2,1,44,63,18,15,1,48,0,0
SN,AH,sutra,519,40,70,25,2,1,44,62,18,14,1,50,0,0
SN,AH,sutra,520,40,70,26,2,1,45,60,18,14,1,50,0,0
SN,AH,sutra,521,40,70,28,2,1,47,58,18,13,1,49,0,0
SN,AH,sutra,522,39,69,31,2,1,47,60,18,14,1,47,0,0
SN,AH,sutra,523,39,69,30,2,1,45,60,19,14,1,49,0,0
SN,AH,sutra,524,39,68,31,2,1,45,62,18,13,1,49,0,0
SN,AH,sutra,525,39,68,31,2,1,47,62,17,13,1,48,0,0
SN,AH,sutra,526,40,69,31,2,0,47,61,17,13,1,46,0,0
SN,AH,sutra,527,40,69,33,2,0,46,61,16,13,1,46,0,0
SN,AH,sutra,528,39,68,34,2,0,46,62,16,13,2,50,0,0
SN,AH,sutra,529,39,68,33,2,0,46,63,14,13,2,52,0,0
SN,AH,sutra,530,40,69,30,2,0,45,64,13,13,2,52,0,0
SN,AH,sutra,531,40,71,30,2,0,45,64,13,13,2,50,0,0
SN,AH,sutra,532,40,73,29,3,0,42,62,13,13,2,51,0,0
SN,AH,sutra,533,40,73,29,3,0,44,61,12,13,2,51,0,0
SN,AH,sutra,534,40,73,29,3,0,45,60,13,12,2,51,0,0
SN,AH,sutra,535,41,73,29,2,0,45,60,13,12,2,51,0,0
SN,AH,sutra,536,41,72,28,2,0,43,60,14,12,2,54,0,0
SN,AH,sutra,537,41,71,28,2,0,41,62,14,12,2,55,0,0
SN,AH,sutra,538,40,70,27,3,0,40,64,14,11,2,57,0,0
SN,AH,sutra,539,40,72,27,3,0,40,63,14,12,2,55,0,0
SN,AH,sutra,540,40,72,27,3,0,39,63,15,12,2,55,0,0
SN,AH,sutra,541,40,71,27,3,0,41,64,15,12,2,53,0,0
SN,AH,sutra,542,41,71,25,3,0,40,64,14,14,1,50,0,0
SN,AH,sutra,543,41,69,25,3,0,41,64,14,15,1,50,0,0
SN,AH,sutra,544,41,75,24,3,3,42,67,15,18,1,50,0,0
SN,AH,sutra,545,41,75,23,3,3,41,67,16,18,1,51,0,0
SN,AH,sutra,546,40,77,23,4,3,43,68,18,19,1,51,0,0
SN,AH,sutra,547,39,75,23,5,3,42,70,18,19,1,52,0,0
SN,AH,sutra,548,39,75,24,5,3,42,68,17,20,1,53,0,0
SN,AH,sutra,549,39,74,24,5,3,40,69,17,21,1,54,0,0
SN,AH,sutra,550,39,73,24,5,3,40,68,18,22,1,54,0,0
SN,AH,sutra,551,39,73,23,5,3,40,69,18,21,1,55,0,0
SN,AH,sutra,552,39,73,23,5,4,37,69,19,22,1,55,0,0
SN,AH,sutra,553,39,73,23,5,4,37,69,20,22,1,54,0,0
SN,AH,sutra,554,39,73,23,5,4,38,68,20,22,1,54,0,0
SN,AH,sutra,555,39,73,24,5,4,38,67,20,22,1,54,0,0
SN,AH,sutra,556,40,73,23,5,4,37,64,21,23,1,54,0,0
SN,AH,sutra,557,40,72,23,5,4,38,63,21,23,1,55,0,0
SN,AH,sutra,558,41,73,22,5,4,38,60,23,20,1,56,0,0
SN,AH,sutra,559,41,73,22,5,4,38,59,23,20,1,57,0,0
SN,AH,sutra,560,41,71,23,5,4,35,59,22,19,1,55,0,0
SN,AH,sutra,561,41,71,23,5,4,34,59,21,19,1,57,0,0
SN,AH,sutra,562,40,72,23,6,4,34,58,21,19,1,57,0,0
SN,AH,sutra,563,40,72,23,6,4,35,58,21,19,1,56,0,0
SN,AH,sutra,564,41,74,23,6,4,33,56,21,18,1,56,0,0
SN,AH,sutra,565,41,74,26,6,4,32,53,21,19,1,56,0,0
SN,AH,sutra,566,41,72,26,6,4,33,56,20,19,1,55,0,0
SN,AH,sutra,567,40,70,27,6,4,35,56,21,18,1,57,0,0
SN,AH,sutra,568,40,69,29,6,4,34,56,20,19,1,57,0,0
SN,AH,sutra,569,40,71,28,6,5,34,56,20,19,1,55,0,0
SN,AH,sutra,570,40,70,29,6,5,34,56,21,19,1,54,0,0
SN,AH,sutra,571,40,71,27,6,5,33,56,22,19,1,55,0,0
SN,AH,sutra,572,40,72,24,7,5,34,53,23,18,1,56,0,0
SN,AH,sutra,573,40,72,25,7,5,34,54,22,18,1,55,0,0
SN,AH,sutra,574,40,72,24,7,5,35,52,24,19,1,54,0,0
SN,AH,sutra,575,39,72,25,7,5,34,53,27,19,2,55,0,0
SN,AH,sutra,576,39,72,25,7,5,34,52,29,19,2,54,0,0
SN,AH,sutra,577,39,72,23,7,5,35,52,29,19,2,55,0,0
SN,AH,sutra,578,40,73,23,7,5,33,52,29,19,1,51,0,0
SN,AH,sutra,579,39,73,24,7,6,33,53,30,19,1,50,0,0
SN,AH,sutra,580,39,73,25,7,6,33,53,30,19,1,49,0,0
SN,AH,sutra,581,38,71,26,7,6,35,54,29,19,1,51,0,0
SN,AH,sutra,582,39,70,26,6,6,35,53,30,20,1,51,0,0
SN,AH,sutra,583,39,71,25,6,6,33,53,31,20,1,52,0,0
SN,AH,sutra,584,39,70,25,6,6,34,54,30,20,1,52,0,0
SN,AH,sutra,585,39,70,26,6,6,35,54,29,20,1,51,0,0
SN,AH,sutra,586,39,70,26,6,6,35,55,28,21,1,50,0,0
SN,AH,sutra,587,38,68,27,6,6,37,55,28,22,1,51,0,0
SN,AH,sutra,588,39,68,27,5,6,38,54,28,22,1,51,0,0
SN,AH,sutra,589,38,67,28,5,6,39,56,29,22,2,52,0,0
SN,AH,sutra,590,38,68,28,5,6,40,56,29,21,2,51,0,0
SN,AH,sutra,591,38,68,29,4,6,39,55,30,22,2,53,0,0
SN,AH,sutra,592,38,67,30,4,6,41,54,30,20,2,54,0,0
SN,AH,sutra,593,38,67,30,4,6,42,54,30,19,2,54,0,0
SN,AH,sutra,594,38,62,30,4,3,40,50,29,16,2,56,0,0
SN,AH,sutra,595,38,63,30,4,3,40,50,29,16,2,55,0,0
SN,AH,sutra,596,39,61,29,3,3,39,49,27,16,2,54,0,0
SN,AH,sutra,597,40,61,29,2,3,40,48,28,16,2,53,0,0
SN,AH,sutra,598,40,61,28,2,3,40,48,29,17,2,52,0,0
SN,AH,sutra,599,40,62,28,2,3,40,49,29,16,2,51,0,0
SN,AH,sutra,600,40,62,30,2,3,40,49,28,16,2,50,0,0
SN,AH,sutra,601,40,62,30,2,3,39,48,29,17,2,50,0,0
SN,AH,sutra,602,41,64,28,2,2,40,47,28,16,2,50,0,0
SN,AH,sutra,603,40,64,28,2,2,41,49,27,16,2,51,0,0
SN,AH,sutra,604,40,65,28,2,2,40,49,27,17,2,50,0,0
SN,AH,sutra,605,40,65,28,2,2,40,48,28,17,2,50,0,0
SN,AH,sutra,606,40,66,29,2,2,41,48,27,16,2,49,0,0
SN,AH,sutra,607,40,66,29,2,2,40,49,27,16,2,49,0,0
SN,AH,sutra,608,40,66,29,2,2,41,50,25,16,2,49,0,0
SN,AH,sutra,609,40,65,29,2,2,41,51,26,16,2,48,0,0
SN,AH,sutra,610,39,65,30,3,2,41,49,26,16,2,49,0,0
SN,AH,sutra,611,38,64,30,3,3,40,50,27,17,2,50,0,0
SN,AH,sutra,612,39,64,29,2,3,38,52,28,17,2,50,0,0
SN,AH,sutra,613,39,64,29,2,3,39,50,28,18,2,50,0,0
SN,AH,sutra,614,39,62,29,2,3,39,51,28,19,2,50,0,0
SN,AH,sutra,615,38,61,29,2,3,39,52,29,19,2,52,0,0
SN,AH,sutra,616,37,61,29,3,3,39,50,29,19,2,54,0,0
SN,AH,sutra,617,38,62,27,3,3,39,49,28,19,2,54,0,0
SN,AH,sutra,618,38,62,25,3,3,41,49,28,18,2,55,0,0
SN,AH,sutra,619,38,60,25,3,2,42,49,30,17,2,56,0,0
SN,AH,sutra,620,38,60,24,3,2,41,51,29,17,2,57,0,0
SN,AH,sutra,621,38,59,25,3,2,41,51,29,17,2,57,0,0
SN,AH,sutra,622,38,60,25,3,2,39,52,29,17,2,57,0,0
SN,AH,sutra,623,38,60,25,3,2,39,52,29,17,2,57,0,0
SN,AH,sutra,624,38,60,25,3,2,38,54,27,17,2,58,0,0
SN,AH,sutra,625,39,60,24,3,2,38,53,24,17,1,58,0,0
SN,AH,sutra,626,39,59,24,3,2,37,54,23,17,1,60,0,0
SN,AH,sutra,627,39,59,25,3,2,36,53,24,18,1,59,0,0
SN,AH,sutra,628,39,59,25,3,2,37,51,24,18,1,60,0,0
SN,AH,sutra,629,40,60,24,3,1,37,49,24,18,1,60,0,0
SN,AH,sutra,630,39,60,23,4,1,37,47,24,18,1,63,0,0
SN,AH,sutra,631,40,59,23,4,1,36,45,24,20,1,62,0,0
SN,AH,sutra,632,39,58,27,4,2,38,45,23,19,1,61,0,0
SN,AH,sutra,633,39,57,27,4,2,40,46,22,19,1,60,0,0
SN,AH,sutra,634,38,57,27,4,3,38,47,23,19,1,62,0,0
SN,AH,sutra,635,38,57,28,4,3,37,47,23,20,1,61,0,0
SN,AH,sutra,636,37,56,31,4,3,39,47,25,20,2,60,0,0
SN,AH,sutra,637,38,57,30,4,3,37,46,26,20,2,59,0,0
SN,AH,sutra,638,38,57,30,4,3,36,47,26,20,2,59,0,0
SN,AH,sutra,639,39,56,29,4,3,37,47,24,19,1,58,0,0
SN,AH,sutra,640,39,55,29,4,3,36,47,24,19,1,60,0,0
SN,AH,sutra,641,40,55,30,4,3,35,46,24,19,1,58,0,0
SN,AH,sutra,642,40,56,30,4,3,33,47,24,19,1,58,0,0
SN,AH,sutra,643,39,56,31,4,3,31,48,24,21,1,59,0,0
SN,AH,sutra,644,39,55,31,4,3,32,47,25,21,1,59,0,0
SN,AH,sutra,645,39,54,31,4,3,32,48,24,20,1,61,0,0
SN,AH,sutra,646,39,54,32,4,3,31,46,26,19,1,62,0,0
SN,AH,sutra,647,39,53,32,4,3,32,48,25,19,1,61,0,0
SN,AH,sutra,648,38,53,32,5,3,33,50,25,17,1,60,0,0
SN,AH,sutra,649,37,51,33,5,3,35,50,26,17,1,61,0,0
SN,AH,sutra,650,37,51,32,5,3,34,50,27,16,1,63,0,0
SN,AH,sutra,651,37,51,33,5,3,36,49,26,15,1,63,0,0
SN,AH,sutra,652,37,50,33,5,3,37,48,27,15,1,63,0,0
SN,AH,sutra,653,37,49,33,5,3,36,46,29,16,1,64,0,0
SN,AH,sutra,654,37,48,33,5,3,36,48,29,15,1,64,0,0
SN,AH,sutra,655,37,48,33,5,3,37,49,28,15,1,63,0,0
SN,AH,sutra,656,37,47,32,5,3,37,50,29,15,1,63,0,0
SN,AH,sutra,657,37,47,33,5,3,37,49,30,15,1,62,0,0
SN,AH,sutra,658,37,47,33,5,3,36,49,31,15,1,62,0,0
SN,AH,sutra,659,36,47,34,5,3,36,50,31,16,1,62,0,0
SN,AH,sutra,660,37,47,33,4,3,38,51,31,16,1,60,0,0
SN,AH,sutra,661,38,49,32,4,2,38,50,31,15,1,59,0,0
SN,AH,sutra,662,38,49,33,4,2,38,48,30,16,1,60,0,0
SN,AH,sutra,663,37,48,33,5,2,36,49,31,15,1,62,0,0
SN,AH,sutra,664,37,48,34,5,2,36,49,32,14,1,61,0,0
SN,AH,sutra,665,37,49,33,5,2,36,51,31,14,1,60,0,0
SN,AH,sutra,666,38,50,33,4,2,35,50,32,15,1,59,0,0
SN,AH,sutra,667,37,50,34,4,2,34,50,35,16,2,60,0,0
SN,AH,sutra,668,37,50,35,4,2,32,51,35,16,2,60,0,0
SN,AH,sutra,669,37,50,36,4,2,31,51,34,16,2,61,0,0
SN,AH,sutra,670,37,50,35,4,2,31,51,35,16,2,61,0,0
SN,AH,sutra,671,36,50,35,5,2,30,51,36,16,2,61,0,0
SN,AH,sutra,672,37,49,36,4,2,30,50,36,17,2,61,0,0
SN,AH,sutra,673,37,49,36,4,2,31,51,35,17,2,60,0,0
SN,AH,sutra,674,37,49,36,4,2,31,51,35,17,2,60,0,0
SN,AH,sutra,675,37,49,36,4,2,30,52,35,19,2,58,0,0
SN,AH,sutra,676,37,51,36,4,2,30,53,34,19,2,56,0,0
SN,AH,sutra,677,37,52,35,4,3,30,54,33,18,2,56,0,0
SN,AH,sutra,678,37,52,34,4,3,30,56,33,18,2,55,0,0
SN,AH,sutra,679,36,51,35,4,4,30,58,32,18,2,56,0,0
SN,AH,sutra,680,37,52,35,3,4,29,59,32,19,2,54,0,0
SN,AH,sutra,681,37,53,34,3,4,29,59,33,17,2,55,0,0
SN,AH,sutra,682,38,54,30,3,3,27,59,34,17,2,57,0,0
SN,AH,sutra,683,37,53,30,3,4,27,61,35,18,2,56,0,0
SN,AH,sutra,684,38,53,30,3,3,28,61,34,18,2,54,0,0
SN,AH,sutra,685,38,54,28,3,3,28,61,34,17,2,56,0,0
SN,AH,sutra,686,39,55,25,3,3,28,61,32,16,1,56,0,0
SN,AH,sutra,687,39,56,26,3,3,28,61,31,15,1,56,0,0
SN,AH,sutra,688,39,56,26,3,3,28,60,31,15,1,57,0,0
SN,AH,sutra,689,38,57,27,4,3,27,58,31,16,1,57,0,0
SN,AH,sutra,690,38,57,27,4,3,27,59,30,16,1,57,0,0
SN,AH,sutra,691,38,57,25,4,3,27,59,30,15,1,60,0,0
SN,AH,sutra,692,38,56,25,4,3,27,60,30,15,1,60,0,0
SN,AH,sutra,693,39,56,25,4,3,27,58,31,15,1,58,0,0
SN,AH,sutra,694,39,56,26,4,3,26,60,30,15,1,57,0,0
SN,AH,sutra,695,39,56,26,4,3,29,58,30,15,1,56,0,0
SN,AH,sutra,696,39,56,26,4,3,30,58,28,16,1,56,0,0
SN,AH,sutra,697,39,57,26,4,3,30,56,29,16,1,56,0,0
SN,AH,sutra,698,40,57,27,3,3,30,55,29,16,1,56,0,0
SN,AH,sutra,699,41,58,26,3,3,29,54,28,16,1,56,0,0
SN,AH,sutra,700,41,59,26,3,3,29,55,27,17,1,54,0,0
SN,AH,sutra,701,40,58,28,3,3,28,58,27,17,1,54,0,0
SN,AH,sutra,702,40,58,29,3,3,26,60,26,17,1,54,0,0
SN,AH,sutra,703,40,58,29,3,4,27,62,24,16,1,53,0,0
SN,AH,sutra,704,40,60,29,3,4,29,59,24,16,1,52,0,0
SN,AH,sutra,705,39,61,30,3,4,29,60,24,16,1,52,0,0
SN,AH,sutra,706,38,62,31,4,4,28,61,23,16,1,51,0,0
SN,AH,sutra,707,37,65,32,4,4,30,64,23,18,1,51,0,0
SN,AH,sutra,708,37,67,31,4,4,30,63,22,18,1,52,0,0
SN,AH,sutra,709,38,67,30,4,4,29,63,21,17,1,53,0,0
SN,AH,sutra,710,38,67,30,4,4,27,64,21,18,1,53,0,0
SN,AH,sutra,711,37,66,32,4,4,27,67,20,19,1,52,0,0
SN,AH,sutra,712,37,65,31,4,4,27,69,20,18,1,53,0,0
SN,AH,sutra,713,38,65,32,3,4,27,69,20,18,1,57,0,0
SN,AH,sutra,714,38,65,31,3,4,28,68,20,18,1,58,0,0
SN,AH,sutra,715,39,65,29,3,4,30,67,20,17,1,57,0,0
SN,AH,sutra,716,39,64,29,3,4,30,67,19,16,1,60,0,0
SN,AH,sutra,717,39,64,30,3,4,31,68,16,16,0,58,0,0
SN,AH,sutra,718,39,65,29,3,4,33,68,16,16,0,56,0,0
SN,AH,sutra,719,39,66,29,3,4,33,69,15,16,0,55,0,0
SN,AH,sutra,720,39,66,30,3,4,33,69,14,16,0,55,0,0
SN,AH,sutra,721,39,67,31,3,4,35,74,12,16,0,56,0,0
SN,AH,sutra,722,39,67,31,3,4,37,74,11,15,0,56,0,0
SN,AH,sutra,723,38,67,32,3,4,36,75,11,16,0,57,0,0
SN,AH,sutra,724,38,66,33,3,4,38,73,12,15,0,57,0,0
SN,AH,sutra,725,38,66,34,3,4,41,74,13,14,0,60,0,0
SN,AH,sutra,726,38,64,34,3,4,42,73,13,14,0,62,0,0
SN,AH,sutra,727,37,62,37,3,3,43,73,14,14,0,63,0,0
SN,AH,sutra,728,37,62,37,3,3,43,72,14,14,0,64,0,0
SN,AH,sutra,729,38,62,36,3,2,44,70,14,14,0,64,0,0
SN,AH,sutra,730,38,61,36,3,2,45,70,14,13,0,65,0,0
SN,AH,sutra,731,38,61,37,3,2,45,70,14,14,0,63,0,0
SN,AH,sutra,732,38,61,37,3,2,45,69,14,14,0,64,0,0
SN,AH,sutra,733,39,63,38,3,1,46,68,15,13,0,67,0,0
SN,AH,sutra,734,39,63,38,3,1,45,67,16,14,0,67,0,0
SN,AH,sutra,735,38,61,40,3,1,47,69,16,14,0,66,0,0
SN,AH,sutra,736,38,61,40,3,1,46,69,17,14,0,66,0,0
SN,AH,sutra,737,38,60,39,3,1,46,69,18,15,0,66,0,0
SN,AH,sutra,738,37,60,39,4,1,46,68,19,15,0,66,0,0
