Text_Type,Book,Chapter,Window,LLL,LGL,LGG,LLG,L,G,LG,GG,GGL,GLG,GLL,GGG,GL,LL
SN,CS,kalpa,600,0,34,11,9,1,24,0,0,8,23,6,34,0,0
SN,CS,kalpa,601,0,33,11,9,2,23,0,0,6,25,6,35,0,0
SN,CS,kalpa,602,0,34,12,8,2,23,0,0,6,24,6,35,0,0
SN,CS,kalpa,603,0,35,12,7,2,23,0,0,5,26,6,34,0,0
SN,CS,kalpa,604,0,35,12,7,2,23,0,0,5,26,6,34,0,0
SN,CS,kalpa,605,0,34,14,8,2,23,0,0,5,25,5,34,0,0
SN,CS,kalpa,606,0,34,13,9,2,23,0,0,6,24,5,34,0,0
SN,CS,kalpa,607,0,34,11,8,2,23,0,0,8,25,5,34,0,0
SN,CS,kalpa,608,0,34,12,8,2,23,0,0,8,24,4,35,0,0
SN,CS,kalpa,609,0,34,11,9,2,23,0,0,9,23,4,35,0,0
SN,CS,kalpa,610,0,33,11,9,2,23,0,0,8,23,4,37,0,0
SN,CS,kalpa,611,0,33,12,9,1,24,0,0,8,24,4,35,0,0
SN,CS,kalpa,612,0,33,12,9,1,24,0,0,8,24,4,35,0,0
SN,CS,kalpa,613,0,31,12,11,1,24,0,0,8,24,5,34,0,0
SN,CS,kalpa,614,0,31,12,12,1,24,0,0,8,24,5,33,0,0
SN,CS,kalpa,615,0,31,13,12,1,24,0,0,8,25,5,31,0,0
SN,CS,kalpa,616,0,31,14,13,2,23,0,0,8,25,5,29,0,0
SN,CS,kalpa,617,0,31,15,14,2,23,0,0,8,25,4,28,0,0
SN,CS,kalpa,618,0,32,15,14,2,23,0,0,9,22,4,29,0,0
SN,CS,kalpa,619,0,31,15,15,2,23,0,0,10,23,4,27,0,0
SN,CS,kalpa,620,0,29,15,16,2,23,0,0,11,24,3,27,0,0
SN,CS,kalpa,621,0,29,15,16,2,23,0,0,9,24,3,29,0,0
SN,CS,kalpa,622,0,29,15,18,2,23,0,0,9,23,3,28,0,0
SN,CS,kalpa,623,0,29,15,17,2,23,0,0,10,24,3,27,0,0
SN,CS,kalpa,624,0,29,15,17,3,22,0,0,10,24,3,27,0,0
SN,CS,kalpa,625,0,29,14,16,3,22,0,0,10,25,3,28,0,0
SN,CS,kalpa,626,0,29,13,16,2,23,0,0,10,24,3,30,0,0
SN,CS,kalpa,627,0,28,12,17,2,23,0,0,11,26,3,28,0,0
SN,CS,kalpa,628,0,28,12,17,2,23,0,0,12,25,3,28,0,0
SN,CS,kalpa,629,0,28,12,17,2,23,0,0,12,24,4,28,0,0
SN,CS,kalpa,630,0,28,10,17,2,23,0,0,12,24,4,30,0,0
SN,CS,kalpa,631,0,28,10,16,2,23,0,0,11,24,4,32,0,0
SN,CS,kalpa,632,0,28,10,16,2,23,0,0,9,25,5,32,0,0
SN,CS,kalpa,633,0,28,9,16,2,23,0,0,10,24,5,33,0,0
SN,CS,kalpa,634,0,28,10,15,2,23,0,0,9,26,4,33,0,0
SN,CS,kalpa,635,0,28,11,14,2,23,0,0,9,28,4,31,0,0
SN,CS,kalpa,636,0,28,10,13,2,23,0,0,9,28,5,32,0,0
SN,CS,kalpa,637,0,28,10,13,2,23,0,0,9,29,4,32,0,0
SN,CS,kalpa,638,0,28,10,11,3,22,0,0,9,30,3,34,0,0
SN,CS,kalpa,639,0,28,9,11,3,22,0,0,9,31,3,34,0,0
SN,CS,kalpa,640,0,28,9,11,4,21,0,0,9,29,4,35,0,0
SN,CS,kalpa,641,0,28,8,10,3,22,0,0,9,28,4,38,0,0
SN,CS,kalpa,642,0,28,7,9,3,22,0,0,11,28,4,38,0,0
SN,CS,kalpa,643,0,27,7,9,3,22,0,0,12,28,4,38,0,0
SN,CS,kalpa,644,0,27,8,8,3,22,0,0,10,29,4,39,0,0
SN,CS,kalpa,645,0,27,9,8,3,22,0,0,9,29,5,38,0,0
SN,CS,kalpa,646,0,27,9,7,3,22,0,0,9,30,5,38,0,0
SN,CS,kalpa,647,0,27,8,6,3,22,0,0,10,31,5,38,0,0
SN,CS,kalpa,648,0,27,7,7,3,22,0,0,9,31,5,39,0,0
SN,CS,kalpa,649,0,27,8,7,2,23,0,0,8,31,5,39,0,0
SN,CS,kalpa,650,0,28,8,7,3,22,0,0,9,30,5,38,0,0
SN,CS,kalpa,651,0,28,8,8,3,22,0,0,9,30,5,37,0,0
SN,CS,kalpa,652,0,28,8,7,3,22,0,0,9,29,5,39,0,0
SN,CS,kalpa,653,0,27,8,7,4,21,0,0,10,30,6,39,0,0
SN,CS,kalpa,654,0,27,7,7,4,21,0,0,12,31,6,39,0,0
SN,CS,kalpa,655,0,27,8,7,4,21,0,0,12,31,6,38,0,0
SN,CS,kalpa,656,0,27,9,7,4,21,0,0,12,31,6,37,0,0
SN,CS,kalpa,657,0,27,10,7,4,21,0,0,12,31,5,37,0,0
SN,CS,kalpa,658,0,27,11,6,4,21,0,0,11,33,5,36,0,0
SN,CS,kalpa,659,0,27,10,6,4,21,0,0,13,32,5,36,0,0
SN,CS,kalpa,660,0,27,9,6,5,20,0,0,13,31,6,37,0,0
SN,CS,kalpa,661,0,27,9,6,6,19,0,0,14,30,5,38,0,0
SN,CS,kalpa,662,0,27,9,7,6,19,0,0,15,28,6,37,0,0
SN,CS,kalpa,663,0,28,9,8,6,19,0,0,16,28,6,34,0,0
SN,CS,kalpa,664,0,29,9,7,6,19,0,0,16,28,6,34,0,0
SN,CS,kalpa,665,0,29,8,7,5,20,0,0,18,29,5,33,0,0
SN,CS,kalpa,666,0,30,8,8,5,20,0,0,18,28,5,32,0,0
SN,CS,kalpa,667,0,30,9,8,5,20,0,0,17,29,5,31,0,0
SN,CS,kalpa,668,0,32,8,8,5,20,0,0,15,30,5,31,0,0
SN,CS,kalpa,669,0,32,7,9,5,20,0,0,17,28,5,31,0,0
SN,CS,kalpa,670,0,32,6,8,5,20,0,0,18,28,4,33,0,0
SN,CS,kalpa,671,0,32,7,8,5,20,0,0,19,28,4,31,0,0
SN,CS,kalpa,672,0,33,8,8,6,19,0,0,19,27,4,30,0,0
SN,CS,kalpa,673,0,33,8,8,7,18,0,0,19,26,4,31,0,0
SN,CS,kalpa,674,0,33,7,8,8,17,0,0,19,26,4,32,0,0
SN,CS,kalpa,675,0,32,7,8,7,18,0,0,19,26,4,33,0,0
SN,CS,kalpa,676,0,34,7,8,7,18,0,0,20,25,4,31,0,0
SN,CS,kalpa,677,0,34,8,8,7,18,0,0,19,26,4,30,0,0
SN,CS,kalpa,678,0,34,8,9,7,18,0,0,18,25,3,30,0,0
SN,CS,kalpa,679,0,34,8,9,7,18,0,0,17,25,2,30,0,0
SN,CS,kalpa,680,0,34,8,9,7,18,0,0,17,26,2,29,0,0
SN,CS,kalpa,681,0,34,7,10,7,18,0,0,17,26,3,28,0,0
SN,CS,kalpa,682,0,35,6,10,7,18,0,0,18,25,3,28,0,0
SN,CS,kalpa,683,0,35,6,10,7,18,0,0,19,24,3,28,0,0
SN,CS,kalpa,684,0,35,6,10,7,18,0,0,17,24,3,30,0,0
SN,CS,kalpa,685,0,35,6,10,6,19,0,0,18,25,2,29,0,0
SN,CS,kalpa,686,0,35,7,10,5,20,0,0,17,25,2,29,0,0
SN,CS,kalpa,687,0,34,7,10,6,19,0,0,17,25,1,31,0,0
SN,CS,kalpa,688,0,33,8,9,5,20,0,0,16,26,1,32,0,0
SN,CS,kalpa,689,0,32,9,9,6,19,0,0,17,25,1,32,0,0
SN,CS,kalpa,690,0,32,9,9,6,19,0,0,15,25,2,33,0,0
SN,CS,kalpa,691,0,31,9,9,6,19,0,0,15,25,2,34,0,0
SN,CS,kalpa,692,0,31,8,9,6,19,0,0,15,25,2,35,0,0
SN,CS,kalpa,693,0,28,9,9,6,18,1,0,16,25,2,37,0,0
SN,CS,kalpa,694,0,28,9,8,6,18,1,0,16,26,2,37,0,0
SN,CS,kalpa,695,0,29,10,8,6,18,1,0,15,26,2,36,0,0
SN,CS,kalpa,696,0,29,11,8,6,18,1,0,14,26,2,36,0,0
