Text_Type,Book,Chapter,Window,LG,G,GGG,GLG,L,GGL,GLL,LLG,LGL,LGG,LLL,GG,LL
SN,AH,nidana,917,0,19,38,22,3,22,3,7,27,15,0,0,0
SN,AH,nidana,918,0,19,39,21,3,22,3,7,28,14,0,0,0
SN,AH,nidana,919,1,18,40,22,3,23,3,9,27,15,0,0,0
SN,AH,nidana,920,1,19,39,19,3,23,3,10,29,13,0,0,0
SN,AH,nidana,921,1,19,40,17,3,24,3,10,29,13,0,0,0
SN,AH,nidana,922,1,19,38,17,3,25,3,9,29,15,0,0,0
SN,AH,nidana,923,1,19,39,17,3,23,3,10,30,14,0,0,0
SN,AH,nidana,924,1,20,40,16,3,21,3,11,31,11,0,0,0
SN,AH,nidana,925,1,20,39,17,3,21,3,10,31,12,0,0,0
SN,AH,nidana,926,1,21,37,18,2,21,3,10,31,13,0,0,0
SN,AH,nidana,927,1,20,36,21,2,20,5,9,30,15,0,0,0
SN,AH,nidana,928,1,21,33,23,1,20,5,10,30,15,0,0,0
SN,AH,nidana,929,1,21,34,23,1,20,6,9,30,14,0,0,0
SN,AH,nidana,930,1,22,32,23,0,20,7,9,31,14,0,0,0
SN,AH,nidana,931,1,22,33,24,0,18,7,9,30,15,0,0,0
SN,AH,nidana,932,1,22,33,23,0,17,8,10,29,16,0,0,0
SN,AH,nidana,933,1,22,33,23,0,16,8,10,30,16,0,0,0
SN,AH,nidana,934,1,22,31,22,0,17,8,12,29,17,0,0,0
SN,AH,nidana,935,1,21,30,23,0,18,9,14,28,17,0,0,0
SN,AH,nidana,936,1,22,30,21,0,15,9,13,28,15,0,0,0
SN,AH,nidana,937,1,22,29,22,0,14,10,13,30,15,0,0,0
SN,AH,nidana,938,1,21,26,21,0,14,10,13,29,15,0,0,0
SN,AH,nidana,939,1,21,26,23,0,15,10,13,29,14,0,0,0
SN,AH,nidana,940,1,21,24,22,0,15,10,13,27,14,0,0,0
SN,AH,nidana,941,1,21,23,24,0,15,10,13,26,14,0,0,0
SN,AH,nidana,942,1,20,21,23,0,14,12,15,25,14,0,1,0
SN,AH,nidana,943,1,20,19,24,0,14,13,14,25,15,0,1,0
SN,AH,nidana,944,0,21,18,24,0,14,12,12,26,13,0,1,0
SN,AH,nidana,945,0,21,19,26,0,13,11,12,25,13,0,1,0
SN,AH,nidana,946,0,21,17,26,0,12,11,13,25,15,0,1,0
SN,AH,nidana,947,0,21,17,29,0,11,11,13,25,13,0,1,0
SN,AH,nidana,948,0,21,15,30,0,11,11,13,26,13,0,1,0
SN,AH,nidana,949,0,20,14,31,0,11,12,13,25,16,0,1,0
SN,AH,nidana,950,0,19,14,32,1,11,12,13,25,15,0,1,0
SN,AH,nidana,951,0,19,15,31,1,11,12,13,25,15,0,1,0
SN,AH,nidana,952,0,20,15,28,1,11,11,14,26,14,0,1,0
SN,AH,nidana,953,0,20,16,26,1,13,11,13,26,14,0,1,0
SN,AH,nidana,954,0,20,17,27,1,13,10,13,26,13,0,1,0
SN,AH,nidana,955,0,20,19,26,1,13,9,13,25,14,0,1,0
SN,AH,nidana,956,0,20,20,25,1,14,9,13,25,13,0,1,0
SN,AH,nidana,957,0,19,21,27,1,14,9,12,25,14,0,1,0
SN,AH,nidana,958,0,19,22,27,1,15,9,11,24,14,0,1,0
SN,AH,nidana,959,0,19,22,28,1,15,9,9,24,15,0,1,0
SN,AH,nidana,960,0,20,21,29,1,15,8,7,25,14,0,1,0
SN,AH,nidana,961,0,20,21,32,1,15,8,7,26,15,0,1,0
SN,AH,nidana,962,0,20,22,31,1,15,7,7,25,15,0,1,0
SN,AH,nidana,963,0,21,23,32,1,16,7,7,26,16,0,1,0
SN,AH,nidana,964,0,21,24,31,1,15,7,7,25,16,0,1,0
SN,AH,nidana,965,0,20,25,32,2,17,7,7,26,16,0,1,0
SN,AH,nidana,966,0,20,25,30,2,17,7,9,25,17,0,1,0
SN,AH,nidana,967,0,21,25,30,2,18,6,8,27,17,0,0,0
SN,AH,nidana,968,0,21,28,30,2,18,5,8,26,16,0,0,0
SN,AH,nidana,969,0,21,30,30,2,16,5,8,26,16,0,0,0
SN,AH,nidana,970,0,20,30,30,3,17,5,7,26,16,0,0,0
SN,AH,nidana,971,0,20,30,30,3,17,5,6,28,15,0,0,0
SN,AH,nidana,972,0,20,30,30,3,17,5,6,27,16,0,0,0
SN,AH,nidana,973,0,20,31,28,3,19,5,5,27,16,0,0,0
SN,AH,nidana,974,0,21,31,28,3,19,4,4,28,14,0,0,0
SN,AH,nidana,975,0,22,33,26,2,19,4,4,28,14,0,0,0
SN,AH,nidana,976,0,22,32,27,2,19,4,4,28,14,0,0,0
SN,AH,nidana,977,0,22,33,28,2,20,3,3,28,13,0,0,0
SN,AH,nidana,978,0,22,32,28,2,19,3,4,27,15,0,0,0
SN,AH,nidana,979,0,22,32,29,2,18,3,4,27,15,0,0,0
SN,AH,nidana,980,0,22,30,29,2,19,3,5,27,15,0,0,0
SN,AH,nidana,981,0,21,29,31,3,19,3,5,27,14,0,0,0
SN,AH,nidana,982,0,22,28,30,3,20,2,5,27,13,0,0,0
SN,AH,nidana,983,0,22,27,30,3,18,2,5,30,13,0,0,0
SN,AH,nidana,984,0,22,28,30,3,17,2,6,30,12,0,0,0
SN,AH,nidana,985,0,22,29,28,3,17,2,6,30,13,0,0,0
SN,AH,nidana,986,0,22,30,25,3,19,3,6,29,13,0,0,0
SN,AH,nidana,987,0,22,29,26,3,19,3,6,29,13,0,0,0
SN,AH,nidana,988,0,22,28,26,3,19,4,6,29,13,0,0,0
SN,AH,nidana,989,1,21,28,26,3,22,3,7,29,15,0,0,0
SN,AH,nidana,990,1,22,28,26,2,20,3,7,30,16,0,0,0
SN,AH,nidana,991,1,22,28,27,2,20,4,5,31,15,0,0,0
SN,AH,nidana,992,1,22,28,27,2,20,4,4,30,17,0,0,0
SN,AH,nidana,993,1,22,27,27,2,20,4,4,30,18,0,0,0
SN,AH,nidana,994,1,22,25,26,2,20,4,5,30,20,0,0,0
SN,AH,nidana,995,1,23,25,26,1,19,4,5,30,21,0,0,0
SN,AH,nidana,996,1,23,27,27,1,18,4,6,28,20,0,0,0
SN,AH,nidana,997,1,22,28,28,1,17,5,6,29,20,0,0,0
SN,AH,nidana,998,1,22,28,28,1,16,6,7,28,20,0,0,0
SN,AH,nidana,999,1,22,27,27,1,18,6,7,28,20,0,0,0
SN,AH,nidana,1000,1,22,26,29,1,17,6,7,28,20,0,0,0
SN,AH,nidana,1001,1,22,27,28,1,17,6,7,28,20,0,0,0
SN,AH,nidana,1002,1,22,28,27,1,18,6,7,27,20,0,0,0
SN,AH,nidana,1003,1,21,30,30,1,18,7,6,26,19,0,0,0
SN,AH,nidana,1004,1,21,29,28,1,20,7,6,27,19,0,0,0
SN,AH,nidana,1005,1,20,29,30,2,21,8,5,27,18,0,0,0
SN,AH,nidana,1006,1,21,31,30,1,20,9,5,27,18,0,0,0
SN,AH,nidana,1007,1,20,35,28,1,19,12,5,27,18,0,0,0
SN,AH,nidana,1008,1,20,35,27,1,20,12,6,25,19,0,0,0
SN,AH,nidana,1009,1,20,36,27,1,20,12,5,25,19,0,0,0
SN,AH,nidana,1010,1,20,37,27,1,20,12,5,25,18,0,0,0
SN,AH,nidana,1011,1,20,36,27,1,20,11,5,26,19,0,0,0
SN,AH,nidana,1012,1,20,36,26,1,19,11,5,26,21,0,0,0
SN,AH,nidana,1013,1,20,38,26,1,18,10,5,27,20,0,0,0
SN,AH,nidana,1014,0,21,37,27,1,16,10,4,27,18,0,0,0
SN,AH,nidana,1015,0,21,36,26,1,18,10,4,26,19,0,0,0
SN,AH,nidana,1016,0,21,36,26,1,19,9,4,25,20,0,0,0
SN,AH,nidana,1017,0,20,37,27,1,18,10,5,24,21,0,0,0
SN,AH,nidana,1018,0,20,36,27,1,19,10,6,24,20,0,0,0
SN,AH,nidana,1019,0,20,36,29,1,20,10,5,24,18,0,0,0
SN,AH,nidana,1020,0,19,36,27,2,22,10,5,24,18,0,0,0
SN,AH,nidana,1021,0,18,35,27,2,24,13,4,23,19,0,0,0
SN,AH,nidana,1022,0,19,34,23,2,26,12,4,24,19,0,0,0
SN,AH,nidana,1023,0,19,34,23,2,26,12,3,24,20,0,0,0
SN,AH,nidana,1024,0,19,34,23,2,26,12,3,25,19,0,0,0
SN,AH,nidana,1025,0,19,32,22,2,27,13,3,26,19,0,0,0
SN,AH,nidana,1026,0,18,32,23,3,27,13,3,26,18,0,0,0
SN,AH,nidana,1027,0,18,29,26,3,25,13,3,28,18,0,0,0
SN,AH,nidana,1028,0,19,29,24,3,25,12,3,28,18,0,0,0
SN,AH,nidana,1029,0,18,28,27,3,23,13,4,26,21,0,0,0
SN,AH,nidana,1030,0,18,29,26,3,21,12,4,26,22,0,0,0
SN,AH,nidana,1031,0,18,26,25,3,21,12,4,26,24,0,0,0
SN,AH,nidana,1032,0,19,22,27,3,22,9,4,27,23,0,0,0
SN,AH,nidana,1033,0,19,23,27,3,24,9,3,26,22,0,0,0
SN,AH,nidana,1034,0,19,21,26,3,25,9,3,29,21,0,0,0
SN,AH,nidana,1035,0,18,19,25,3,25,12,5,28,23,0,0,0
SN,AH,nidana,1036,0,18,20,25,3,24,12,6,28,22,0,0,0
SN,AH,nidana,1037,0,18,20,25,3,26,12,6,28,20,0,0,0
SN,AH,nidana,1038,0,18,20,24,3,27,12,6,27,21,0,0,0
SN,AH,nidana,1039,0,18,21,23,3,26,12,7,27,21,0,0,0
SN,AH,nidana,1040,0,18,22,23,3,25,12,8,27,20,0,0,0
SN,AH,nidana,1041,0,17,23,25,3,25,12,8,26,19,2,0,0
SN,AH,nidana,1042,0,18,23,26,3,26,10,7,26,17,2,0,0
SN,AH,nidana,1043,0,17,22,26,3,28,10,7,27,18,2,0,0
SN,AH,nidana,1044,0,17,22,24,3,27,11,7,28,19,2,0,0
SN,AH,nidana,1045,0,17,22,26,2,26,12,9,27,19,2,0,0
SN,AH,nidana,1046,0,18,22,26,2,24,10,10,28,18,2,0,0
SN,AH,nidana,1047,0,18,24,26,2,22,10,11,27,18,2,0,0
SN,AH,nidana,1048,0,18,23,26,2,23,9,11,27,19,2,0,0
SN,AH,nidana,1049,0,18,22,27,2,21,10,11,26,21,2,0,0
SN,AH,nidana,1050,0,18,23,27,2,21,9,11,25,22,2,0,0
SN,AH,nidana,1051,0,18,21,29,1,22,9,11,25,23,3,0,0
SN,AH,nidana,1052,0,18,22,28,1,23,9,11,24,23,3,0,0
SN,AH,nidana,1053,0,18,21,29,1,23,9,11,25,22,3,0,0
SN,AH,nidana,1054,0,19,22,26,1,23,9,10,26,21,3,0,0
SN,AH,nidana,1055,0,19,21,28,0,23,9,11,26,22,3,0,0
SN,AH,nidana,1056,0,19,22,29,0,23,8,12,26,20,3,0,0
SN,AH,nidana,1057,0,19,24,27,0,23,8,12,25,21,3,0,0
SN,AH,nidana,1058,0,19,23,28,0,20,8,13,26,22,3,0,0
SN,AH,nidana,1059,1,18,24,31,0,21,9,14,23,23,3,0,0
SN,AH,nidana,1060,1,19,25,32,0,21,6,13,24,21,3,0,0
SN,AH,nidana,1061,1,18,26,33,0,20,6,12,24,24,3,0,0
SN,AH,nidana,1062,1,18,26,35,0,18,6,12,24,24,3,0,0
SN,AH,nidana,1063,1,18,26,36,0,18,6,12,24,23,3,0,0
SN,AH,nidana,1064,1,18,25,35,0,19,7,12,24,23,3,0,0
SN,AH,nidana,1065,1,17,26,37,0,19,8,11,24,23,3,0,0
SN,AH,nidana,1066,1,18,26,34,0,18,9,11,26,23,1,0,0
SN,AH,nidana,1067,2,17,27,33,0,19,10,13,27,23,1,0,0
SN,AH,nidana,1068,2,18,28,32,0,16,11,12,26,24,1,0,0
SN,AH,nidana,1069,2,18,28,32,0,18,10,13,25,23,1,0,0
SN,AH,nidana,1070,2,19,29,30,0,19,9,11,26,22,1,0,0
SN,AH,nidana,1071,2,18,30,31,0,21,8,10,25,24,1,0,0
SN,AH,nidana,1072,2,18,29,32,0,21,9,10,25,23,1,0,0
SN,AH,nidana,1073,2,17,30,36,0,20,10,10,25,23,1,0,0
SN,AH,nidana,1074,2,17,31,35,0,21,10,10,25,22,1,0,0
SN,AH,nidana,1075,2,17,31,36,0,20,10,10,26,21,1,0,0
SN,AH,nidana,1076,2,18,33,33,0,20,10,10,26,20,0,0,0
SN,AH,nidana,1077,3,17,36,34,0,19,10,10,27,21,0,0,0
SN,AH,nidana,1078,3,17,35,33,0,19,10,10,27,23,0,0,0
SN,AH,nidana,1079,3,17,36,33,0,21,9,10,27,21,0,0,0
SN,AH,nidana,1080,3,18,36,29,0,23,10,9,28,19,0,0,0
SN,AH,nidana,1081,3,18,36,29,0,24,10,8,28,19,0,0,0
SN,AH,nidana,1082,3,18,34,29,0,24,11,9,28,19,0,0,0
SN,AH,nidana,1083,3,17,35,29,0,24,12,9,28,19,1,0,0
SN,AH,nidana,1084,2,17,35,28,1,22,11,9,28,18,1,0,0
SN,AH,nidana,1085,2,17,37,29,1,23,12,9,30,19,1,0,0
SN,AH,nidana,1086,2,18,36,30,1,23,12,9,31,15,1,0,0
SN,AH,nidana,1087,2,17,37,28,2,24,12,9,31,15,1,0,0
SN,AH,nidana,1088,2,17,36,27,2,25,13,9,30,16,1,0,0
SN,AH,nidana,1089,2,16,37,29,2,27,12,8,29,17,1,0,0
SN,AH,nidana,1090,2,17,36,28,2,26,11,8,31,16,1,0,0
SN,AH,nidana,1091,2,16,36,29,3,26,10,8,31,16,1,0,0
SN,AH,nidana,1092,1,17,35,29,3,24,9,7,31,16,1,0,0
SN,AH,nidana,1093,1,17,34,29,3,25,8,7,31,16,2,0,0
SN,AH,nidana,1094,1,17,33,31,3,23,8,7,31,17,2,0,0
SN,AH,nidana,1095,1,17,32,32,3,23,8,7,31,17,2,0,0
SN,AH,nidana,1096,1,18,31,30,3,22,9,7,32,16,2,0,0
SN,AH,nidana,1097,1,18,31,31,3,23,8,6,32,16,2,0,0
SN,AH,nidana,1098,1,19,30,29,3,22,7,7,32,15,2,0,0
SN,AH,nidana,1099,1,19,30,29,3,23,6,7,33,14,2,0,0
SN,AH,nidana,1100,1,19,30,27,3,24,7,7,32,15,2,0,0
SN,AH,nidana,1101,1,19,29,26,3,23,7,9,33,15,2,0,0
SN,AH,nidana,1102,0,20,26,24,3,26,7,9,31,14,2,0,0
SN,AH,nidana,1103,0,20,26,23,3,27,7,9,32,13,2,0,0
SN,AH,nidana,1104,0,20,25,24,3,25,8,9,32,14,2,0,0
SN,AH,nidana,1105,0,20,27,24,3,24,7,9,31,15,2,0,0
SN,AH,nidana,1106,0,20,28,23,3,23,7,9,32,15,2,0,0
SN,AH,nidana,1107,0,20,30,24,3,22,6,8,33,14,2,0,0
SN,AH,nidana,1108,0,20,28,25,4,23,5,7,34,13,1,0,0
SN,AH,nidana,1109,1,20,29,25,3,23,5,8,36,14,1,0,0
SN,AH,nidana,1110,1,20,28,23,3,21,4,8,34,14,1,0,0
SN,AH,nidana,1111,1,20,29,24,3,23,6,8,34,16,1,0,0
SN,AH,nidana,1112,1,21,28,24,2,23,6,8,35,16,1,0,0
SN,AH,nidana,1113,1,20,29,26,2,23,6,8,35,15,2,0,0
SN,AH,nidana,1114,1,21,29,25,2,20,6,9,36,14,2,0,0
SN,AH,nidana,1115,1,21,28,26,2,21,6,9,34,15,2,0,0
SN,AH,nidana,1116,1,22,26,26,1,21,7,9,34,16,2,0,0
SN,AH,nidana,1117,1,22,27,27,1,21,7,8,34,15,2,0,0
SN,AH,nidana,1118,1,22,28,27,1,21,8,9,34,13,1,0,0
SN,AH,nidana,1119,1,22,30,25,1,23,8,8,34,12,1,0,0
SN,AH,nidana,1120,1,22,30,25,1,23,8,8,34,12,1,0,0
SN,AH,nidana,1121,1,22,30,25,1,23,7,9,34,12,1,0,0
SN,AH,nidana,1122,1,22,30,23,1,22,8,9,34,14,1,0,0
SN,AH,nidana,1123,1,21,31,23,1,23,9,8,33,16,1,0,0
SN,AH,nidana,1124,1,20,31,26,2,21,9,8,32,16,1,0,0
SN,AH,nidana,1125,1,20,32,27,2,21,8,8,32,15,1,0,0
SN,AH,nidana,1126,1,20,31,30,2,21,8,6,31,16,1,0,0
SN,AH,nidana,1127,1,20,32,29,2,18,8,7,32,17,1,0,0
SN,AH,nidana,1128,1,20,33,30,2,17,8,7,31,17,1,0,0
SN,AH,nidana,1129,1,20,34,31,2,18,7,7,30,16,1,0,0
SN,AH,nidana,1130,1,20,32,32,2,19,7,7,31,15,1,0,0
SN,AH,nidana,1131,1,19,32,35,2,20,7,7,29,16,1,0,0
SN,AH,nidana,1132,1,18,31,35,3,20,7,7,28,18,1,0,0
SN,AH,nidana,1133,1,19,33,34,2,19,7,7,28,18,1,0,0
SN,AH,nidana,1134,0,20,32,33,2,19,7,6,26,18,1,0,0
SN,AH,nidana,1135,0,20,31,35,2,19,7,5,26,18,1,0,0
SN,AH,nidana,1136,0,20,30,33,2,18,5,5,25,17,1,0,0
SN,AH,nidana,1137,0,20,30,34,2,17,5,6,24,17,1,0,0
SN,AH,nidana,1138,0,21,29,32,2,17,4,6,26,17,0,0,0
SN,AH,nidana,1139,0,21,29,32,2,17,4,6,26,17,0,0,0
SN,AH,nidana,1140,0,21,31,31,2,16,4,7,26,16,0,0,0
SN,AH,nidana,1141,0,21,33,31,2,17,3,7,25,15,0,0,0
SN,AH,nidana,1142,0,21,32,30,2,17,3,8,25,16,0,0,0
SN,AH,nidana,1143,0,20,31,31,3,18,2,7,25,17,0,0,0
SN,AH,nidana,1144,0,20,31,31,3,16,2,7,25,19,0,0,0
SN,AH,nidana,1145,0,20,31,30,3,14,3,7,27,19,0,0,0
SN,AH,nidana,1146,0,20,32,30,3,14,3,6,27,19,0,0,0
SN,AH,nidana,1147,0,20,32,32,3,14,3,6,27,17,0,0,0
SN,AH,nidana,1148,0,21,32,32,3,13,2,7,28,14,0,0,0
SN,AH,nidana,1149,1,21,32,30,2,16,2,8,28,16,1,0,0
SN,AH,nidana,1150,1,21,30,30,2,18,2,8,28,16,1,0,0
SN,AH,nidana,1151,1,21,31,27,2,18,3,8,28,17,1,0,0
SN,AH,nidana,1152,1,21,29,29,2,19,3,7,29,16,1,0,0
SN,AH,nidana,1153,1,21,28,29,2,18,3,9,30,15,1,0,0
SN,AH,nidana,1154,1,21,29,27,2,18,3,9,31,15,1,0,0
SN,AH,nidana,1155,1,20,31,28,2,17,4,9,29,17,1,0,0
SN,AH,nidana,1156,1,21,29,24,2,20,4,9,29,17,1,0,0
SN,AH,nidana,1157,1,22,29,23,1,22,4,9,30,15,1,0,0
SN,AH,nidana,1158,1,22,28,23,1,23,4,9,29,16,1,0,0
SN,AH,nidana,1159,1,22,28,24,1,23,4,8,29,16,1,0,0
SN,AH,nidana,1160,1,22,29,22,1,23,4,9,29,16,1,0,0
SN,AH,nidana,1161,1,22,30,22,1,23,4,9,29,15,1,0,0
SN,AH,nidana,1162,1,22,29,22,1,23,5,9,29,15,1,0,0
SN,AH,nidana,1163,1,22,30,24,1,21,5,9,28,15,1,0,0
SN,AH,nidana,1164,1,22,29,23,1,23,5,8,28,16,1,0,0
SN,AH,nidana,1165,1,22,27,23,1,24,6,7,28,17,1,0,0
SN,AH,nidana,1166,1,22,28,22,1,24,6,7,28,17,1,0,0
SN,AH,nidana,1167,1,22,28,22,1,25,6,6,28,17,1,0,0
SN,AH,nidana,1168,1,23,31,22,0,23,6,6,28,16,1,0,0
SN,AH,nidana,1169,1,23,30,23,0,23,7,6,28,15,1,0,0
SN,AH,nidana,1170,1,23,29,24,0,24,6,6,26,17,1,0,0
SN,AH,nidana,1171,1,23,28,24,0,25,6,6,27,16,1,0,0
SN,AH,nidana,1172,1,23,27,24,0,26,5,6,28,16,1,0,0
SN,AH,nidana,1173,1,23,27,23,0,26,5,6,28,17,1,0,0
SN,AH,nidana,1174,0,24,26,22,0,24,6,5,29,16,0,0,0
SN,AH,nidana,1175,0,23,27,22,0,23,7,5,30,17,0,0,0
SN,AH,nidana,1176,0,23,27,23,0,23,6,5,30,17,0,0,0
SN,AH,nidana,1177,0,23,27,21,0,22,7,7,30,17,0,0,0
SN,AH,nidana,1178,0,22,28,20,1,23,7,6,29,18,0,0,0
SN,AH,nidana,1179,0,21,27,22,1,23,8,7,28,18,1,0,0
SN,AH,nidana,1180,0,22,25,21,1,23,7,8,29,17,1,0,0
SN,AH,nidana,1181,0,21,25,24,1,19,8,9,30,18,1,0,0
SN,AH,nidana,1182,0,21,26,25,1,17,8,9,30,18,1,0,0
SN,AH,nidana,1183,0,21,27,26,1,16,8,9,30,17,1,0,0
SN,AH,nidana,1184,0,21,27,25,1,17,8,9,30,17,1,0,0
SN,AH,nidana,1185,0,21,26,26,1,17,8,8,31,17,1,0,0
SN,AH,nidana,1186,0,21,24,25,1,17,9,8,33,17,1,0,0
SN,AH,nidana,1187,0,21,26,25,1,17,8,7,33,17,1,0,0
SN,AH,nidana,1188,0,21,26,23,1,18,8,8,32,18,1,0,0
SN,AH,nidana,1189,0,21,26,23,1,18,8,8,32,18,1,0,0
SN,AH,nidana,1190,0,21,27,22,1,19,7,8,32,18,1,0,0
SN,AH,nidana,1191,1,20,26,23,1,21,8,8,32,20,1,0,0
SN,AH,nidana,1192,1,20,26,24,1,20,9,8,32,19,1,0,0
SN,AH,nidana,1193,1,20,24,24,1,21,9,9,32,19,1,0,0
SN,AH,nidana,1194,1,20,23,23,1,23,8,10,32,19,1,0,0
SN,AH,nidana,1195,1,20,23,23,1,23,9,10,32,18,1,0,0
SN,AH,nidana,1196,1,20,25,23,1,21,9,10,32,18,1,0,0
SN,AH,nidana,1197,1,20,26,22,1,21,9,10,32,18,1,0,0
SN,AH,nidana,1198,1,20,26,24,1,21,9,9,32,17,1,0,0
SN,AH,nidana,1199,1,20,26,25,1,20,9,9,31,17,2,0,0
SN,AH,nidana,1200,1,21,27,25,1,18,8,9,31,16,2,0,0
SN,AH,nidana,1201,1,21,27,25,1,18,10,9,31,14,2,0,0
SN,AH,nidana,1202,1,21,29,26,1,19,9,7,30,14,2,0,0
SN,AH,nidana,1203,1,22,29,27,0,18,9,7,30,14,2,0,0
SN,AH,nidana,1204,1,23,29,25,0,19,8,6,31,14,1,0,0
SN,AH,nidana,1205,1,23,31,25,0,19,8,5,30,14,1,0,0
SN,AH,nidana,1206,1,24,32,22,0,20,7,5,31,12,1,0,0
SN,AH,nidana,1207,1,23,31,22,1,20,7,5,30,14,1,0,0
SN,AH,nidana,1208,1,23,30,22,1,21,7,5,30,14,1,0,0
SN,AH,nidana,1209,1,23,30,23,1,20,7,6,30,13,1,0,0
SN,AH,nidana,1210,1,23,29,22,1,22,7,6,30,13,1,0,0
SN,AH,nidana,1211,1,23,31,23,1,21,6,6,28,14,1,0,0
SN,AH,nidana,1212,1,23,29,24,1,22,6,6,28,14,1,0,0
SN,AH,nidana,1213,1,23,30,24,1,21,6,6,29,13,1,0,0
SN,AH,nidana,1214,1,23,29,27,1,19,6,6,29,13,1,0,0
SN,AH,nidana,1215,1,23,28,30,1,17,7,6,29,12,1,0,0
SN,AH,nidana,1216,0,24,26,31,1,15,6,6,30,10,1,0,0
SN,AH,nidana,1217,0,24,27,30,1,15,5,7,30,10,1,0,0
SN,AH,nidana,1218,0,24,27,30,1,16,5,6,30,10,1,0,0
SN,AH,nidana,1219,0,24,28,30,1,17,5,5,30,9,1,0,0
SN,AH,nidana,1220,0,23,29,30,2,17,4,5,31,8,1,0,0
SN,AH,nidana,1221,0,23,28,31,2,17,4,5,30,9,1,0,0
SN,AH,nidana,1222,0,23,27,31,2,16,4,7,30,9,1,0,0
SN,AH,nidana,1223,0,23,26,30,2,17,4,7,30,10,1,0,0
SN,AH,nidana,1224,0,23,29,29,2,18,3,7,30,9,0,0,0
SN,AH,nidana,1225,0,22,29,31,2,18,4,7,28,11,0,0,0
SN,AH,nidana,1226,0,22,29,31,2,18,2,8,28,12,0,0,0
SN,AH,nidana,1227,0,22,28,32,2,17,2,8,29,12,0,0,0
SN,AH,nidana,1228,0,22,28,33,2,19,2,7,28,11,0,0,0
SN,AH,nidana,1229,0,21,27,36,2,17,2,8,28,12,1,0,0
SN,AH,nidana,1230,0,21,27,35,2,16,3,8,29,12,1,0,0
SN,AH,nidana,1231,0,21,27,36,2,15,3,7,28,14,1,0,0
SN,AH,nidana,1232,0,22,28,35,1,15,3,8,28,13,1,0,0
SN,AH,nidana,1233,0,22,29,33,1,15,3,9,28,13,1,0,0
SN,AH,nidana,1234,0,21,28,31,1,15,3,8,27,13,1,1,0
SN,AH,nidana,1235,0,21,29,31,1,14,4,9,26,12,1,1,0
SN,AH,nidana,1236,0,21,27,32,1,14,5,9,26,12,1,1,0
SN,AH,nidana,1237,0,21,28,31,1,13,5,9,26,13,1,1,0
SN,AH,nidana,1238,0,21,26,32,1,14,5,8,26,14,1,1,0
SN,AH,nidana,1239,0,20,26,32,1,15,5,8,26,16,1,1,0
SN,AH,nidana,1240,0,20,28,30,1,15,4,8,26,17,1,1,0
SN,AH,nidana,1241,0,19,30,32,1,15,4,8,24,18,1,1,0
SN,AH,nidana,1242,0,19,31,31,1,15,4,7,25,18,1,1,0
SN,AH,nidana,1243,0,19,32,31,1,14,4,7,25,18,1,1,0
SN,AH,nidana,1244,0,19,32,31,1,11,5,7,26,19,1,1,0
SN,AH,nidana,1245,0,20,32,32,0,10,5,7,25,20,1,1,0
SN,AH,nidana,1246,0,20,31,32,0,12,5,7,25,19,1,1,0
SN,AH,nidana,1247,0,19,31,34,0,13,6,5,23,22,1,1,0
SN,AH,nidana,1248,0,19,34,32,0,13,6,5,23,21,1,1,0
SN,AH,nidana,1249,0,19,32,35,0,12,6,5,23,21,1,1,0
SN,AH,nidana,1250,0,20,30,32,0,13,7,6,24,19,1,1,0
SN,AH,nidana,1251,0,19,31,33,0,14,7,5,23,21,1,1,0
SN,AH,nidana,1252,0,19,31,33,0,15,7,5,22,21,1,1,0
SN,AH,nidana,1253,0,19,31,32,0,15,7,5,23,21,1,1,0
SN,AH,nidana,1254,0,19,31,31,1,15,8,4,23,20,0,1,0
SN,AH,nidana,1255,1,18,30,32,1,16,8,6,22,23,0,1,0
SN,AH,nidana,1256,1,18,32,32,1,16,8,6,22,21,0,1,0
SN,AH,nidana,1257,1,18,32,32,1,16,8,6,22,21,0,1,0
SN,AH,nidana,1258,1,18,32,32,1,16,8,6,22,21,0,1,0
SN,AH,nidana,1259,1,19,33,34,1,17,8,6,23,21,0,0,0
SN,AH,nidana,1260,1,18,34,34,2,17,7,6,23,21,0,0,0
SN,AH,nidana,1261,1,18,34,33,2,18,6,7,23,21,0,0,0
SN,AH,nidana,1262,1,17,36,32,3,18,6,7,23,20,0,0,0
SN,AH,nidana,1263,1,16,35,34,3,19,7,7,22,21,0,0,0
SN,AH,nidana,1264,1,17,35,32,3,19,7,9,22,18,0,0,0
SN,AH,nidana,1265,2,16,33,33,3,20,7,11,23,19,1,0,0
SN,AH,nidana,1266,2,17,32,30,3,20,7,11,23,20,1,0,0
SN,AH,nidana,1267,2,16,30,30,4,22,7,11,22,21,1,0,0
SN,AH,nidana,1268,2,16,29,31,4,21,7,11,23,21,1,0,0
SN,AH,nidana,1269,3,15,32,34,4,22,7,11,21,21,1,0,0
SN,AH,nidana,1270,3,15,33,32,4,22,7,13,21,20,1,0,0
SN,AH,nidana,1271,3,15,33,32,4,20,7,13,23,20,1,0,0
SN,AH,nidana,1272,3,15,34,31,5,19,6,13,24,18,1,0,0
SN,AH,nidana,1273,4,14,34,34,5,18,7,13,25,19,1,0,0
SN,AH,nidana,1274,4,14,34,31,5,18,8,14,26,19,1,0,0
SN,AH,nidana,1275,4,14,35,31,5,19,6,14,26,19,1,0,0
