Text_Type,Book,Chapter,Window,GLL,GLG,LGG,LLL,G,GGG,LGL,LLG,GGL,L,LG,LL,GG
SN,AH,sutra,2514,7,35,4,0,19,27,29,9,17,3,0,0,1
SN,AH,sutra,2515,7,36,4,0,19,28,29,7,17,3,0,0,1
SN,AH,sutra,2516,8,35,4,0,18,28,28,8,17,4,0,0,1
SN,AH,sutra,2517,8,35,7,0,17,27,27,9,18,4,0,0,1
SN,AH,sutra,2518,8,34,7,0,17,29,26,10,17,4,0,0,1
SN,AH,sutra,2519,9,32,8,0,18,26,26,11,16,4,0,0,1
SN,AH,sutra,2520,9,32,10,0,18,24,26,10,17,4,0,0,1
SN,AH,sutra,2521,10,30,11,0,18,24,26,10,17,4,0,0,1
SN,AH,sutra,2522,10,27,12,0,17,26,26,11,16,5,0,0,1
SN,AH,sutra,2523,10,28,13,0,16,26,26,11,17,5,0,0,1
SN,AH,sutra,2524,10,30,13,0,16,26,25,11,16,5,0,0,1
SN,AH,sutra,2525,12,32,18,1,15,28,24,11,16,5,0,0,1
SN,AH,sutra,2526,12,32,19,1,16,30,25,11,17,5,0,0,0
SN,AH,sutra,2527,10,30,21,1,15,29,25,12,17,5,0,0,0
SN,AH,sutra,2528,8,29,21,1,15,31,25,13,15,5,0,0,0
SN,AH,sutra,2529,8,30,22,1,15,32,27,13,15,5,0,0,0
SN,AH,sutra,2530,8,30,22,1,15,31,27,14,15,5,0,0,0
SN,AH,sutra,2531,8,32,24,1,14,30,26,14,16,5,0,0,0
SN,AH,sutra,2532,8,31,23,1,15,29,27,13,16,5,0,0,0
SN,AH,sutra,2533,8,32,23,1,16,31,27,12,14,4,0,0,0
SN,AH,sutra,2534,9,31,23,1,17,31,27,12,14,3,0,0,0
SN,AH,sutra,2535,8,29,24,1,17,32,27,13,14,3,0,0,0
SN,AH,sutra,2536,8,30,24,1,17,32,26,13,14,3,0,0,0
SN,AH,sutra,2537,7,29,25,1,17,33,25,13,15,3,0,0,0
SN,AH,sutra,2538,7,29,25,1,17,34,24,13,15,3,0,0,0
SN,AH,sutra,2539,7,29,25,1,17,35,23,13,15,3,0,0,0
SN,AH,sutra,2540,7,30,24,1,17,33,23,13,17,3,0,0,0
SN,AH,sutra,2541,6,31,26,1,17,35,22,12,18,2,0,0,0
SN,AH,sutra,2542,6,31,23,1,18,37,23,10,17,2,0,0,0
SN,AH,sutra,2543,6,31,23,1,18,37,23,9,18,2,0,0,0
SN,AH,sutra,2544,5,31,22,1,18,38,25,8,18,2,0,0,0
SN,AH,sutra,2545,5,33,20,1,18,39,24,8,18,2,0,0,0
SN,AH,sutra,2546,5,33,19,1,18,40,24,8,18,2,0,0,0
SN,AH,sutra,2547,5,34,19,1,19,38,24,7,20,1,0,0,0
SN,AH,sutra,2548,6,32,18,1,20,39,24,6,19,1,0,0,0
SN,AH,sutra,2549,6,31,20,1,19,43,23,7,19,1,1,0,0
SN,AH,sutra,2550,4,28,15,0,20,42,24,7,19,1,1,0,0
SN,AH,sutra,2551,4,30,14,0,20,40,24,7,20,1,1,0,0
SN,AH,sutra,2552,4,32,12,0,21,39,24,6,19,1,1,0,0
SN,AH,sutra,2553,5,31,13,0,21,38,24,6,19,1,1,0,0
SN,AH,sutra,2554,5,33,12,0,21,37,23,6,20,1,1,0,0
SN,AH,sutra,2555,5,35,13,0,21,36,23,5,19,1,1,0,0
SN,AH,sutra,2556,5,33,11,0,21,36,24,5,19,2,1,0,0
SN,AH,sutra,2557,5,33,10,0,21,37,24,5,19,2,1,0,0
SN,AH,sutra,2558,5,32,11,0,21,36,24,6,19,2,1,0,0
SN,AH,sutra,2559,5,32,10,0,21,36,25,5,20,2,1,0,0
SN,AH,sutra,2560,5,34,10,0,20,36,24,4,20,3,1,0,0
SN,AH,sutra,2561,6,34,12,1,19,37,23,4,19,3,1,0,0
SN,AH,sutra,2562,7,33,13,1,19,37,24,4,17,3,1,0,0
SN,AH,sutra,2563,9,33,14,2,19,36,23,5,17,2,1,0,0
SN,AH,sutra,2564,9,34,15,2,19,35,23,5,16,2,1,0,0
SN,AH,sutra,2565,9,33,16,2,19,36,23,6,14,2,1,0,0
SN,AH,sutra,2566,9,32,14,2,20,34,24,7,14,2,1,0,0
SN,AH,sutra,2567,9,32,16,2,20,33,24,6,14,2,1,0,0
SN,AH,sutra,2568,9,33,17,2,20,31,24,6,14,2,1,0,0
SN,AH,sutra,2569,10,32,17,2,20,32,21,7,15,2,1,0,0
SN,AH,sutra,2570,10,31,17,2,20,31,22,9,14,2,1,0,0
SN,AH,sutra,2571,10,31,18,3,19,33,21,10,15,2,2,0,0
SN,AH,sutra,2572,10,31,18,3,19,35,21,10,13,2,2,0,0
SN,AH,sutra,2573,9,31,18,3,19,35,21,10,14,2,2,0,0
SN,AH,sutra,2574,9,31,17,3,20,31,22,9,14,2,1,0,0
SN,AH,sutra,2575,9,31,18,3,20,30,22,9,14,2,1,0,0
SN,AH,sutra,2576,9,30,18,3,19,32,22,9,13,3,1,0,0
SN,AH,sutra,2577,8,30,18,3,19,33,22,9,13,3,1,0,0
SN,AH,sutra,2578,7,30,17,3,19,33,22,9,15,3,1,0,0
SN,AH,sutra,2579,7,27,18,3,19,34,22,9,16,3,1,0,0
SN,AH,sutra,2580,7,26,18,3,19,33,23,9,17,3,1,0,0
SN,AH,sutra,2581,8,26,20,3,19,33,23,9,17,2,1,0,0
SN,AH,sutra,2582,8,27,20,3,19,32,23,10,16,2,1,0,0
SN,AH,sutra,2583,8,31,20,4,18,31,22,10,16,2,1,0,0
SN,AH,sutra,2584,7,31,20,4,18,33,21,10,16,2,1,0,0
SN,AH,sutra,2585,9,32,21,5,19,34,22,10,17,1,1,0,0
SN,AH,sutra,2586,8,30,19,4,19,32,22,10,17,1,1,0,1
SN,AH,sutra,2587,9,33,17,5,18,31,23,10,18,2,1,0,1
SN,AH,sutra,2588,9,34,16,5,18,30,25,9,19,3,1,0,1
SN,AH,sutra,2589,9,32,15,5,18,29,24,9,19,3,1,0,1
SN,AH,sutra,2590,10,33,14,5,18,29,25,8,20,3,1,0,1
SN,AH,sutra,2591,11,34,14,5,17,29,25,7,21,4,1,0,1
SN,AH,sutra,2592,11,33,12,5,17,28,24,7,21,4,1,0,1
SN,AH,sutra,2593,13,35,13,5,16,29,24,9,21,4,1,1,1
SN,AH,sutra,2594,12,37,13,5,16,28,25,8,21,4,1,1,1
SN,AH,sutra,2595,12,37,14,5,16,28,26,7,20,4,1,1,1
SN,AH,sutra,2596,12,37,13,4,16,25,27,7,19,5,0,1,1
SN,AH,sutra,2597,12,37,12,4,15,24,28,8,19,6,0,1,1
SN,AH,sutra,2598,13,36,12,4,14,22,28,9,20,7,0,1,1
SN,AH,sutra,2599,14,34,11,4,13,23,28,10,20,8,0,1,1
SN,AH,sutra,2600,14,35,10,4,13,23,28,10,20,8,0,1,1
SN,AH,sutra,2601,14,37,12,4,13,21,27,11,21,7,0,1,1
SN,AH,sutra,2602,14,35,12,4,13,22,27,11,22,7,0,1,1
SN,AH,sutra,2603,15,35,14,4,13,22,27,10,20,7,0,1,1
SN,AH,sutra,2604,17,36,13,4,13,21,27,10,19,7,0,1,1
SN,AH,sutra,2605,17,38,14,4,13,23,28,13,21,7,0,1,1
SN,AH,sutra,2606,16,38,12,4,14,22,28,14,21,7,0,1,1
SN,AH,sutra,2607,16,37,12,4,14,22,28,13,23,7,0,1,1
SN,AH,sutra,2608,16,33,11,3,15,21,28,12,23,7,0,1,1
SN,AH,sutra,2609,17,33,15,3,14,20,27,12,23,7,0,1,1
SN,AH,sutra,2610,15,32,14,2,13,19,26,12,22,8,0,1,1
SN,AH,sutra,2611,16,35,16,2,13,20,26,12,23,8,0,1,0
SN,AH,sutra,2612,14,33,16,1,14,22,24,12,24,7,0,1,0
SN,AH,sutra,2613,12,32,17,0,14,23,23,13,25,6,0,1,0
SN,AH,sutra,2614,12,34,18,0,14,24,24,13,25,6,0,1,0
SN,AH,sutra,2615,11,38,22,0,13,24,23,13,28,6,0,1,0
SN,AH,sutra,2616,11,37,23,0,14,24,23,13,26,5,0,1,0
SN,AH,sutra,2617,11,39,23,0,14,24,24,13,28,5,0,1,0
SN,AH,sutra,2618,9,36,21,0,15,24,24,12,28,5,0,0,0
SN,AH,sutra,2619,9,34,23,0,15,24,24,13,27,5,0,0,0
SN,AH,sutra,2620,10,34,22,0,15,26,22,12,28,5,0,0,0
SN,AH,sutra,2621,10,36,22,0,16,27,22,11,29,4,0,0,0
SN,AH,sutra,2622,10,37,22,0,17,26,22,11,29,3,0,0,0
SN,AH,sutra,2623,10,37,23,0,18,27,23,10,27,2,0,0,0
SN,AH,sutra,2624,9,38,23,0,19,26,24,9,28,1,0,0,0
SN,AH,sutra,2625,10,36,23,0,19,25,25,9,29,1,0,0,0
SN,AH,sutra,2626,10,35,21,0,20,26,26,8,28,1,0,0,0
SN,AH,sutra,2627,10,37,23,1,19,24,25,8,29,1,0,0,0
SN,AH,sutra,2628,9,40,22,1,19,23,25,8,29,1,0,0,0
SN,AH,sutra,2629,7,40,22,1,19,23,25,8,31,1,0,0,0
SN,AH,sutra,2630,7,39,20,1,19,22,23,5,29,1,0,0,0
SN,AH,sutra,2631,9,39,23,1,18,21,23,5,28,1,0,0,0
SN,AH,sutra,2632,10,38,24,1,18,21,23,6,26,1,0,0,0
SN,AH,sutra,2633,11,39,27,1,17,22,23,8,26,1,0,0,0
SN,AH,sutra,2634,10,39,24,1,18,22,24,9,25,1,0,0,0
SN,AH,sutra,2635,10,37,24,1,19,21,25,9,27,0,0,0,0
SN,AH,sutra,2636,9,37,22,1,20,21,26,9,26,0,0,0,0
SN,AH,sutra,2637,10,39,25,1,19,20,26,9,24,0,0,0,0
SN,AH,sutra,2638,10,40,25,1,20,18,26,9,22,0,0,0,0
SN,AH,sutra,2639,10,39,27,1,19,18,25,10,24,0,0,0,0
SN,AH,sutra,2640,10,35,23,1,20,18,24,10,22,0,0,0,0
SN,AH,sutra,2641,9,36,22,1,20,18,24,10,23,0,0,0,0
SN,AH,sutra,2642,9,36,22,1,19,19,24,10,22,1,0,0,0
SN,AH,sutra,2643,9,37,22,1,19,19,23,9,23,1,0,0,0
SN,AH,sutra,2644,9,38,20,1,19,21,23,8,23,1,0,0,0
SN,AH,sutra,2645,8,41,20,1,18,21,23,8,26,1,1,0,0
SN,AH,sutra,2646,7,38,20,1,18,21,23,9,26,1,1,0,0
SN,AH,sutra,2647,8,38,22,1,17,23,21,9,26,1,1,0,0
SN,AH,sutra,2648,7,39,21,1,17,23,21,10,26,1,1,0,0
SN,AH,sutra,2649,8,41,21,1,16,25,21,11,25,1,2,0,0
SN,AH,sutra,2650,7,42,22,1,16,27,20,11,23,1,2,0,0
SN,AH,sutra,2651,8,41,23,1,16,26,21,11,22,1,2,0,0
SN,AH,sutra,2652,9,39,23,0,17,26,22,11,20,1,2,0,0
SN,AH,sutra,2653,9,37,23,2,16,28,22,12,20,1,2,0,0
SN,AH,sutra,2654,9,37,24,2,16,28,22,13,18,1,2,0,0
SN,AH,sutra,2655,9,35,25,2,16,27,22,15,18,1,2,0,0
SN,AH,sutra,2656,7,36,22,2,17,28,22,14,19,1,2,0,0
SN,AH,sutra,2657,6,39,22,2,16,30,22,13,21,1,3,0,0
SN,AH,sutra,2658,5,39,20,2,17,30,23,12,21,1,3,0,0
SN,AH,sutra,2659,5,38,19,2,17,32,23,12,21,1,3,0,0
SN,AH,sutra,2660,5,39,18,2,17,33,22,13,20,1,3,0,0
SN,AH,sutra,2661,5,38,18,2,17,33,22,13,21,1,3,0,0
SN,AH,sutra,2662,4,36,15,2,17,34,23,13,22,2,3,0,0
SN,AH,sutra,2663,4,35,15,2,17,35,23,12,23,2,3,0,0
SN,AH,sutra,2664,4,34,12,2,18,36,24,12,22,2,3,0,0
SN,AH,sutra,2665,5,34,13,2,17,37,24,14,22,2,4,0,0
SN,AH,sutra,2666,7,34,13,2,17,36,24,14,21,2,4,0,0
SN,AH,sutra,2667,7,32,14,2,18,37,24,14,21,1,4,0,0
SN,AH,sutra,2668,7,31,16,2,18,36,25,15,19,1,4,0,0
SN,AH,sutra,2669,8,30,17,2,18,34,26,15,19,1,4,0,0
SN,AH,sutra,2670,9,27,17,2,19,32,28,15,16,1,3,0,0
SN,AH,sutra,2671,10,30,18,2,18,31,27,14,17,1,3,0,0
SN,AH,sutra,2672,9,29,17,2,19,29,28,14,18,1,3,0,0
SN,AH,sutra,2673,9,29,17,2,19,30,27,14,18,1,3,0,0
SN,AH,sutra,2674,8,27,18,2,20,28,26,14,18,1,2,0,0
SN,AH,sutra,2675,8,28,18,2,19,29,26,15,20,1,3,0,0
SN,AH,sutra,2676,7,27,17,2,19,32,26,15,20,1,3,0,0
SN,AH,sutra,2677,6,27,15,2,19,32,28,15,21,1,3,0,0
SN,AH,sutra,2678,6,27,15,0,20,31,28,15,21,1,3,0,0
SN,AH,sutra,2679,7,28,16,1,19,31,27,15,21,1,3,0,0
SN,AH,sutra,2680,7,28,15,1,19,33,28,13,21,1,3,0,0
SN,AH,sutra,2681,8,29,16,1,18,33,29,13,20,1,3,0,0
SN,AH,sutra,2682,8,27,16,1,19,31,30,13,18,1,2,0,0
SN,AH,sutra,2683,8,30,16,1,18,31,29,13,19,1,2,0,0
SN,AH,sutra,2684,8,30,16,1,17,31,29,13,19,2,2,0,0
SN,AH,sutra,2685,9,31,17,1,16,33,29,12,18,2,2,0,0
SN,AH,sutra,2686,9,30,17,1,16,32,30,13,18,2,2,0,0
SN,AH,sutra,2687,9,29,18,1,17,32,30,13,18,1,2,0,0
SN,AH,sutra,2688,10,28,18,1,17,31,31,14,17,1,2,0,0
SN,AH,sutra,2689,12,33,20,2,16,32,33,14,17,1,3,0,0
SN,AH,sutra,2690,11,32,19,2,17,32,34,13,15,1,2,0,0
SN,AH,sutra,2691,9,30,19,2,17,35,35,13,15,1,2,0,0
SN,AH,sutra,2692,9,31,18,2,16,35,35,13,15,2,2,0,0
SN,AH,sutra,2693,9,31,17,2,16,35,34,12,18,2,2,0,0
SN,AH,sutra,2694,8,32,17,2,16,34,33,12,20,2,2,0,0
SN,AH,sutra,2695,8,31,17,2,16,35,33,13,19,2,2,0,0
SN,AH,sutra,2696,8,29,17,2,17,34,34,13,18,2,2,0,0
SN,AH,sutra,2697,8,28,17,2,17,35,34,13,18,2,2,0,0
SN,AH,sutra,2698,8,27,18,2,17,34,34,12,20,2,2,0,0
SN,AH,sutra,2699,8,27,18,3,16,35,33,11,23,2,2,0,0
SN,AH,sutra,2700,9,25,17,3,17,33,33,11,22,2,1,0,0
SN,AH,sutra,2701,11,28,17,3,16,30,32,12,23,2,1,0,0
SN,AH,sutra,2702,11,29,17,3,16,33,30,12,21,2,1,0,0
SN,AH,sutra,2703,11,30,17,3,15,35,31,12,22,2,2,0,0
SN,AH,sutra,2704,10,30,15,2,16,36,31,11,23,2,2,0,0
SN,AH,sutra,2705,12,30,16,2,16,34,31,11,22,2,2,0,0
SN,AH,sutra,2706,11,27,15,2,17,33,31,12,24,2,2,0,0
SN,AH,sutra,2707,13,27,17,2,16,33,29,13,24,2,2,0,0
SN,AH,sutra,2708,13,24,17,2,17,32,30,12,25,2,2,0,0
SN,AH,sutra,2709,14,26,19,2,17,30,29,12,26,1,2,0,0
SN,AH,sutra,2710,13,24,18,2,17,29,29,13,27,2,2,0,0
SN,AH,sutra,2711,14,24,18,2,17,30,28,12,27,2,2,0,0
SN,AH,sutra,2712,14,25,17,2,17,30,29,12,26,2,2,0,0
SN,AH,sutra,2713,13,25,17,2,17,32,29,11,26,2,2,0,0
SN,AH,sutra,2714,11,20,15,1,17,29,26,10,25,2,1,0,1
SN,AH,sutra,2715,13,21,16,1,16,29,25,9,26,2,2,0,1
SN,AH,sutra,2716,14,22,16,1,16,26,25,9,27,2,2,0,1
SN,AH,sutra,2717,14,22,16,1,17,25,25,10,27,1,2,0,1
SN,AH,sutra,2718,14,22,15,1,17,27,27,10,24,1,2,0,1
SN,AH,sutra,2719,14,24,16,2,16,27,26,11,23,1,2,0,1
SN,AH,sutra,2720,14,24,16,2,16,26,26,12,23,1,2,0,1
SN,AH,sutra,2721,13,26,15,2,16,26,26,12,23,1,2,0,1
SN,AH,sutra,2722,13,27,14,2,16,27,26,11,23,1,2,0,1
SN,AH,sutra,2723,13,29,14,2,16,27,26,11,21,1,2,0,1
SN,AH,sutra,2724,13,28,13,1,17,27,27,12,19,1,2,0,1
SN,AH,sutra,2725,12,30,13,1,17,27,28,11,18,1,2,0,1
SN,AH,sutra,2726,10,28,13,1,18,29,29,10,17,1,2,0,1
SN,AH,sutra,2727,10,30,16,1,17,26,28,10,19,1,2,0,1
SN,AH,sutra,2728,10,30,17,1,18,23,27,9,18,1,1,0,1
SN,AH,sutra,2729,11,30,17,1,17,22,28,9,17,2,1,0,1
SN,AH,sutra,2730,9,31,16,1,17,23,26,9,20,2,1,0,1
SN,AH,sutra,2731,10,32,20,1,16,25,24,8,18,2,1,0,1
SN,AH,sutra,2732,9,31,18,1,17,25,25,8,18,2,1,0,1
SN,AH,sutra,2733,9,33,20,1,17,28,26,9,17,2,1,0,1
SN,AH,sutra,2734,8,32,18,1,18,29,27,8,17,2,1,0,1
SN,AH,sutra,2735,8,33,21,2,18,28,27,8,16,1,1,0,1
SN,AH,sutra,2736,7,33,21,2,18,29,28,8,15,1,1,0,1
SN,AH,sutra,2737,7,34,22,2,17,29,26,8,18,1,1,0,1
SN,AH,sutra,2738,7,35,21,2,17,28,25,9,19,1,1,0,1
SN,AH,sutra,2739,7,37,22,2,17,29,26,10,23,1,2,0,0
SN,AH,sutra,2740,5,36,21,2,17,29,27,10,23,1,2,0,0
SN,AH,sutra,2741,4,35,22,2,17,31,27,10,22,1,2,0,0
SN,AH,sutra,2742,4,37,22,2,17,30,28,9,21,1,2,0,0
SN,AH,sutra,2743,4,37,22,2,17,30,26,9,23,1,2,0,0
SN,AH,sutra,2744,4,36,20,1,18,31,27,8,23,1,2,0,0
SN,AH,sutra,2745,3,37,20,1,18,32,26,6,25,1,2,0,0
SN,AH,sutra,2746,3,36,20,1,18,33,26,6,25,1,2,0,0
SN,AH,sutra,2747,4,37,21,1,17,34,25,6,25,1,2,0,0
SN,AH,sutra,2748,4,35,20,1,17,35,25,7,26,1,2,0,0
SN,AH,sutra,2749,4,37,20,1,17,34,25,6,26,1,2,0,0
SN,AH,sutra,2750,5,36,21,1,17,33,24,7,26,1,2,0,0
SN,AH,sutra,2751,6,35,22,1,17,31,23,8,27,1,2,0,0
SN,AH,sutra,2752,6,34,19,1,18,32,24,8,26,1,2,0,0
SN,AH,sutra,2753,6,33,17,1,18,33,24,9,27,1,2,0,0
SN,AH,sutra,2754,5,32,17,1,19,36,24,9,26,0,2,0,0
SN,AH,sutra,2755,5,34,20,1,18,36,24,9,24,0,2,0,0
SN,AH,sutra,2756,4,35,16,1,19,36,25,9,24,0,2,0,0
SN,AH,sutra,2757,3,37,18,1,18,37,24,8,25,0,2,0,0
SN,AH,sutra,2758,3,34,15,1,18,36,23,8,25,0,2,0,0
SN,AH,sutra,2759,4,35,17,1,17,37,22,9,25,0,3,0,0
SN,AH,sutra,2760,4,36,14,0,18,38,22,8,25,0,3,0,0
SN,AH,sutra,2761,5,37,15,0,17,38,21,8,26,0,3,0,0
SN,AH,sutra,2762,5,36,15,0,18,37,22,8,24,0,3,0,0
SN,AH,sutra,2763,5,37,15,0,17,37,22,7,24,1,3,0,0
SN,AH,sutra,2764,5,36,14,0,18,38,23,6,20,1,2,0,0
SN,AH,sutra,2765,5,37,16,1,18,40,22,6,20,1,2,0,0
SN,AH,sutra,2766,6,38,15,1,18,39,21,7,20,1,2,0,0
SN,AH,sutra,2767,6,37,15,1,18,39,20,7,22,1,2,0,0
SN,AH,sutra,2768,7,36,16,1,18,39,21,7,20,1,2,0,0
SN,AH,sutra,2769,7,34,16,1,18,40,21,8,20,1,2,0,0
SN,AH,sutra,2770,7,35,16,1,18,40,21,8,19,1,2,0,0
SN,AH,sutra,2771,7,36,18,1,17,41,21,8,18,1,2,0,0
SN,AH,sutra,2772,6,36,17,1,18,40,22,8,17,1,2,0,0
SN,AH,sutra,2773,6,37,18,1,18,39,22,7,17,1,2,0,0
SN,AH,sutra,2774,6,36,19,1,18,39,22,7,17,1,2,0,0
SN,AH,sutra,2775,7,37,18,1,17,41,21,6,19,1,2,0,0
SN,AH,sutra,2776,6,38,18,1,17,43,21,5,18,1,2,0,0
SN,AH,sutra,2777,6,37,18,1,17,44,21,5,18,1,2,0,0
SN,AH,sutra,2778,6,39,18,1,17,44,21,4,17,1,2,0,0
SN,AH,sutra,2779,6,40,18,1,17,43,21,4,17,1,2,0,0
SN,AH,sutra,2780,6,37,16,2,18,43,22,4,17,1,2,0,0
SN,AH,sutra,2781,6,39,17,2,18,45,24,4,18,1,2,0,0
SN,AH,sutra,2782,6,39,14,2,19,45,25,4,17,1,2,0,0
SN,AH,sutra,2783,6,41,15,2,19,48,26,4,18,1,2,0,0
SN,AH,sutra,2784,5,41,14,2,20,46,27,3,17,1,1,0,0
SN,AH,sutra,2785,5,40,14,2,20,45,27,3,19,1,1,0,0
SN,AH,sutra,2786,4,38,14,2,21,43,27,4,20,1,1,0,0
SN,AH,sutra,2787,5,37,13,2,21,43,27,5,20,1,1,0,0
SN,AH,sutra,2788,6,36,13,2,21,43,27,5,20,1,1,0,0
SN,AH,sutra,2789,8,37,15,2,20,41,25,6,21,1,1,0,0
SN,AH,sutra,2790,8,36,13,1,21,39,26,6,21,1,0,0,0
SN,AH,sutra,2791,7,36,13,1,21,39,27,5,22,1,0,0,0
SN,AH,sutra,2792,8,35,14,1,21,39,28,5,20,1,0,0,0
SN,AH,sutra,2793,7,36,13,1,21,40,28,5,20,1,0,0,0
SN,AH,sutra,2794,7,37,13,1,21,41,28,4,19,1,0,0,0
SN,AH,sutra,2795,7,37,16,2,20,42,27,4,18,1,0,0,0
SN,AH,sutra,2796,8,37,14,2,21,40,27,4,18,1,0,0,0
SN,AH,sutra,2797,9,37,14,2,21,39,27,4,18,1,0,0,0
SN,AH,sutra,2798,9,36,13,2,21,38,26,4,17,1,0,0,0
SN,AH,sutra,2799,9,37,14,2,21,37,26,4,16,1,0,0,0
SN,AH,sutra,2800,7,35,14,2,22,36,27,4,17,1,0,0,0
SN,AH,sutra,2801,7,34,14,2,22,36,27,5,17,1,0,0,0
SN,AH,sutra,2802,7,34,15,2,22,35,28,5,16,1,0,0,0
SN,AH,sutra,2803,7,32,17,2,21,35,28,6,18,1,0,0,0
SN,AH,sutra,2804,7,31,18,2,21,33,29,6,19,1,0,0,0
SN,AH,sutra,2805,7,31,18,1,21,34,29,6,19,1,0,0,0
SN,AH,sutra,2806,7,28,18,1,21,31,27,6,19,1,0,0,0
SN,AH,sutra,2807,8,28,21,1,20,30,26,6,20,1,0,0,0
SN,AH,sutra,2808,8,26,21,1,20,27,25,5,19,1,0,0,0
SN,AH,sutra,2809,8,25,21,1,20,26,24,5,22,1,0,0,0
SN,AH,sutra,2810,8,25,22,1,20,25,24,5,22,1,0,0,0
SN,AH,sutra,2811,8,26,21,1,20,25,24,4,23,1,0,0,0
SN,AH,sutra,2812,7,26,21,1,20,28,24,3,22,1,0,0,0
SN,AH,sutra,2813,6,26,22,1,21,28,24,3,22,0,0,0,0
SN,AH,sutra,2814,4,26,21,1,22,28,25,2,22,0,0,0,0
SN,AH,sutra,2815,5,27,21,1,22,27,24,2,22,0,0,0,0
SN,AH,sutra,2816,6,26,22,1,22,26,25,2,21,0,0,0,0
SN,AH,sutra,2817,5,26,21,1,22,27,23,2,24,0,0,0,0
SN,AH,sutra,2818,5,25,21,1,22,24,25,2,26,0,0,0,0
SN,AH,sutra,2819,6,26,23,1,21,23,25,3,27,0,0,0,0
SN,AH,sutra,2820,7,26,20,0,22,22,26,3,29,0,0,0,0
SN,AH,sutra,2821,6,26,20,0,22,23,26,3,31,0,0,0,0
SN,AH,sutra,2822,6,26,20,0,22,24,27,3,31,0,0,0,0
SN,AH,sutra,2823,8,29,22,0,22,29,30,4,33,0,0,0,0
SN,AH,sutra,2824,9,29,20,0,21,29,31,4,35,1,0,0,0
SN,AH,sutra,2825,9,31,20,0,21,29,31,4,33,1,0,0,0
SN,AH,sutra,2826,9,32,19,0,21,29,31,4,33,1,0,0,0
SN,AH,sutra,2827,10,33,18,0,21,29,30,4,35,1,0,0,0
SN,AH,sutra,2828,11,34,16,0,21,28,30,3,36,2,0,0,0
SN,AH,sutra,2829,11,33,15,0,21,31,29,3,36,2,0,0,0
SN,AH,sutra,2830,11,33,14,0,21,31,29,4,36,2,0,0,0
SN,AH,sutra,2831,11,32,13,0,21,30,31,4,37,2,0,0,0
SN,AH,sutra,2832,10,31,10,0,22,31,32,5,36,2,0,0,0
SN,AH,sutra,2833,10,32,12,0,21,30,32,6,38,2,1,0,0
SN,AH,sutra,2834,10,31,11,0,21,32,33,7,36,2,1,0,0
SN,AH,sutra,2835,10,31,11,0,20,33,33,8,34,3,1,0,0
SN,AH,sutra,2836,10,30,11,0,20,34,34,9,32,3,1,0,0
SN,AH,sutra,2837,10,32,11,0,19,33,35,10,34,3,2,0,0
SN,AH,sutra,2838,10,33,10,0,19,33,35,10,34,3,2,0,0
SN,AH,sutra,2839,11,34,10,0,18,33,34,10,36,3,2,0,0
SN,AH,sutra,2840,10,33,11,0,18,33,35,11,35,3,2,0,0
SN,AH,sutra,2841,9,37,13,0,17,33,32,11,36,3,2,0,0
SN,AH,sutra,2842,9,37,13,0,17,34,33,12,33,3,2,0,0
SN,AH,sutra,2843,9,39,15,0,16,36,30,13,32,3,2,0,0
SN,AH,sutra,2844,8,37,14,0,17,35,30,12,33,3,2,0,0
SN,AH,sutra,2845,7,36,15,0,17,35,30,13,31,3,2,0,0
SN,AH,sutra,2846,7,33,16,0,17,36,30,14,29,3,2,0,0
SN,AH,sutra,2847,7,31,17,0,17,35,29,15,29,3,2,0,0
SN,AH,sutra,2848,5,30,16,0,17,30,27,14,28,3,2,0,0
SN,AH,sutra,2849,4,30,18,0,17,32,26,14,27,2,2,0,0
SN,AH,sutra,2850,4,29,18,0,17,34,26,14,26,2,2,0,0
SN,AH,sutra,2851,4,30,19,0,17,33,26,13,26,2,2,0,0
SN,AH,sutra,2852,3,29,19,0,17,34,26,14,24,2,2,0,0
SN,AH,sutra,2853,2,31,22,0,17,36,25,15,21,1,3,0,0
SN,AH,sutra,2854,2,32,23,0,16,35,24,15,21,2,3,0,0
SN,AH,sutra,2855,3,35,26,0,15,33,23,15,20,2,3,0,0
SN,AH,sutra,2856,3,37,26,0,15,34,22,15,18,2,3,0,0
SN,AH,sutra,2857,3,36,28,0,15,32,23,14,19,2,3,0,0
SN,AH,sutra,2858,3,35,25,0,15,32,24,14,17,3,2,0,0
SN,AH,sutra,2859,3,38,25,0,15,31,24,13,16,3,2,0,0
SN,AH,sutra,2860,3,39,24,0,16,31,23,12,18,2,2,0,0
SN,AH,sutra,2861,3,41,24,0,16,32,22,11,17,2,2,0,0
SN,AH,sutra,2862,3,39,24,0,17,31,21,11,16,2,1,0,0
SN,AH,sutra,2863,3,37,24,0,17,30,22,12,17,2,1,0,0
SN,AH,sutra,2864,2,35,23,0,18,31,24,12,15,2,1,0,0
SN,AH,sutra,2865,2,34,23,0,18,31,24,12,16,2,1,0,0
SN,AH,sutra,2866,2,30,21,0,19,33,25,13,15,2,1,0,0
SN,AH,sutra,2867,2,31,23,0,18,32,24,13,17,2,1,0,0
SN,AH,sutra,2868,2,29,22,0,19,31,25,12,18,2,1,0,0
SN,AH,sutra,2869,3,29,21,0,19,32,25,13,16,2,1,0,0
SN,AH,sutra,2870,3,29,20,0,19,33,25,12,17,2,1,0,0
