Text_Type,Book,Chapter,Window,GLG,GLL,LGG,L,LG,LLG,GGL,GGG,LLL,G,LGL,LL,GG,GL
SN,AH,kalpa,379,62,21,50,2,6,35,42,55,3,35,65,0,0,0
SN,AH,kalpa,380,61,23,49,2,6,34,41,57,3,35,65,0,0,0
SN,AH,kalpa,381,61,23,49,2,6,34,42,57,3,35,64,0,0,0
SN,AH,kalpa,382,63,23,49,2,6,34,45,56,3,34,63,0,0,0
SN,AH,kalpa,383,63,23,50,2,6,34,45,57,3,34,61,0,0,0
SN,AH,kalpa,384,64,23,52,2,6,36,45,60,3,34,61,0,0,0
SN,AH,kalpa,385,65,22,53,2,6,36,44,61,3,34,60,0,0,0
SN,AH,kalpa,386,65,22,52,2,7,37,47,62,3,33,61,0,0,0
SN,AH,kalpa,387,67,22,52,2,7,35,47,62,3,33,61,0,0,0
SN,AH,kalpa,388,63,22,52,2,7,34,45,61,3,33,61,0,0,0
SN,AH,kalpa,389,61,22,52,2,7,35,44,63,3,33,61,0,0,0
SN,AH,kalpa,390,61,22,53,2,7,36,45,63,3,32,61,0,0,0
SN,AH,kalpa,391,62,22,51,2,7,35,46,63,3,32,62,0,0,0
SN,AH,kalpa,392,59,19,47,2,7,34,43,62,4,32,60,0,0,0
SN,AH,kalpa,393,60,18,46,2,7,34,42,64,4,32,60,0,0,0
SN,AH,kalpa,394,62,20,47,2,6,33,40,67,4,33,62,0,0,0
SN,AH,kalpa,395,60,21,47,3,6,33,41,69,4,32,60,0,0,0
SN,AH,kalpa,396,61,20,48,4,6,34,41,73,5,31,60,0,0,0
SN,AH,kalpa,397,59,20,48,4,6,35,41,75,5,30,59,0,0,0
SN,AH,kalpa,398,59,19,46,4,6,34,43,75,4,30,60,0,0,0
SN,AH,kalpa,399,58,19,48,3,6,34,45,74,4,31,58,0,0,0
SN,AH,kalpa,400,61,16,47,3,6,32,46,75,6,32,59,0,0,0
SN,AH,kalpa,401,61,16,49,4,6,30,48,74,6,31,58,0,0,0
SN,AH,kalpa,402,61,17,50,4,6,29,47,75,6,31,57,0,0,0
SN,AH,kalpa,403,61,18,51,4,6,28,47,75,6,31,56,0,0,0
SN,AH,kalpa,404,62,17,53,4,6,28,49,75,6,30,55,0,0,0
SN,AH,kalpa,405,61,17,53,4,6,27,49,75,6,30,57,0,0,0
SN,AH,kalpa,406,62,18,52,4,5,25,47,76,5,30,58,0,0,0
SN,AH,kalpa,407,62,17,53,4,5,25,48,77,5,30,56,0,0,0
SN,AH,kalpa,408,61,15,55,5,5,26,51,81,5,30,54,0,0,0
SN,AH,kalpa,409,62,14,55,5,5,26,50,82,5,30,54,0,0,0
SN,AH,kalpa,410,64,13,55,5,5,25,48,83,5,30,55,0,0,0
SN,AH,kalpa,411,65,14,55,5,5,25,48,80,5,30,56,0,0,0
SN,AH,kalpa,412,65,14,54,5,5,24,47,79,5,31,57,0,0,0
SN,AH,kalpa,413,64,14,53,5,5,23,48,81,5,31,57,0,0,0
SN,AH,kalpa,414,63,14,53,5,5,23,49,81,4,31,58,0,0,0
SN,AH,kalpa,415,64,13,51,5,5,24,49,83,4,31,57,0,0,0
SN,AH,kalpa,416,61,12,50,5,5,24,46,83,4,31,57,0,0,0
SN,AH,kalpa,417,60,12,49,5,5,25,47,83,4,31,57,0,0,0
SN,AH,kalpa,418,61,12,48,5,5,25,47,83,4,31,57,0,0,0
SN,AH,kalpa,419,61,12,47,5,5,25,47,84,4,31,57,0,0,0
SN,AH,kalpa,420,60,12,48,5,4,27,48,85,4,32,56,0,0,0
SN,AH,kalpa,421,62,12,48,5,4,26,48,84,4,32,56,0,0,0
SN,AH,kalpa,422,65,12,49,5,4,24,45,84,5,32,56,0,0,0
SN,AH,kalpa,423,66,12,50,5,4,23,46,83,5,32,55,0,0,0
SN,AH,kalpa,424,67,12,48,5,4,22,46,84,5,32,56,0,0,0
SN,AH,kalpa,425,67,12,46,5,4,22,47,85,5,32,56,0,0,0
SN,AH,kalpa,426,70,13,46,5,5,21,47,87,5,31,56,0,0,0
SN,AH,kalpa,427,70,13,45,5,5,21,47,88,5,31,56,0,0,0
SN,AH,kalpa,428,71,14,48,5,4,21,50,87,5,31,55,0,0,0
SN,AH,kalpa,429,70,15,49,5,4,20,49,88,5,31,55,0,0,0
SN,AH,kalpa,430,71,13,49,5,4,20,50,88,5,31,55,0,0,0
SN,AH,kalpa,431,70,13,48,5,4,21,49,89,5,31,56,0,0,0
SN,AH,kalpa,432,67,13,48,6,4,22,46,90,5,31,57,0,0,0
SN,AH,kalpa,433,68,12,48,6,4,23,46,89,5,31,57,0,0,0
SN,AH,kalpa,434,70,12,48,6,4,22,47,87,5,31,57,0,0,0
SN,AH,kalpa,435,70,12,47,6,4,22,47,88,5,31,57,0,0,0
SN,AH,kalpa,436,73,12,49,6,3,21,45,86,5,31,55,0,0,0
SN,AH,kalpa,437,70,13,49,6,3,23,45,86,5,31,55,0,0,0
SN,AH,kalpa,438,71,13,51,6,3,23,46,86,5,30,54,0,0,0
SN,AH,kalpa,439,71,15,50,6,3,22,46,86,5,30,54,0,0,0
SN,AH,kalpa,440,70,15,48,6,3,22,47,84,5,31,55,0,0,0
SN,AH,kalpa,441,71,15,48,6,3,22,46,85,5,31,54,0,0,0
SN,AH,kalpa,442,70,15,48,6,3,21,45,85,4,32,55,0,0,0
SN,AH,kalpa,443,69,16,48,6,3,21,45,85,4,32,55,0,0,0
SN,AH,kalpa,444,65,14,46,6,3,21,45,83,4,32,53,0,0,0
SN,AH,kalpa,445,65,13,46,5,3,21,46,82,4,33,54,0,0,0
SN,AH,kalpa,446,64,14,45,4,3,19,47,77,3,34,55,0,0,0
SN,AH,kalpa,447,65,15,46,4,3,18,45,76,3,35,56,0,0,0
SN,AH,kalpa,448,68,15,47,4,3,19,43,75,4,35,55,0,0,0
SN,AH,kalpa,449,68,15,45,4,3,20,41,77,4,35,56,0,0,0
SN,AH,kalpa,450,66,16,48,4,3,21,40,76,2,34,55,0,0,0
SN,AH,kalpa,451,67,16,46,3,3,21,39,77,2,35,56,0,0,0
SN,AH,kalpa,452,70,16,45,3,3,22,41,79,2,35,57,0,0,0
SN,AH,kalpa,453,71,15,43,3,3,23,41,80,2,35,57,0,0,0
SN,AH,kalpa,454,72,15,42,3,3,22,41,80,2,35,58,0,0,0
SN,AH,kalpa,455,72,15,43,3,3,23,41,80,2,35,56,0,0,0
SN,AH,kalpa,456,72,15,46,3,3,23,41,78,2,35,55,0,0,0
SN,AH,kalpa,457,72,15,46,3,3,23,40,79,2,35,55,0,0,0
SN,AH,kalpa,458,73,15,45,2,4,23,38,78,2,35,55,0,0,0
SN,AH,kalpa,459,73,15,44,2,4,24,37,78,2,35,56,0,0,0
SN,AH,kalpa,460,71,16,42,3,4,24,36,79,2,35,56,0,0,0
SN,AH,kalpa,461,69,15,43,3,4,25,38,79,2,35,55,0,0,0
SN,AH,kalpa,462,69,15,46,3,4,26,39,78,2,34,54,0,0,0
SN,AH,kalpa,463,69,15,46,3,4,27,39,77,2,34,54,0,0,0
SN,AH,kalpa,464,68,17,44,3,4,28,38,75,2,35,54,0,0,0
SN,AH,kalpa,465,68,17,45,3,4,27,39,74,2,35,54,0,0,0
SN,AH,kalpa,466,68,19,44,3,5,27,40,78,2,34,53,0,0,0
SN,AH,kalpa,467,70,20,44,2,5,26,40,77,2,35,52,0,0,0
SN,AH,kalpa,468,69,20,44,2,6,27,42,81,2,34,51,0,0,0
SN,AH,kalpa,469,70,20,44,2,6,26,44,80,2,34,50,0,0,0
SN,AH,kalpa,470,70,20,44,2,6,25,43,78,2,33,49,0,0,0
SN,AH,kalpa,471,68,21,43,2,6,25,43,78,2,33,51,0,0,0
SN,AH,kalpa,472,68,21,43,2,5,27,45,77,1,34,52,0,0,0
SN,AH,kalpa,473,70,21,43,2,5,27,44,76,1,34,52,0,0,0
SN,AH,kalpa,474,72,22,46,2,5,27,44,75,1,33,50,0,0,0
SN,AH,kalpa,475,71,22,47,2,5,28,43,75,1,33,50,0,0,0
SN,AH,kalpa,476,71,21,47,2,4,28,43,73,2,33,50,0,0,0
SN,AH,kalpa,477,69,22,47,2,4,29,42,74,2,33,50,0,0,0
SN,AH,kalpa,478,66,21,44,2,4,28,38,75,2,34,50,0,0,0
SN,AH,kalpa,479,67,21,43,2,4,28,37,76,2,34,50,0,0,0
SN,AH,kalpa,480,66,21,41,3,3,28,37,74,2,34,50,0,0,0
SN,AH,kalpa,481,66,21,42,3,3,27,37,75,2,34,49,0,0,0
SN,AH,kalpa,482,66,21,43,2,4,28,37,77,3,34,49,0,0,0
SN,AH,kalpa,483,66,21,42,3,4,27,36,80,3,33,49,0,0,0
SN,AH,kalpa,484,65,22,41,3,4,26,34,80,3,32,48,0,0,0
SN,AH,kalpa,485,64,22,41,3,4,26,36,79,3,32,48,0,0,0
SN,AH,kalpa,486,62,23,39,3,4,26,35,79,3,33,49,0,0,0
SN,AH,kalpa,487,64,22,40,3,4,24,35,79,3,33,49,0,0,0
SN,AH,kalpa,488,62,22,37,4,4,25,35,79,3,33,50,0,0,0
SN,AH,kalpa,489,64,20,38,5,4,25,35,78,3,32,50,0,0,0
SN,AH,kalpa,490,66,20,39,5,4,25,36,82,3,32,50,0,0,0
SN,AH,kalpa,491,64,20,39,5,4,26,35,84,3,32,50,0,0,0
SN,AH,kalpa,492,64,20,40,5,4,28,36,87,3,32,51,0,0,0
SN,AH,kalpa,493,64,19,40,6,4,28,37,87,3,31,51,0,0,0
SN,AH,kalpa,494,65,20,40,6,4,29,37,87,3,30,51,0,0,0
SN,AH,kalpa,495,67,20,40,6,4,29,35,87,3,30,51,0,0,0
SN,AH,kalpa,496,68,19,40,6,4,29,34,89,3,30,50,0,0,0
SN,AH,kalpa,497,69,19,39,6,4,29,35,88,3,30,50,0,0,0
SN,AH,kalpa,498,66,19,38,6,4,28,35,89,2,31,52,0,0,0
SN,AH,kalpa,499,66,20,38,6,4,27,35,89,2,31,52,0,0,0
SN,AH,kalpa,500,68,19,34,6,5,26,36,93,2,31,53,0,0,0
SN,AH,kalpa,501,68,20,35,7,5,26,35,92,2,30,53,0,0,0
SN,AH,kalpa,502,66,20,37,7,5,25,34,90,2,29,52,0,0,0
SN,AH,kalpa,503,65,20,39,7,5,25,34,89,2,29,52,0,0,0
SN,AH,kalpa,504,63,21,40,7,6,28,32,90,2,29,52,0,0,0
SN,AH,kalpa,505,63,23,39,7,6,28,33,88,2,29,52,0,0,0
SN,AH,kalpa,506,63,22,38,7,6,29,33,88,3,29,52,0,0,0
SN,AH,kalpa,507,63,22,37,7,6,29,34,88,3,29,52,0,0,0
SN,AH,kalpa,508,61,22,35,7,5,29,35,86,3,30,52,0,0,0
SN,AH,kalpa,509,60,23,36,7,5,28,37,85,3,30,51,0,0,0
SN,AH,kalpa,510,60,22,36,6,5,28,38,85,3,31,51,0,0,0
SN,AH,kalpa,511,60,22,37,6,5,27,37,85,3,31,52,0,0,0
SN,AH,kalpa,512,62,23,34,6,6,30,36,84,3,31,53,0,0,0
SN,AH,kalpa,513,62,23,34,6,6,29,35,84,3,31,55,0,0,0
SN,AH,kalpa,514,63,22,37,6,6,30,34,85,3,30,54,0,0,0
SN,AH,kalpa,515,64,22,37,6,6,30,34,84,3,30,54,0,0,0
SN,AH,kalpa,516,66,20,39,6,6,29,35,82,3,30,54,0,0,0
SN,AH,kalpa,517,64,19,39,6,6,31,37,82,3,30,53,0,0,0
SN,AH,kalpa,518,64,20,41,6,5,30,37,77,3,30,54,0,0,0
SN,AH,kalpa,519,64,20,41,6,5,31,36,77,3,30,54,0,0,0
SN,AH,kalpa,520,65,20,39,6,6,32,37,77,3,30,55,0,0,0
SN,AH,kalpa,521,65,19,39,6,6,32,37,76,3,30,52,0,0,0
SN,AH,kalpa,522,63,20,38,6,6,31,35,74,3,30,51,0,0,0
SN,AH,kalpa,523,61,20,37,6,6,31,36,76,3,30,51,0,0,0
SN,AH,kalpa,524,59,19,35,6,6,31,36,77,3,31,52,0,0,0
SN,AH,kalpa,525,60,19,35,6,6,31,36,75,3,31,53,0,0,0
SN,AH,kalpa,526,58,20,35,6,6,32,38,74,2,31,53,0,0,0
SN,AH,kalpa,527,59,19,35,6,6,32,38,72,2,31,55,0,0,0
SN,AH,kalpa,528,63,20,36,6,6,35,39,71,3,30,56,0,0,0
SN,AH,kalpa,529,63,19,37,6,6,35,39,71,3,30,56,0,0,0
SN,AH,kalpa,530,64,19,39,5,6,34,38,73,3,30,56,0,0,0
SN,AH,kalpa,531,64,19,38,5,6,34,39,72,3,30,57,0,0,0
SN,AH,kalpa,532,68,21,36,5,6,33,41,74,2,30,59,0,0,0
SN,AH,kalpa,533,68,21,36,4,6,33,42,73,2,31,59,0,0,0
SN,AH,kalpa,534,67,20,38,4,6,33,43,72,2,31,59,0,0,0
SN,AH,kalpa,535,67,22,38,4,6,33,41,71,2,31,60,0,0,0
SN,AH,kalpa,536,68,21,39,4,6,33,42,73,2,30,59,0,0,0
SN,AH,kalpa,537,68,21,38,4,6,33,43,73,2,30,59,0,0,0
SN,AH,kalpa,538,69,21,39,3,7,34,41,77,2,30,59,0,0,0
SN,AH,kalpa,539,67,21,38,2,7,34,42,78,2,31,60,0,0,0
SN,AH,kalpa,540,68,21,38,2,7,33,41,76,2,30,58,0,0,0
SN,AH,kalpa,541,69,21,38,2,7,32,44,73,2,30,58,0,0,0
SN,AH,kalpa,542,68,21,37,2,8,32,46,69,2,29,59,0,0,0
SN,AH,kalpa,543,68,21,37,1,8,32,46,69,2,30,59,0,0,0
SN,AH,kalpa,544,67,20,37,1,8,32,46,68,2,31,59,0,0,0
SN,AH,kalpa,545,66,20,37,1,8,31,49,68,2,31,58,0,0,0
SN,AH,kalpa,546,64,21,38,1,8,32,49,67,2,31,58,0,0,0
SN,AH,kalpa,547,64,20,38,1,8,32,48,69,2,31,58,0,0,0
SN,AH,kalpa,548,64,19,39,1,9,32,51,70,3,30,58,0,0,0
SN,AH,kalpa,549,64,18,40,1,9,33,52,68,3,30,58,0,0,0
SN,AH,kalpa,550,61,18,40,1,8,33,54,65,3,31,57,0,0,0
SN,AH,kalpa,551,59,18,40,0,8,33,56,65,3,32,57,0,0,0
SN,AH,kalpa,552,58,19,41,0,8,33,56,64,3,32,57,0,0,0
SN,AH,kalpa,553,58,19,39,0,8,33,56,65,3,32,58,0,0,0
SN,AH,kalpa,554,59,19,38,0,7,32,58,63,3,32,57,0,0,0
SN,AH,kalpa,555,60,17,39,0,7,32,57,64,3,32,57,0,0,0
SN,AH,kalpa,556,61,17,38,0,7,31,60,66,2,33,59,0,0,0
SN,AH,kalpa,557,61,17,39,0,7,31,59,66,2,33,59,0,0,0
SN,AH,kalpa,558,61,17,40,0,7,31,59,66,2,33,58,0,0,0
SN,AH,kalpa,559,61,16,39,0,7,31,59,67,2,33,59,0,0,0
SN,AH,kalpa,560,61,16,39,0,7,32,59,65,2,33,60,0,0,0
SN,AH,kalpa,561,63,16,38,0,7,32,58,66,2,33,59,0,0,0
SN,AH,kalpa,562,61,15,38,0,6,29,58,67,2,34,59,0,0,0
SN,AH,kalpa,563,62,15,38,0,6,29,59,66,2,34,58,0,0,0
SN,AH,kalpa,564,62,14,36,1,6,27,60,67,2,34,58,0,0,0
SN,AH,kalpa,565,60,14,36,1,6,28,60,68,2,34,58,0,0,0
SN,AH,kalpa,566,59,15,36,1,5,29,59,71,2,35,58,0,0,0
SN,AH,kalpa,567,61,15,37,1,5,27,56,72,2,35,59,0,0,0
SN,AH,kalpa,568,64,14,36,1,5,27,56,72,2,35,58,0,0,0
SN,AH,kalpa,569,63,14,36,1,5,26,55,71,2,35,57,0,0,0
SN,AH,kalpa,570,61,15,39,1,5,27,54,75,2,35,57,0,0,0
SN,AH,kalpa,571,61,16,41,1,5,27,55,75,2,35,58,0,0,0
SN,AH,kalpa,572,60,15,43,1,6,28,56,78,2,34,58,0,0,0
SN,AH,kalpa,573,60,15,43,1,6,28,55,78,2,34,59,0,0,0
SN,AH,kalpa,574,63,16,43,1,7,28,56,79,2,33,58,0,0,0
SN,AH,kalpa,575,64,16,42,1,7,27,56,81,2,33,57,0,0,0
SN,AH,kalpa,576,65,16,42,1,7,27,56,80,2,33,57,0,0,0
SN,AH,kalpa,577,65,16,42,1,7,27,56,82,2,33,55,0,0,0
SN,AH,kalpa,578,61,15,42,1,7,25,55,84,1,33,54,0,0,0
SN,AH,kalpa,579,60,15,41,1,7,25,55,82,1,32,53,0,1,0
SN,AH,kalpa,580,58,15,39,1,7,25,56,84,1,33,52,0,1,0
