Text_Type,Book,Chapter,Window,GLL,LGG,GGG,LGL,G,GLG,LLG,GGL,L,GG,LL,LG,LLL,GL
SN,CS,shareera,747,54,114,131,73,8,101,46,113,6,9,1,2,47,4
SN,CS,shareera,748,53,117,137,73,8,105,50,114,6,9,1,2,44,4
SN,CS,shareera,749,53,115,136,72,8,104,49,112,6,10,1,2,44,3
SN,CS,shareera,750,50,102,125,61,8,93,49,100,5,11,1,2,40,3
SN,CS,shareera,751,50,102,127,63,8,92,49,101,5,11,1,2,41,3
SN,CS,shareera,752,48,98,119,50,9,75,50,96,5,11,1,2,38,2
SN,CS,shareera,753,49,102,122,52,10,75,50,99,5,11,1,2,38,2
SN,CS,shareera,754,50,99,125,53,10,73,48,98,5,11,1,2,36,2
SN,CS,shareera,755,52,98,123,54,10,75,48,94,6,11,1,2,37,2
SN,CS,shareera,756,56,94,126,57,10,77,48,93,6,11,1,2,39,2
SN,CS,shareera,757,58,93,131,57,10,79,49,93,6,11,1,2,39,2
SN,CS,shareera,758,61,97,134,57,10,83,49,96,6,11,1,1,42,2
SN,CS,shareera,759,61,100,137,58,9,85,51,98,6,12,1,1,48,2
SN,CS,shareera,760,62,104,135,58,9,84,51,99,6,12,1,1,48,2
SN,CS,shareera,761,62,105,137,61,9,84,53,105,6,11,1,1,50,2
SN,CS,shareera,762,62,104,137,60,9,82,52,105,6,11,1,1,51,2
SN,CS,shareera,763,62,102,133,61,9,85,54,105,6,11,1,1,49,2
SN,CS,shareera,764,63,98,137,59,8,83,53,103,6,11,1,1,50,2
SN,CS,shareera,765,71,106,148,62,8,90,62,114,5,11,1,2,54,2
SN,CS,shareera,766,70,108,146,61,8,90,62,114,5,12,1,2,54,1
SN,CS,shareera,767,66,104,145,59,7,87,63,113,6,12,1,2,54,1
SN,CS,shareera,768,68,108,155,60,7,97,65,114,6,12,1,2,54,1
SN,CS,shareera,769,69,107,147,58,7,95,64,112,6,11,1,3,51,1
SN,CS,shareera,770,69,107,146,59,7,94,65,114,6,10,1,3,50,1
SN,CS,shareera,771,71,112,153,61,8,101,69,118,6,10,0,3,53,1
SN,CS,shareera,772,82,135,173,68,8,114,80,132,6,10,1,3,68,1
SN,CS,shareera,773,82,135,175,70,8,113,80,132,6,10,1,3,68,1
SN,CS,shareera,774,81,134,174,69,8,113,82,133,6,10,1,3,68,1
SN,CS,shareera,775,80,132,170,69,8,111,79,136,6,10,1,3,66,1
SN,CS,shareera,776,79,131,173,68,8,106,79,135,6,10,2,3,64,1
SN,CS,shareera,777,83,133,175,71,7,109,80,138,6,11,2,3,69,1
SN,CS,shareera,778,85,134,174,72,7,111,82,138,6,11,2,3,69,1
SN,CS,shareera,779,84,130,163,72,7,106,82,135,5,12,2,3,67,1
SN,CS,shareera,780,81,132,162,71,8,109,80,136,5,12,2,3,64,1
SN,CS,shareera,781,82,135,168,71,8,111,81,136,5,11,2,3,67,1
SN,CS,shareera,782,84,137,170,72,8,111,82,133,6,11,2,3,70,1
SN,CS,shareera,783,103,154,189,81,8,130,87,158,6,10,3,3,78,1
SN,CS,shareera,784,103,157,192,84,8,129,85,158,6,9,3,4,77,1
SN,CS,shareera,785,103,159,199,87,8,132,88,161,5,9,3,4,77,1
SN,CS,shareera,786,103,159,204,89,8,136,86,159,5,9,3,4,78,1
SN,CS,shareera,787,110,160,205,90,7,139,90,159,5,9,4,4,77,1
SN,CS,shareera,788,110,160,204,94,7,140,90,162,5,8,4,4,78,1
SN,CS,shareera,789,110,154,203,93,7,143,89,160,5,8,4,3,76,1
SN,CS,shareera,790,111,156,204,92,6,143,92,156,5,8,4,3,77,1
SN,CS,shareera,791,108,154,203,94,6,144,90,155,5,8,4,4,78,1
SN,CS,shareera,792,107,157,198,99,6,148,94,157,5,8,4,4,79,1
SN,CS,shareera,793,108,158,196,100,5,150,95,160,5,8,4,4,82,1
SN,CS,shareera,794,108,158,196,101,5,149,94,159,5,8,4,5,82,0
SN,CS,shareera,795,111,165,208,113,6,156,97,165,5,8,4,5,89,0
SN,CS,shareera,796,112,167,207,113,6,159,99,164,5,8,4,5,91,0
SN,CS,shareera,797,113,169,210,118,6,167,101,166,5,9,4,5,94,0
SN,CS,shareera,798,115,166,205,122,6,164,100,165,5,9,4,5,95,0
SN,CS,shareera,799,115,167,207,124,6,164,101,166,5,8,4,5,95,0
SN,CS,shareera,800,114,167,207,124,6,166,99,168,5,7,4,5,96,0
SN,CS,shareera,801,116,172,220,127,6,171,104,170,5,7,4,5,97,0
SN,CS,shareera,802,119,175,223,127,5,178,104,169,6,7,4,5,95,0
SN,CS,shareera,803,125,177,230,131,4,191,109,176,6,7,4,5,103,1
SN,CS,shareera,804,130,181,237,131,4,197,110,180,6,7,4,5,105,1
SN,CS,shareera,805,127,182,238,130,4,197,113,181,5,7,4,5,104,1
SN,CS,shareera,806,123,185,236,127,4,195,112,181,5,7,4,5,102,1
SN,CS,shareera,807,123,189,238,130,4,197,119,187,5,7,4,5,105,1
SN,CS,shareera,808,127,188,247,136,4,199,122,188,5,7,4,5,104,2
SN,CS,shareera,809,130,202,253,146,4,211,132,198,5,6,4,5,106,2
SN,CS,shareera,810,131,202,261,151,4,218,135,202,5,6,4,6,112,2
SN,CS,shareera,811,130,203,259,149,5,223,132,196,5,6,4,6,111,2
SN,CS,shareera,812,131,203,259,148,5,222,132,193,6,5,4,6,110,2
SN,CS,shareera,813,133,207,265,152,4,227,133,198,6,5,4,6,111,3
SN,CS,shareera,814,132,209,262,152,4,226,133,199,6,6,4,6,110,3
SN,CS,shareera,815,123,199,248,148,4,218,123,184,6,6,4,5,106,3
SN,CS,shareera,816,125,196,250,149,4,222,123,183,6,5,4,5,106,4
SN,CS,shareera,817,127,198,255,154,5,225,122,187,5,5,4,5,110,4
SN,CS,shareera,818,125,192,246,153,6,215,120,185,4,5,4,5,111,4
SN,CS,shareera,819,131,196,249,155,6,220,123,190,4,5,4,4,116,4
SN,CS,shareera,820,131,202,252,156,7,222,124,188,4,5,4,4,118,4
SN,CS,shareera,821,127,198,245,153,6,214,121,179,4,6,4,4,116,4
SN,CS,shareera,822,115,174,223,145,6,201,110,165,4,6,3,5,101,4
SN,CS,shareera,823,117,178,226,145,6,203,111,166,5,6,3,5,105,4
SN,CS,shareera,824,117,179,228,147,7,204,109,166,5,6,3,5,106,4
SN,CS,shareera,825,116,178,228,148,8,205,109,162,5,6,3,5,106,4
SN,CS,shareera,826,116,179,225,148,9,205,110,162,5,6,2,5,105,4
SN,CS,shareera,827,113,178,222,145,9,203,109,158,5,5,2,5,100,4
SN,CS,shareera,828,112,178,227,146,9,207,108,158,6,5,2,5,101,4
SN,CS,shareera,829,110,180,232,150,9,214,111,161,6,4,3,5,103,4
SN,CS,shareera,830,110,178,231,149,8,212,110,158,6,5,3,5,103,4
SN,CS,shareera,831,111,175,222,149,8,211,109,158,6,5,3,5,99,4
SN,CS,shareera,832,108,176,224,149,8,210,108,158,5,5,4,5,96,4
SN,CS,shareera,833,89,158,207,137,8,190,103,130,5,6,3,5,87,4
SN,CS,shareera,834,90,157,203,134,8,194,103,131,6,6,3,4,86,4
SN,CS,shareera,835,92,158,198,133,9,195,101,129,6,6,3,4,87,4
SN,CS,shareera,836,89,156,193,130,9,190,99,126,6,6,3,5,86,4
SN,CS,shareera,837,83,152,188,126,10,184,94,128,6,6,2,5,84,4
SN,CS,shareera,838,83,149,186,121,10,180,94,122,6,6,2,5,82,4
SN,CS,shareera,839,83,150,186,121,10,176,93,121,6,6,2,6,81,4
SN,CS,shareera,840,82,152,187,121,10,176,90,123,6,7,2,6,79,4
SN,CS,shareera,841,85,158,191,123,10,176,95,128,6,7,2,5,79,4
SN,CS,shareera,842,83,154,190,117,10,174,92,125,6,6,2,5,78,4
SN,CS,shareera,843,82,152,189,116,10,173,90,122,6,6,2,6,74,4
SN,CS,shareera,844,83,155,188,116,10,174,90,124,6,6,2,5,76,4
SN,CS,shareera,845,80,148,177,103,9,168,87,117,6,7,2,5,68,4
SN,CS,shareera,846,80,143,176,103,9,165,86,119,6,7,2,5,65,4
SN,CS,shareera,847,83,144,175,97,9,164,84,118,6,6,2,5,63,4
SN,CS,shareera,848,83,146,177,94,10,164,81,119,6,6,2,5,62,4
SN,CS,shareera,849,83,146,175,93,11,164,81,121,6,6,2,5,63,4
SN,CS,shareera,850,83,150,173,94,11,163,82,122,6,6,2,5,65,4
SN,CS,shareera,851,82,145,158,90,11,159,79,122,6,6,2,6,63,4
SN,CS,shareera,852,77,141,153,90,12,154,79,121,5,6,2,6,63,4
SN,CS,shareera,853,70,136,142,84,13,139,73,109,5,6,2,6,54,3
SN,CS,shareera,854,64,135,135,87,14,137,74,111,4,6,2,6,53,3
SN,CS,shareera,855,64,135,136,87,14,135,72,110,4,6,2,7,55,3
SN,CS,shareera,856,66,133,138,89,14,141,72,108,4,6,2,8,55,3
SN,CS,shareera,857,62,128,131,85,15,137,65,102,4,6,2,8,53,3
SN,CS,shareera,858,56,126,121,80,15,134,61,96,4,6,2,9,51,2
SN,CS,shareera,859,54,110,114,70,15,122,48,85,4,6,2,9,45,2
SN,CS,shareera,860,52,109,105,66,15,115,45,80,4,6,2,8,39,2
SN,CS,shareera,861,52,107,106,66,14,113,47,80,4,7,2,8,38,2
SN,CS,shareera,862,51,107,107,67,14,113,47,81,3,7,2,8,40,2
SN,CS,shareera,863,49,103,102,63,15,107,43,75,3,7,2,8,39,1
SN,CS,shareera,864,50,101,101,64,15,111,45,76,3,6,2,8,39,1
SN,CS,shareera,865,51,101,102,67,15,112,45,76,3,6,2,8,40,1
SN,CS,shareera,866,48,102,100,67,16,107,45,77,3,6,2,8,43,0
SN,CS,shareera,867,46,100,96,62,15,105,45,74,3,6,2,9,40,0
SN,CS,shareera,868,48,103,100,66,14,109,47,80,3,6,2,9,42,0
SN,CS,shareera,869,40,97,98,63,14,106,47,75,3,6,2,9,38,0
SN,CS,shareera,870,40,92,96,62,13,106,47,76,3,6,2,9,36,0
SN,CS,shareera,871,41,93,93,63,13,105,48,78,3,6,2,9,37,0
SN,CS,shareera,872,42,95,93,62,14,107,48,80,3,6,2,8,39,0
SN,CS,shareera,873,40,90,89,60,15,106,46,80,2,6,2,8,35,0
SN,CS,shareera,874,41,92,90,61,14,109,47,81,2,6,2,8,37,0
SN,CS,shareera,875,42,94,93,62,14,109,50,82,2,6,2,8,38,0
SN,CS,shareera,876,41,93,95,62,14,109,49,87,2,6,2,8,38,0
SN,CS,shareera,877,42,93,96,61,14,107,50,88,2,7,2,8,39,0
SN,CS,shareera,878,40,92,92,57,14,102,49,88,1,7,2,9,38,0
SN,CS,shareera,879,39,90,87,52,14,96,46,84,1,8,1,9,36,0
SN,CS,shareera,880,47,91,89,58,14,108,49,90,2,7,1,9,41,0
SN,CS,shareera,881,49,99,96,62,14,113,53,98,2,7,1,9,47,0
SN,CS,shareera,882,51,97,95,63,14,119,55,100,2,7,0,9,47,0
SN,CS,shareera,883,52,96,93,64,14,121,55,104,2,7,0,9,48,0
SN,CS,shareera,884,51,94,95,66,14,118,55,103,1,7,0,9,48,0
SN,CS,shareera,885,58,119,127,77,13,150,70,133,1,8,0,9,67,0
SN,CS,shareera,886,58,118,126,78,13,150,71,133,1,8,0,8,67,0
SN,CS,shareera,887,58,119,127,77,12,151,71,130,1,8,0,8,67,0
SN,CS,shareera,888,59,125,137,85,12,155,73,132,1,8,0,8,68,0
SN,CS,shareera,889,61,125,138,85,12,155,74,134,1,9,0,7,69,0
SN,CS,shareera,890,63,122,137,86,13,155,76,133,1,8,0,7,71,0
SN,CS,shareera,891,60,114,134,83,13,153,71,128,1,8,0,7,70,0
SN,CS,shareera,892,65,120,141,89,13,160,77,138,1,9,0,7,72,0
SN,CS,shareera,893,68,123,143,93,13,160,80,139,1,9,0,6,74,0
SN,CS,shareera,894,66,122,144,96,14,159,85,139,1,9,0,6,73,0
SN,CS,shareera,895,64,121,144,95,14,159,84,139,1,9,0,6,73,0
SN,CS,shareera,896,64,123,146,99,14,161,86,144,2,9,0,6,77,0
SN,CS,shareera,897,59,118,143,99,14,154,86,139,2,9,0,6,76,0
SN,CS,shareera,898,61,119,147,105,13,153,91,140,3,9,0,6,78,0
SN,CS,shareera,899,60,126,152,106,12,158,92,140,3,9,0,7,78,0
SN,CS,shareera,900,60,122,152,105,12,155,92,138,3,9,0,7,75,0
SN,CS,shareera,901,63,125,157,110,13,163,98,139,3,9,0,6,81,0
SN,CS,shareera,902,63,124,157,109,12,161,98,138,3,9,0,6,82,0
SN,CS,shareera,903,66,126,160,112,11,163,104,144,3,9,0,6,84,0
SN,CS,shareera,904,69,126,158,110,10,162,106,141,3,10,0,6,84,0
SN,CS,shareera,905,71,128,160,115,10,165,107,145,3,10,0,6,84,0
SN,CS,shareera,906,72,128,158,115,11,161,109,149,3,10,0,5,84,0
SN,CS,shareera,907,72,128,157,115,10,161,108,151,3,10,0,5,83,0
SN,CS,shareera,908,74,127,158,117,10,160,109,154,3,11,0,4,83,0
SN,CS,shareera,909,74,128,158,118,10,166,110,157,3,11,0,5,86,0
SN,CS,shareera,910,75,124,159,117,10,166,110,158,3,11,0,5,86,1
SN,CS,shareera,911,76,124,158,116,10,163,108,159,3,10,0,5,86,2
SN,CS,shareera,912,77,126,158,117,10,167,109,159,3,10,0,6,85,2
SN,CS,shareera,913,77,127,158,118,9,165,108,159,4,10,0,6,86,2
SN,CS,shareera,914,77,129,158,117,9,164,105,158,4,10,0,6,86,2
SN,CS,shareera,915,76,129,158,115,10,163,106,158,4,10,0,6,85,2
SN,CS,shareera,916,77,128,158,116,9,164,107,157,4,10,0,6,83,2
SN,CS,shareera,917,77,130,159,118,10,164,108,156,4,10,0,5,82,2
SN,CS,shareera,918,75,127,153,117,10,162,106,153,4,10,0,5,79,2
SN,CS,shareera,919,75,127,150,119,11,161,103,153,4,10,0,5,78,2
SN,CS,shareera,920,75,126,150,119,12,161,101,152,4,10,0,5,78,2
