Text_Type,Book,Chapter,Window,LLG,GGL,L,LGG,GLL,LG,G,GGG,LLL,GG,LGL,GLG,GL,LL
SN,CS,kalpa,603,7,5,2,12,6,0,23,34,0,0,35,26,0,0
SN,CS,kalpa,604,7,5,2,12,6,0,23,34,0,0,35,26,0,0
SN,CS,kalpa,605,8,5,2,14,5,0,23,34,0,0,34,25,0,0
SN,CS,kalpa,606,9,6,2,13,5,0,23,34,0,0,34,24,0,0
SN,CS,kalpa,607,8,8,2,11,5,0,23,34,0,0,34,25,0,0
SN,CS,kalpa,608,8,8,2,12,4,0,23,35,0,0,34,24,0,0
SN,CS,kalpa,609,9,9,2,11,4,0,23,35,0,0,34,23,0,0
SN,CS,kalpa,610,9,8,2,11,4,0,23,37,0,0,33,23,0,0
SN,CS,kalpa,611,9,8,1,12,4,0,24,35,0,0,33,24,0,0
SN,CS,kalpa,612,9,8,1,12,4,0,24,35,0,0,33,24,0,0
SN,CS,kalpa,613,11,8,1,12,5,0,24,34,0,0,31,24,0,0
SN,CS,kalpa,614,12,8,1,12,5,0,24,33,0,0,31,24,0,0
SN,CS,kalpa,615,12,8,1,13,5,0,24,31,0,0,31,25,0,0
SN,CS,kalpa,616,13,8,2,14,5,0,23,29,0,0,31,25,0,0
SN,CS,kalpa,617,14,8,2,15,4,0,23,28,0,0,31,25,0,0
SN,CS,kalpa,618,14,9,2,15,4,0,23,29,0,0,32,22,0,0
SN,CS,kalpa,619,15,10,2,15,4,0,23,27,0,0,31,23,0,0
SN,CS,kalpa,620,16,11,2,15,3,0,23,27,0,0,29,24,0,0
SN,CS,kalpa,621,16,9,2,15,3,0,23,29,0,0,29,24,0,0
SN,CS,kalpa,622,18,9,2,15,3,0,23,28,0,0,29,23,0,0
SN,CS,kalpa,623,17,10,2,15,3,0,23,27,0,0,29,24,0,0
SN,CS,kalpa,624,17,10,3,15,3,0,22,27,0,0,29,24,0,0
SN,CS,kalpa,625,16,10,3,14,3,0,22,28,0,0,29,25,0,0
SN,CS,kalpa,626,16,10,2,13,3,0,23,30,0,0,29,24,0,0
SN,CS,kalpa,627,17,11,2,12,3,0,23,28,0,0,28,26,0,0
SN,CS,kalpa,628,17,12,2,12,3,0,23,28,0,0,28,25,0,0
SN,CS,kalpa,629,17,12,2,12,4,0,23,28,0,0,28,24,0,0
SN,CS,kalpa,630,17,12,2,10,4,0,23,30,0,0,28,24,0,0
SN,CS,kalpa,631,16,11,2,10,4,0,23,32,0,0,28,24,0,0
SN,CS,kalpa,632,16,9,2,10,5,0,23,32,0,0,28,25,0,0
SN,CS,kalpa,633,16,10,2,9,5,0,23,33,0,0,28,24,0,0
SN,CS,kalpa,634,15,9,2,10,4,0,23,33,0,0,28,26,0,0
SN,CS,kalpa,635,14,9,2,11,4,0,23,31,0,0,28,28,0,0
SN,CS,kalpa,636,13,9,2,10,5,0,23,32,0,0,28,28,0,0
SN,CS,kalpa,637,13,9,2,10,4,0,23,32,0,0,28,29,0,0
SN,CS,kalpa,638,11,9,3,10,3,0,22,34,0,0,28,30,0,0
SN,CS,kalpa,639,11,9,3,9,3,0,22,34,0,0,28,31,0,0
SN,CS,kalpa,640,11,9,4,9,4,0,21,35,0,0,28,29,0,0
SN,CS,kalpa,641,10,9,3,8,4,0,22,38,0,0,28,28,0,0
SN,CS,kalpa,642,9,11,3,7,4,0,22,38,0,0,28,28,0,0
SN,CS,kalpa,643,9,12,3,7,4,0,22,38,0,0,27,28,0,0
SN,CS,kalpa,644,8,10,3,8,4,0,22,39,0,0,27,29,0,0
SN,CS,kalpa,645,8,9,3,9,5,0,22,38,0,0,27,29,0,0
SN,CS,kalpa,646,7,9,3,9,5,0,22,38,0,0,27,30,0,0
SN,CS,kalpa,647,6,10,3,8,5,0,22,38,0,0,27,31,0,0
SN,CS,kalpa,648,7,9,3,7,5,0,22,39,0,0,27,31,0,0
SN,CS,kalpa,649,7,8,2,8,5,0,23,39,0,0,27,31,0,0
SN,CS,kalpa,650,7,9,3,8,5,0,22,38,0,0,28,30,0,0
SN,CS,kalpa,651,8,9,3,8,5,0,22,37,0,0,28,30,0,0
SN,CS,kalpa,652,7,9,3,8,5,0,22,39,0,0,28,29,0,0
SN,CS,kalpa,653,7,10,4,8,6,0,21,39,0,0,27,30,0,0
SN,CS,kalpa,654,7,12,4,7,6,0,21,39,0,0,27,31,0,0
SN,CS,kalpa,655,7,12,4,8,6,0,21,38,0,0,27,31,0,0
SN,CS,kalpa,656,7,12,4,9,6,0,21,37,0,0,27,31,0,0
SN,CS,kalpa,657,7,12,4,10,5,0,21,37,0,0,27,31,0,0
SN,CS,kalpa,658,6,11,4,11,5,0,21,36,0,0,27,33,0,0
SN,CS,kalpa,659,6,13,4,10,5,0,21,36,0,0,27,32,0,0
SN,CS,kalpa,660,6,13,5,9,6,0,20,37,0,0,27,31,0,0
SN,CS,kalpa,661,6,14,6,9,5,0,19,38,0,0,27,30,0,0
SN,CS,kalpa,662,7,15,6,9,6,0,19,37,0,0,27,28,0,0
SN,CS,kalpa,663,8,16,6,9,6,0,19,34,0,0,28,28,0,0
SN,CS,kalpa,664,7,16,6,9,6,0,19,34,0,0,29,28,0,0
SN,CS,kalpa,665,7,18,5,8,5,0,20,33,0,0,29,29,0,0
SN,CS,kalpa,666,8,18,5,8,5,0,20,32,0,0,30,28,0,0
SN,CS,kalpa,667,8,17,5,9,5,0,20,31,0,0,30,29,0,0
SN,CS,kalpa,668,8,15,5,8,5,0,20,31,0,0,32,30,0,0
SN,CS,kalpa,669,9,17,5,7,5,0,20,31,0,0,32,28,0,0
SN,CS,kalpa,670,8,18,5,6,4,0,20,33,0,0,32,28,0,0
SN,CS,kalpa,671,8,19,5,7,4,0,20,31,0,0,32,28,0,0
SN,CS,kalpa,672,8,19,6,8,4,0,19,30,0,0,33,27,0,0
SN,CS,kalpa,673,8,19,7,8,4,0,18,31,0,0,33,26,0,0
SN,CS,kalpa,674,8,19,8,7,4,0,17,32,0,0,33,26,0,0
SN,CS,kalpa,675,8,19,7,7,4,0,18,33,0,0,32,26,0,0
SN,CS,kalpa,676,8,20,7,7,4,0,18,31,0,0,34,25,0,0
SN,CS,kalpa,677,8,19,7,8,4,0,18,30,0,0,34,26,0,0
SN,CS,kalpa,678,9,18,7,8,3,0,18,30,0,0,34,25,0,0
SN,CS,kalpa,679,9,17,7,8,2,0,18,30,0,0,34,25,0,0
SN,CS,kalpa,680,9,17,7,8,2,0,18,29,0,0,34,26,0,0
SN,CS,kalpa,681,10,17,7,7,3,0,18,28,0,0,34,26,0,0
SN,CS,kalpa,682,10,18,7,6,3,0,18,28,0,0,35,25,0,0
SN,CS,kalpa,683,10,19,7,6,3,0,18,28,0,0,35,24,0,0
SN,CS,kalpa,684,10,17,7,6,3,0,18,30,0,0,35,24,0,0
SN,CS,kalpa,685,10,18,6,6,2,0,19,29,0,0,35,25,0,0
SN,CS,kalpa,686,10,17,5,7,2,0,20,29,0,0,35,25,0,0
SN,CS,kalpa,687,10,17,6,7,1,0,19,31,0,0,34,25,0,0
SN,CS,kalpa,688,9,16,5,8,1,0,20,32,0,0,33,26,0,0
SN,CS,kalpa,689,9,17,6,9,1,0,19,32,0,0,32,25,0,0
SN,CS,kalpa,690,9,15,6,9,2,0,19,33,0,0,32,25,0,0
SN,CS,kalpa,691,9,15,6,9,2,0,19,34,0,0,31,25,0,0
SN,CS,kalpa,692,9,15,6,8,2,0,19,35,0,0,31,25,0,0
SN,CS,kalpa,693,9,16,6,9,2,1,18,37,0,0,28,25,0,0
SN,CS,kalpa,694,8,16,6,9,2,1,18,37,0,0,28,26,0,0
SN,CS,kalpa,695,8,15,6,10,2,1,18,36,0,0,29,26,0,0
SN,CS,kalpa,696,8,14,6,11,2,1,18,36,0,0,29,26,0,0
