Text_Type,Book,Chapter,Window,GGL,GGG,GLG,G,LLG,LLL,GLL,LG,LGL,L,LGG,LL,GG,GL
SN,AH,chikitsa,1,60,89,93,55,29,2,23,1,86,7,42,0,0,0
SN,AH,chikitsa,2,60,87,95,55,29,2,23,1,86,7,42,0,0,0
SN,AH,chikitsa,3,60,85,96,55,28,2,23,1,86,7,44,0,0,0
SN,AH,chikitsa,4,59,83,97,55,28,2,23,1,87,7,45,0,0,0
SN,AH,chikitsa,5,61,81,98,55,28,2,23,1,87,7,44,0,0,0
SN,AH,chikitsa,6,61,80,97,56,29,2,23,1,87,7,42,0,0,0
SN,AH,chikitsa,7,60,78,99,55,30,2,24,1,87,7,44,0,0,0
SN,AH,chikitsa,8,59,77,99,54,32,2,24,1,87,8,44,0,0,0
SN,AH,chikitsa,9,59,79,99,54,32,2,24,1,86,8,43,0,0,0
SN,AH,chikitsa,10,58,79,100,53,32,2,24,1,86,9,43,0,0,0
SN,AH,chikitsa,11,58,79,101,52,30,2,25,1,87,9,45,0,0,0
SN,AH,chikitsa,12,59,79,99,51,30,2,25,1,87,10,46,0,0,0
SN,AH,chikitsa,13,57,81,97,51,30,2,26,1,88,10,46,0,0,0
SN,AH,chikitsa,14,57,81,98,51,30,2,24,1,89,10,46,0,0,0
SN,AH,chikitsa,15,57,81,97,51,32,2,24,1,88,10,46,0,0,0
SN,AH,chikitsa,16,57,81,98,51,31,2,24,1,88,10,46,0,0,0
SN,AH,chikitsa,17,57,84,97,51,31,2,23,1,87,10,46,0,0,0
SN,AH,chikitsa,18,56,84,98,51,31,2,24,1,85,10,47,0,0,0
SN,AH,chikitsa,19,57,83,99,52,30,2,24,1,84,9,48,0,0,0
SN,AH,chikitsa,20,55,83,99,52,31,2,24,1,84,9,49,0,0,0
SN,AH,chikitsa,21,55,82,101,52,31,2,24,1,83,9,49,0,0,0
SN,AH,chikitsa,22,54,79,99,53,30,2,23,1,83,9,49,0,0,0
SN,AH,chikitsa,23,53,79,99,53,29,2,24,1,83,9,50,0,0,0
SN,AH,chikitsa,24,54,77,97,54,28,2,22,1,85,9,51,0,0,0
SN,AH,chikitsa,25,55,76,95,54,28,2,21,1,86,9,53,0,0,0
SN,AH,chikitsa,26,55,77,96,54,28,2,20,1,86,9,52,0,0,0
SN,AH,chikitsa,27,56,78,96,54,27,2,20,1,86,9,51,0,0,0
SN,AH,chikitsa,28,56,77,95,54,27,2,20,1,87,9,52,0,0,0
SN,AH,chikitsa,29,54,78,96,55,27,2,21,1,87,8,51,0,0,0
SN,AH,chikitsa,30,54,77,97,56,26,2,21,1,87,7,52,0,0,0
SN,AH,chikitsa,31,54,79,97,55,25,2,22,1,87,7,53,0,0,0
SN,AH,chikitsa,32,54,78,97,55,25,2,22,1,88,7,53,0,0,0
SN,AH,chikitsa,33,54,76,97,54,25,2,24,1,90,7,54,0,0,0
SN,AH,chikitsa,34,54,74,100,54,24,2,24,1,90,7,54,0,0,0
SN,AH,chikitsa,35,54,73,101,54,25,2,24,1,90,7,53,0,0,0
SN,AH,chikitsa,36,54,72,101,54,25,2,25,1,89,7,54,0,0,0
SN,AH,chikitsa,37,54,72,100,54,24,2,25,1,91,7,54,0,0,0
SN,AH,chikitsa,38,53,71,100,55,24,2,26,1,92,6,54,0,0,0
SN,AH,chikitsa,39,53,71,99,56,24,2,27,1,92,5,54,0,0,0
SN,AH,chikitsa,40,54,69,96,57,24,2,28,1,93,5,53,0,0,0
SN,AH,chikitsa,41,54,69,96,57,23,2,28,1,94,5,53,0,0,0
SN,AH,chikitsa,42,53,69,98,56,23,2,29,1,94,6,51,0,0,0
SN,AH,chikitsa,43,53,69,98,55,23,2,30,1,95,6,52,0,0,0
SN,AH,chikitsa,44,53,68,95,56,23,2,31,1,96,6,51,0,0,0
SN,AH,chikitsa,45,54,69,93,56,24,2,30,1,96,6,51,0,0,0
SN,AH,chikitsa,46,54,71,94,56,24,2,29,1,95,6,50,0,0,0
SN,AH,chikitsa,47,53,72,92,56,25,2,29,1,95,6,51,0,0,0
SN,AH,chikitsa,48,53,73,91,57,24,2,28,1,96,6,49,0,0,0
SN,AH,chikitsa,49,54,73,91,57,23,2,28,1,96,6,49,0,0,0
SN,AH,chikitsa,50,54,73,91,57,23,2,28,1,98,6,47,0,0,0
SN,AH,chikitsa,51,53,72,91,57,24,2,28,1,98,6,48,0,0,0
SN,AH,chikitsa,52,53,72,90,56,25,2,28,1,98,7,48,0,0,0
SN,AH,chikitsa,53,52,72,94,55,26,2,29,1,96,7,48,0,0,0
SN,AH,chikitsa,54,53,72,94,55,26,2,29,1,94,7,49,0,0,0
SN,AH,chikitsa,55,53,71,94,55,26,2,29,1,94,7,50,0,0,0
SN,AH,chikitsa,56,52,71,95,55,25,2,29,1,95,7,50,0,0,0
SN,AH,chikitsa,57,53,71,93,55,25,2,29,1,96,7,50,0,0,0
SN,AH,chikitsa,58,52,71,94,55,25,2,29,1,96,7,50,0,0,0
SN,AH,chikitsa,59,51,72,93,55,25,2,29,1,96,7,51,0,0,0
SN,AH,chikitsa,60,50,73,93,55,25,2,28,1,96,7,52,0,0,0
SN,AH,chikitsa,61,50,74,93,55,25,2,28,1,95,7,52,0,0,0
SN,AH,chikitsa,62,50,73,93,55,24,2,27,1,95,8,52,0,0,0
SN,AH,chikitsa,63,50,72,94,54,24,2,28,1,94,8,55,0,0,0
SN,AH,chikitsa,64,49,73,95,55,25,1,27,1,94,7,55,0,0,0
SN,AH,chikitsa,65,50,76,96,54,26,1,26,1,94,7,55,1,0,0
SN,AH,chikitsa,66,53,75,91,55,27,0,26,1,95,7,54,1,0,0
SN,AH,chikitsa,67,55,75,92,55,26,0,26,1,94,7,53,1,0,0
SN,AH,chikitsa,68,54,73,90,56,26,1,27,1,95,7,52,1,0,0
SN,AH,chikitsa,69,56,76,89,56,28,1,27,2,94,6,52,1,0,0
SN,AH,chikitsa,70,55,76,89,57,26,1,27,1,95,6,49,1,0,0
SN,AH,chikitsa,71,55,76,89,57,26,1,27,1,96,6,48,1,0,0
SN,AH,chikitsa,72,54,76,89,58,26,1,26,1,97,6,46,1,0,0
SN,AH,chikitsa,73,54,76,90,58,26,1,26,1,97,6,45,1,0,0
SN,AH,chikitsa,74,54,77,86,59,27,1,26,1,97,6,44,1,0,0
SN,AH,chikitsa,75,54,75,87,59,28,1,26,1,98,6,43,1,0,0
SN,AH,chikitsa,76,51,73,82,60,28,2,28,1,96,6,41,1,0,0
SN,AH,chikitsa,77,51,73,80,60,29,2,28,1,97,6,41,1,0,0
SN,AH,chikitsa,78,52,74,79,60,29,2,29,1,97,6,39,1,0,0
SN,AH,chikitsa,79,52,75,79,60,29,2,29,1,97,6,38,1,0,0
SN,AH,chikitsa,80,50,75,79,60,29,2,29,1,98,6,39,1,0,0
SN,AH,chikitsa,81,50,75,81,59,28,2,28,1,98,7,39,1,0,0
SN,AH,chikitsa,82,52,75,78,60,28,2,27,1,98,7,38,1,0,0
SN,AH,chikitsa,83,53,74,78,61,27,2,27,1,98,6,39,1,0,0
SN,AH,chikitsa,84,54,72,78,60,28,2,27,1,98,7,39,1,0,0
SN,AH,chikitsa,85,56,70,76,61,29,2,27,1,99,6,39,1,0,0
SN,AH,chikitsa,86,55,70,75,62,29,2,26,1,100,6,38,1,0,0
SN,AH,chikitsa,87,55,71,75,63,29,2,25,1,100,5,38,1,0,0
SN,AH,chikitsa,88,56,69,76,63,29,2,25,1,100,5,38,1,0,0
SN,AH,chikitsa,89,55,71,76,63,29,2,25,1,98,5,39,1,0,0
SN,AH,chikitsa,90,58,71,75,63,27,2,25,1,98,5,39,1,0,0
SN,AH,chikitsa,91,60,69,74,63,27,2,25,1,98,5,40,1,0,0
SN,AH,chikitsa,92,61,66,77,63,26,2,25,1,98,5,40,1,0,0
SN,AH,chikitsa,93,62,66,77,63,27,2,24,1,98,5,39,1,0,0
SN,AH,chikitsa,94,63,65,76,62,27,2,24,1,98,6,40,1,0,0
SN,AH,chikitsa,95,63,64,76,62,27,2,26,1,98,6,39,1,0,0
SN,AH,chikitsa,96,65,64,74,62,28,2,25,1,97,6,40,1,0,0
SN,AH,chikitsa,97,65,66,75,62,29,2,25,1,98,6,40,1,0,0
SN,AH,chikitsa,98,65,67,75,62,30,2,24,1,98,6,39,1,0,0
SN,AH,chikitsa,99,64,67,77,61,31,2,25,1,97,6,40,1,0,0
SN,AH,chikitsa,100,64,68,78,61,32,2,25,1,96,6,38,1,0,0
SN,AH,chikitsa,101,63,68,78,61,32,2,25,1,96,6,39,1,0,0
SN,AH,chikitsa,102,64,67,77,61,32,2,25,1,96,6,40,1,0,0
SN,AH,chikitsa,103,65,66,76,61,34,2,25,1,96,6,39,1,0,0
SN,AH,chikitsa,104,66,65,75,61,35,2,24,1,97,6,39,1,0,0
SN,AH,chikitsa,105,65,66,74,61,37,3,25,1,97,6,38,1,0,0
SN,AH,chikitsa,106,65,65,74,61,38,4,25,1,97,7,36,1,0,0
SN,AH,chikitsa,107,66,64,75,60,39,4,25,1,97,7,36,1,0,0
SN,AH,chikitsa,108,67,64,75,60,41,4,24,1,95,7,35,1,0,0
SN,AH,chikitsa,109,67,64,74,59,42,4,26,1,97,7,37,1,0,0
SN,AH,chikitsa,110,67,64,74,59,42,5,25,1,98,7,38,1,0,0
SN,AH,chikitsa,111,67,65,76,59,41,5,25,1,99,7,37,1,0,0
SN,AH,chikitsa,112,67,66,77,59,41,5,26,1,99,7,36,1,0,0
SN,AH,chikitsa,113,70,66,76,58,41,5,27,1,99,7,37,1,0,0
SN,AH,chikitsa,114,69,67,77,58,41,5,26,1,99,7,37,1,0,0
SN,AH,chikitsa,115,68,67,78,58,40,5,26,1,100,7,37,1,0,0
SN,AH,chikitsa,116,70,65,77,58,40,5,26,1,101,7,37,1,0,0
SN,AH,chikitsa,117,71,64,76,58,42,5,25,1,103,6,38,1,0,0
SN,AH,chikitsa,118,72,64,74,59,42,5,24,1,102,6,38,1,0,0
SN,AH,chikitsa,119,71,65,75,59,42,5,24,1,102,6,37,1,0,0
SN,AH,chikitsa,120,71,65,74,59,41,5,24,1,103,6,38,1,0,0
SN,AH,chikitsa,121,71,64,73,59,41,5,25,1,103,6,39,1,0,0
SN,AH,chikitsa,122,73,62,73,59,41,5,25,1,103,6,39,1,0,0
SN,AH,chikitsa,123,76,61,71,59,42,5,25,1,102,6,39,1,0,0
SN,AH,chikitsa,124,77,59,71,59,43,5,25,1,102,6,39,1,0,0
SN,AH,chikitsa,125,76,60,71,59,44,5,25,1,101,6,39,1,0,0
SN,AH,chikitsa,126,76,63,70,59,43,5,25,1,101,6,38,1,0,0
SN,AH,chikitsa,127,75,64,71,60,42,5,25,1,101,5,38,1,0,0
SN,AH,chikitsa,128,74,63,67,61,41,5,24,1,101,5,38,1,0,0
SN,AH,chikitsa,129,75,63,66,61,41,5,24,1,101,5,38,1,0,0
SN,AH,chikitsa,130,75,63,66,61,41,5,24,1,102,5,37,1,0,0
SN,AH,chikitsa,131,75,63,65,61,41,5,24,1,101,5,39,1,0,0
SN,AH,chikitsa,132,76,63,65,61,42,5,24,1,99,5,39,1,0,0
SN,AH,chikitsa,133,76,63,64,61,43,5,24,1,99,5,39,1,0,0
SN,AH,chikitsa,134,76,62,64,61,43,5,24,1,100,5,39,1,0,0
SN,AH,chikitsa,135,77,62,64,61,44,5,24,1,99,5,38,1,0,0
SN,AH,chikitsa,136,75,62,65,61,44,5,25,1,99,5,38,1,0,0
SN,AH,chikitsa,137,77,62,66,61,46,5,25,2,99,4,38,1,0,0
SN,AH,chikitsa,138,77,62,64,62,45,5,24,2,102,4,36,1,0,0
SN,AH,chikitsa,139,77,62,63,62,45,5,25,2,102,4,36,1,0,0
SN,AH,chikitsa,140,77,61,61,63,44,5,25,2,102,4,35,0,0,0
SN,AH,chikitsa,141,75,62,63,63,43,5,25,2,102,4,35,0,0,0
SN,AH,chikitsa,142,73,62,65,63,43,5,25,2,102,4,35,0,0,0
SN,AH,chikitsa,143,74,62,66,62,43,4,24,2,102,5,35,0,0,0
SN,AH,chikitsa,144,73,61,67,63,41,4,23,1,102,5,34,0,0,0
SN,AH,chikitsa,145,74,62,68,62,41,4,24,1,102,5,33,0,0,0
SN,AH,chikitsa,146,72,63,69,62,41,4,24,1,102,5,33,0,0,0
SN,AH,chikitsa,147,72,62,67,62,42,4,25,1,102,5,34,0,0,0
SN,AH,chikitsa,148,72,63,67,62,42,4,24,1,102,5,34,0,0,0
SN,AH,chikitsa,149,72,63,67,62,41,4,24,1,103,5,34,0,0,0
SN,AH,chikitsa,150,72,65,66,62,40,4,24,1,102,5,35,0,0,0
SN,AH,chikitsa,151,71,66,67,62,41,3,22,1,102,5,36,0,0,0
SN,AH,chikitsa,152,70,65,69,62,40,3,22,1,101,5,38,0,0,0
SN,AH,chikitsa,153,71,65,69,62,40,3,21,1,101,5,38,0,0,0
SN,AH,chikitsa,154,72,65,67,62,40,3,21,1,102,5,38,0,0,0
SN,AH,chikitsa,155,72,66,67,62,40,3,22,1,101,5,37,0,0,0
SN,AH,chikitsa,156,72,65,66,63,41,3,23,1,101,4,37,0,0,0
SN,AH,chikitsa,157,71,66,67,63,40,3,23,1,102,4,36,0,0,0
SN,AH,chikitsa,158,70,68,68,63,39,3,23,1,102,4,35,0,0,0
SN,AH,chikitsa,159,73,67,70,63,38,3,23,1,101,3,36,0,0,0
SN,AH,chikitsa,160,71,69,72,63,37,3,23,1,100,3,36,0,0,0
SN,AH,chikitsa,161,71,70,71,63,38,3,24,1,99,3,35,0,0,0
SN,AH,chikitsa,162,70,69,72,63,38,3,25,1,99,3,35,0,0,0
SN,AH,chikitsa,163,69,70,73,62,38,3,27,1,97,3,37,0,0,0
SN,AH,chikitsa,164,69,70,72,62,38,3,28,1,98,3,36,0,0,0
SN,AH,chikitsa,165,67,70,72,62,38,4,28,1,100,3,35,0,0,0
SN,AH,chikitsa,166,66,70,71,62,38,5,28,1,101,3,35,0,0,0
SN,AH,chikitsa,167,65,71,69,62,38,5,28,1,101,3,37,0,0,0
SN,AH,chikitsa,168,64,70,69,62,38,5,30,1,101,3,37,0,0,0
SN,AH,chikitsa,169,63,70,70,63,39,5,30,1,102,2,35,0,0,0
SN,AH,chikitsa,170,65,70,70,63,38,5,28,1,102,2,36,0,0,0
SN,AH,chikitsa,171,65,70,72,63,37,5,28,1,102,2,35,0,0,0
SN,AH,chikitsa,172,67,68,71,63,36,5,28,1,102,2,37,0,0,0
SN,AH,chikitsa,173,67,68,70,63,36,5,28,1,103,2,37,0,0,0
SN,AH,chikitsa,174,68,68,69,64,35,5,27,1,103,2,36,0,0,0
SN,AH,chikitsa,175,67,70,69,64,34,5,27,1,103,2,36,0,0,0
SN,AH,chikitsa,176,68,69,69,64,34,5,27,1,104,2,35,0,0,0
SN,AH,chikitsa,177,68,70,73,64,35,5,27,1,107,2,34,0,0,0
SN,AH,chikitsa,178,68,70,74,64,33,5,28,1,106,2,35,0,0,0
SN,AH,chikitsa,179,68,71,74,64,31,5,29,1,105,2,36,0,0,0
SN,AH,chikitsa,180,68,71,74,64,29,4,29,1,105,2,37,0,0,0
SN,AH,chikitsa,181,68,71,74,65,27,3,29,1,106,1,37,0,0,0
SN,AH,chikitsa,182,67,72,73,66,26,3,30,1,105,1,37,0,0,0
SN,AH,chikitsa,183,65,72,74,67,25,3,29,1,105,1,38,0,0,0
SN,AH,chikitsa,184,64,75,73,68,24,3,27,1,103,1,36,0,0,0
SN,AH,chikitsa,185,64,77,71,68,24,2,27,1,103,1,35,0,0,0
SN,AH,chikitsa,186,65,78,70,68,24,2,26,1,101,1,35,0,0,0
SN,AH,chikitsa,187,64,79,68,68,25,2,26,1,100,1,35,0,0,0
SN,AH,chikitsa,188,63,79,69,69,25,2,24,1,98,1,35,0,0,0
SN,AH,chikitsa,189,64,77,68,69,26,2,24,1,99,1,35,0,0,0
SN,AH,chikitsa,190,64,79,67,69,26,2,23,1,99,1,35,0,0,0
SN,AH,chikitsa,191,62,80,69,69,26,2,23,1,97,1,36,0,0,0
SN,AH,chikitsa,192,61,84,68,70,24,2,23,1,95,1,35,0,0,0
SN,AH,chikitsa,193,59,83,70,70,24,2,23,1,95,1,36,0,0,0
SN,AH,chikitsa,194,60,83,69,70,25,2,22,1,94,1,37,0,0,0
SN,AH,chikitsa,195,59,82,69,70,25,2,23,1,95,1,37,0,0,0
SN,AH,chikitsa,196,59,82,69,70,25,2,23,1,96,1,36,0,0,0
SN,AH,chikitsa,197,57,83,71,70,25,2,23,1,96,1,35,0,0,0
SN,AH,chikitsa,198,54,86,72,69,24,2,23,1,96,2,35,0,0,0
SN,AH,chikitsa,199,52,90,72,68,26,2,23,2,96,2,36,0,0,0
SN,AH,chikitsa,200,53,89,73,68,25,2,23,2,96,2,36,0,0,0
SN,AH,chikitsa,201,54,87,73,68,25,2,23,2,97,2,36,0,0,0
SN,AH,chikitsa,202,53,86,73,68,25,2,24,2,98,2,36,0,0,0
SN,AH,chikitsa,203,54,86,73,68,26,2,25,2,99,2,37,0,0,0
SN,AH,chikitsa,204,53,86,73,68,26,2,26,2,99,2,37,0,0,0
SN,AH,chikitsa,205,53,86,73,67,26,2,28,2,98,2,39,0,0,0
SN,AH,chikitsa,206,53,85,74,67,26,2,28,2,99,2,38,0,0,0
SN,AH,chikitsa,207,52,85,76,66,25,2,29,2,100,2,39,0,0,0
SN,AH,chikitsa,208,52,86,76,66,24,2,29,2,100,2,39,0,0,0
SN,AH,chikitsa,209,53,86,76,66,25,2,29,2,99,2,38,0,0,0
SN,AH,chikitsa,210,52,86,77,66,24,2,29,2,99,2,39,0,0,0
SN,AH,chikitsa,211,53,87,77,65,25,2,30,2,98,2,39,0,0,0
SN,AH,chikitsa,212,50,86,77,66,24,2,30,1,98,2,39,0,0,0
SN,AH,chikitsa,213,52,86,79,66,24,2,29,1,96,2,38,0,0,0
SN,AH,chikitsa,214,53,85,80,66,24,2,28,1,96,2,38,0,0,0
SN,AH,chikitsa,215,55,83,82,65,25,2,29,1,95,2,38,0,0,0
SN,AH,chikitsa,216,54,82,81,65,25,2,30,1,97,2,38,0,0,0
SN,AH,chikitsa,217,57,82,78,65,25,2,30,1,97,2,38,0,0,0
SN,AH,chikitsa,218,55,84,78,66,25,2,30,1,97,1,38,0,0,0
SN,AH,chikitsa,219,57,81,77,66,25,2,30,1,98,1,39,0,0,0
SN,AH,chikitsa,220,57,79,75,67,27,2,29,1,98,1,39,0,0,0
SN,AH,chikitsa,221,57,79,76,66,27,2,29,1,97,1,42,0,0,0
SN,AH,chikitsa,222,56,79,79,66,26,2,28,1,98,1,41,0,0,0
SN,AH,chikitsa,223,57,77,80,65,26,2,30,1,96,1,44,0,0,0
SN,AH,chikitsa,224,56,76,81,65,26,2,30,1,95,1,46,0,0,0
SN,AH,chikitsa,225,56,75,82,64,27,4,31,1,94,1,46,0,0,0
SN,AH,chikitsa,226,57,75,82,64,27,4,31,1,94,1,45,0,0,0
SN,AH,chikitsa,227,58,75,82,63,27,4,31,1,94,2,44,0,0,0
SN,AH,chikitsa,228,56,74,81,63,27,4,31,1,93,2,44,0,0,0
SN,AH,chikitsa,229,55,74,83,63,27,4,31,1,91,2,45,0,0,0
SN,AH,chikitsa,230,56,73,84,63,27,4,30,1,91,2,45,0,0,0
SN,AH,chikitsa,231,55,78,86,62,26,4,29,2,92,2,45,0,0,0
SN,AH,chikitsa,232,54,78,85,62,27,4,29,2,92,2,46,0,0,0
SN,AH,chikitsa,233,54,78,84,61,28,4,31,2,91,2,48,0,0,0
SN,AH,chikitsa,234,51,80,82,62,28,4,31,2,92,2,47,0,0,0
SN,AH,chikitsa,235,52,78,80,62,29,4,31,2,93,2,48,0,0,0
SN,AH,chikitsa,236,54,77,81,62,28,4,30,2,93,2,48,0,0,0
SN,AH,chikitsa,237,55,76,81,61,30,4,31,2,93,2,48,0,0,0
SN,AH,chikitsa,238,56,75,80,62,31,4,28,2,95,2,46,0,0,0
SN,AH,chikitsa,239,57,74,81,62,32,4,27,2,94,2,46,0,0,0
SN,AH,chikitsa,240,58,74,82,62,32,3,27,2,92,2,47,0,0,0
SN,AH,chikitsa,241,58,74,84,62,32,2,28,2,91,2,46,0,0,0
SN,AH,chikitsa,242,60,74,83,62,32,2,28,2,91,2,45,0,0,0
SN,AH,chikitsa,243,61,76,86,61,31,3,26,2,90,2,45,0,0,0
SN,AH,chikitsa,244,63,77,85,61,30,3,26,2,89,2,45,0,0,0
SN,AH,chikitsa,245,61,79,85,61,31,3,26,2,89,2,44,0,0,0
SN,AH,chikitsa,246,60,79,85,61,31,3,26,2,90,2,44,0,0,0
SN,AH,chikitsa,247,59,79,86,61,31,3,26,2,91,2,43,0,0,0
SN,AH,chikitsa,248,59,79,87,61,30,3,27,2,90,2,43,0,0,0
SN,AH,chikitsa,249,62,80,87,61,32,3,27,2,90,2,45,0,0,0
SN,AH,chikitsa,250,62,79,87,61,33,3,27,2,90,2,45,0,0,0
SN,AH,chikitsa,251,62,78,87,61,34,3,27,2,90,2,45,0,0,0
SN,AH,chikitsa,252,61,77,83,61,33,3,27,2,88,2,46,0,0,0
SN,AH,chikitsa,253,60,78,83,61,33,3,27,2,88,2,46,0,0,0
SN,AH,chikitsa,254,60,79,83,61,34,3,26,2,88,2,45,0,0,0
SN,AH,chikitsa,255,60,80,82,61,34,3,26,2,89,2,44,0,0,0
SN,AH,chikitsa,256,62,80,81,61,34,3,25,2,89,2,44,0,0,0
SN,AH,chikitsa,257,62,81,81,61,35,3,24,2,89,2,43,0,0,0
SN,AH,chikitsa,258,63,81,80,61,35,3,24,2,89,2,43,0,0,0
SN,AH,chikitsa,259,65,78,81,61,35,3,24,2,89,2,43,0,0,0
SN,AH,chikitsa,260,65,78,83,61,34,3,24,2,88,2,43,0,0,0
SN,AH,chikitsa,261,63,78,84,60,34,3,24,2,89,2,48,1,0,0
SN,AH,chikitsa,262,64,77,84,60,34,3,23,2,89,2,49,1,0,0
SN,AH,chikitsa,263,64,77,82,60,35,3,23,2,90,2,49,1,0,0
SN,AH,chikitsa,264,64,76,84,60,35,3,23,2,89,2,49,1,0,0
SN,AH,chikitsa,265,65,75,85,59,37,3,24,3,88,2,51,1,0,0
SN,AH,chikitsa,266,66,75,84,59,37,3,24,3,88,2,51,1,0,0
SN,AH,chikitsa,267,68,73,88,58,38,3,24,4,88,2,51,1,0,0
SN,AH,chikitsa,268,68,73,87,58,38,3,26,4,89,2,49,1,0,0
SN,AH,chikitsa,269,67,73,89,57,38,3,29,4,88,2,49,1,0,0
SN,AH,chikitsa,270,68,74,89,57,39,3,28,4,87,2,48,1,0,0
SN,AH,chikitsa,271,68,74,91,57,39,3,27,4,86,2,48,1,0,0
SN,AH,chikitsa,272,68,75,90,57,39,3,27,4,86,2,48,1,0,0
SN,AH,chikitsa,273,69,74,89,58,40,3,27,4,86,1,48,1,0,0
SN,AH,chikitsa,274,69,72,90,59,37,3,27,3,86,1,47,1,0,0
SN,AH,chikitsa,275,68,73,91,59,36,3,27,3,86,1,47,1,0,0
SN,AH,chikitsa,276,67,72,92,59,36,3,27,3,86,1,48,1,0,0
SN,AH,chikitsa,277,67,71,93,59,37,3,26,3,86,1,48,1,0,0
SN,AH,chikitsa,278,66,72,94,59,37,3,26,3,86,1,47,1,0,0
SN,AH,chikitsa,279,68,72,95,58,38,3,25,3,86,1,47,1,0,0
SN,AH,chikitsa,280,68,73,95,59,38,3,23,3,86,1,45,1,0,0
SN,AH,chikitsa,281,68,74,93,59,38,3,24,3,86,1,45,1,0,0
SN,AH,chikitsa,282,67,75,91,60,38,3,24,3,85,1,45,1,0,0
SN,AH,chikitsa,283,66,78,91,59,39,3,25,4,85,1,46,1,0,0
SN,AH,chikitsa,284,65,80,91,59,38,3,25,4,85,1,46,1,0,0
SN,AH,chikitsa,285,66,80,90,58,41,3,25,4,86,1,47,1,0,0
SN,AH,chikitsa,286,65,79,89,59,42,3,26,4,86,1,47,1,0,0
SN,AH,chikitsa,287,67,80,88,58,41,3,29,4,86,1,47,1,0,0
SN,AH,chikitsa,288,65,81,88,58,41,3,29,4,86,1,48,1,0,0
SN,AH,chikitsa,289,63,82,88,58,40,3,29,4,86,1,50,1,0,0
SN,AH,chikitsa,290,60,85,87,59,39,3,28,4,87,1,49,1,0,0
SN,AH,chikitsa,291,62,86,86,59,39,3,27,4,86,1,49,1,0,0
SN,AH,chikitsa,292,61,85,86,59,39,3,28,4,87,1,49,1,0,0
SN,AH,chikitsa,293,60,83,88,59,39,3,28,4,87,1,50,1,0,0
SN,AH,chikitsa,294,57,84,90,59,39,3,28,4,88,1,49,1,0,0
SN,AH,chikitsa,295,57,84,94,58,37,3,30,4,87,1,49,1,0,0
SN,AH,chikitsa,296,57,82,94,59,37,3,31,4,87,1,47,1,0,0
SN,AH,chikitsa,297,59,82,92,58,38,3,32,4,86,1,49,1,0,0
SN,AH,chikitsa,298,61,82,90,59,38,3,30,4,88,1,46,1,0,0
SN,AH,chikitsa,299,61,82,92,58,38,4,31,4,87,1,46,1,0,0
SN,AH,chikitsa,300,61,81,92,59,37,2,30,4,89,1,46,1,0,0
SN,AH,chikitsa,301,60,81,93,59,36,2,30,4,89,1,47,1,0,0
SN,AH,chikitsa,302,60,82,92,60,37,2,30,4,89,0,46,1,0,0
SN,AH,chikitsa,303,61,85,96,60,37,2,30,4,91,0,49,1,0,0
SN,AH,chikitsa,304,61,84,96,60,37,2,31,4,91,0,49,1,0,0
SN,AH,chikitsa,305,62,84,94,60,37,2,31,4,92,0,49,1,0,0
SN,AH,chikitsa,306,63,82,91,61,37,2,31,3,91,0,49,1,0,0
SN,AH,chikitsa,307,63,83,92,61,36,2,31,3,90,0,49,1,0,0
SN,AH,chikitsa,308,66,81,93,62,35,2,29,3,90,0,47,1,0,0
SN,AH,chikitsa,309,66,80,93,62,36,2,29,3,90,0,47,1,0,0
SN,AH,chikitsa,310,65,81,93,61,37,2,29,3,89,1,47,1,0,0
SN,AH,chikitsa,311,63,80,95,61,37,2,29,3,89,1,48,1,0,0
SN,AH,chikitsa,312,62,81,94,62,36,2,27,3,90,1,48,1,0,0
SN,AH,chikitsa,313,62,81,95,61,35,2,29,3,90,1,49,1,0,0
SN,AH,chikitsa,314,62,80,96,61,35,2,29,3,90,1,49,1,0,0
SN,AH,chikitsa,315,60,83,95,61,35,2,29,3,90,1,49,1,0,0
SN,AH,chikitsa,316,60,84,94,61,35,2,28,3,90,1,50,1,0,0
SN,AH,chikitsa,317,59,86,94,61,35,2,28,3,90,1,49,1,0,0
SN,AH,chikitsa,318,59,84,91,62,36,1,29,3,91,1,49,1,0,0
SN,AH,chikitsa,319,56,84,92,62,36,1,30,3,91,1,50,1,0,0
SN,AH,chikitsa,320,56,84,92,62,36,1,30,3,91,1,50,1,0,0
SN,AH,chikitsa,321,56,85,92,61,36,1,30,3,92,1,51,1,0,0
SN,AH,chikitsa,322,55,86,91,61,37,1,30,3,91,1,52,1,0,0
SN,AH,chikitsa,323,55,86,91,61,37,1,29,3,91,1,53,1,0,0
SN,AH,chikitsa,324,51,87,90,61,36,1,29,3,91,1,50,1,0,0
SN,AH,chikitsa,325,51,88,90,60,37,1,30,3,91,1,52,2,0,0
SN,AH,chikitsa,326,50,90,89,60,36,1,31,3,91,1,52,2,0,0
SN,AH,chikitsa,327,50,89,91,59,36,1,31,3,91,1,54,2,0,0
SN,AH,chikitsa,328,51,89,91,59,36,1,30,3,92,1,53,2,0,0
SN,AH,chikitsa,329,52,88,92,58,35,1,30,3,92,2,53,2,0,0
SN,AH,chikitsa,330,53,88,92,58,35,1,29,3,91,2,54,2,0,0
SN,AH,chikitsa,331,51,89,94,58,35,1,29,3,90,2,54,2,0,0
