Text_Type,Book,Chapter,Window,LGG,GLL,L,GL,GGL,LG,GLG,G,LLG,GGG,LLL,LGL,GG,LL
SN,CS,kalpa,553,20,11,5,0,37,1,47,43,18,52,1,67,0,0
SN,CS,kalpa,554,21,11,5,0,35,1,48,43,18,52,1,67,0,0
SN,CS,kalpa,555,21,11,5,0,35,1,48,43,18,52,1,67,0,0
SN,CS,kalpa,556,22,10,5,0,35,1,49,43,17,52,1,67,0,0
SN,CS,kalpa,557,23,10,5,0,34,1,49,43,17,52,1,67,0,0
SN,CS,kalpa,558,23,11,4,0,34,1,49,44,18,50,1,67,0,0
SN,CS,kalpa,559,23,12,4,0,34,1,47,44,18,51,1,67,0,0
SN,CS,kalpa,560,22,11,4,0,35,1,47,44,18,51,1,68,0,0
SN,CS,kalpa,561,21,11,5,0,33,1,48,43,18,53,1,68,0,0
SN,CS,kalpa,562,21,12,5,0,32,1,48,43,18,53,1,68,0,0
SN,CS,kalpa,563,21,11,4,0,31,1,48,44,17,55,1,69,0,0
SN,CS,kalpa,564,22,11,4,0,31,1,49,44,16,55,1,68,0,0
SN,CS,kalpa,565,22,11,4,0,31,1,50,44,15,55,1,68,0,0
SN,CS,kalpa,566,22,11,4,0,30,1,52,44,14,55,1,68,0,0
SN,CS,kalpa,567,21,12,4,0,29,1,53,44,14,56,1,67,0,0
SN,CS,kalpa,568,21,11,4,0,29,1,56,44,14,55,1,66,0,0
SN,CS,kalpa,569,20,11,4,0,29,1,56,44,14,57,1,65,0,0
SN,CS,kalpa,570,20,12,4,0,29,1,55,44,14,56,1,66,0,0
SN,CS,kalpa,571,19,12,4,0,31,1,54,44,15,55,1,66,0,0
SN,CS,kalpa,572,19,11,4,0,31,1,54,44,15,56,1,66,0,0
SN,CS,kalpa,573,20,10,4,0,30,1,53,44,16,57,1,66,0,0
SN,CS,kalpa,574,20,10,4,0,31,1,52,44,16,58,1,65,0,0
SN,CS,kalpa,575,21,10,4,0,31,1,52,44,15,59,1,64,0,0
SN,CS,kalpa,576,22,9,5,0,31,1,52,43,14,60,1,64,0,0
SN,CS,kalpa,577,22,9,5,0,31,1,51,43,14,61,1,64,0,0
SN,CS,kalpa,578,21,9,5,0,31,0,52,44,14,59,1,65,0,0
SN,CS,kalpa,579,22,9,4,0,30,0,53,45,14,58,1,65,0,0
SN,CS,kalpa,580,24,9,4,0,29,0,51,45,15,58,1,65,0,0
SN,CS,kalpa,581,22,9,4,0,30,0,50,45,16,59,1,65,0,0
SN,CS,kalpa,582,22,9,4,0,31,0,50,45,16,58,1,65,0,0
SN,CS,kalpa,583,22,9,4,0,31,0,49,45,17,58,1,65,0,0
SN,CS,kalpa,584,22,10,4,0,31,0,48,45,18,57,1,65,0,0
SN,CS,kalpa,585,22,10,4,0,28,0,48,45,19,59,1,65,0,0
SN,CS,kalpa,586,23,10,4,0,26,0,50,45,20,57,1,65,0,0
SN,CS,kalpa,587,22,11,3,0,25,0,51,46,20,56,1,66,0,0
SN,CS,kalpa,588,22,12,3,0,24,0,50,46,21,56,1,66,0,0
SN,CS,kalpa,589,23,12,3,0,23,0,49,46,21,57,1,66,0,0
SN,CS,kalpa,590,24,12,3,0,21,0,51,46,21,56,1,66,0,0
SN,CS,kalpa,591,25,11,3,0,20,0,52,46,22,55,1,66,0,0
SN,CS,kalpa,592,24,11,3,0,20,0,51,47,23,55,0,66,0,0
SN,CS,kalpa,593,25,11,3,0,19,0,50,47,23,56,0,66,0,0
SN,CS,kalpa,594,23,11,3,0,20,0,50,47,24,56,0,66,0,0
SN,CS,kalpa,595,23,11,3,0,20,0,50,47,24,57,0,65,0,0
SN,CS,kalpa,596,23,11,3,0,19,0,49,47,25,59,0,64,0,0
SN,CS,kalpa,597,24,11,3,0,18,0,48,47,26,59,0,64,0,0
SN,CS,kalpa,598,25,11,3,0,18,0,47,47,25,60,0,64,0,0
SN,CS,kalpa,599,25,10,4,0,18,0,47,46,25,62,0,63,0,0
SN,CS,kalpa,600,25,9,4,0,18,0,48,46,25,62,0,63,0,0
SN,CS,kalpa,601,24,9,4,0,16,0,49,46,25,65,0,62,0,0
SN,CS,kalpa,602,24,9,4,0,17,0,50,46,25,63,0,62,0,0
SN,CS,kalpa,603,24,9,4,0,17,0,51,46,24,62,0,63,0,0
SN,CS,kalpa,604,24,10,4,0,17,0,50,46,24,62,0,63,0,0
SN,CS,kalpa,605,24,9,4,0,17,0,49,46,25,64,0,62,0,0
SN,CS,kalpa,606,23,9,4,0,17,0,48,46,25,66,0,62,0,0
SN,CS,kalpa,607,21,10,4,0,17,0,50,46,24,66,0,62,0,0
SN,CS,kalpa,608,21,9,4,0,18,0,48,46,24,68,0,62,0,0
SN,CS,kalpa,609,21,8,4,0,18,0,49,46,24,68,0,62,0,0
SN,CS,kalpa,610,22,8,4,0,17,0,51,46,23,68,0,61,0,0
SN,CS,kalpa,611,22,9,3,0,17,0,52,47,22,67,0,61,0,0
SN,CS,kalpa,612,22,8,3,0,17,0,53,47,22,67,0,61,0,0
SN,CS,kalpa,613,22,8,4,0,17,0,54,46,22,68,0,59,0,0
SN,CS,kalpa,614,21,8,4,0,17,0,55,46,23,67,0,59,0,0
SN,CS,kalpa,615,22,9,5,0,17,0,54,45,23,66,0,59,0,0
SN,CS,kalpa,616,22,9,5,0,17,0,53,45,23,67,0,59,0,0
SN,CS,kalpa,617,22,8,5,0,19,0,53,45,23,66,0,59,0,0
SN,CS,kalpa,618,22,8,5,0,21,0,50,45,23,67,0,59,0,0
SN,CS,kalpa,619,23,8,5,0,20,0,52,45,23,66,0,58,0,0
SN,CS,kalpa,620,24,8,5,0,20,0,53,45,24,65,0,56,0,0
SN,CS,kalpa,621,24,8,5,0,18,0,54,45,23,67,0,56,0,0
SN,CS,kalpa,622,23,8,5,0,19,0,54,45,24,66,0,56,0,0
SN,CS,kalpa,623,22,8,5,0,19,0,55,45,24,66,0,56,0,0
SN,CS,kalpa,624,23,8,5,0,18,0,55,45,24,66,0,56,0,0
SN,CS,kalpa,625,22,8,6,0,19,0,55,44,23,66,0,57,0,0
SN,CS,kalpa,626,21,8,5,0,19,0,54,45,24,67,0,57,0,0
SN,CS,kalpa,627,20,8,5,0,20,0,55,45,24,67,0,56,0,0
SN,CS,kalpa,628,20,9,6,0,22,0,55,44,24,67,0,55,0,0
SN,CS,kalpa,629,19,10,6,0,24,0,55,44,24,67,0,55,0,0
SN,CS,kalpa,630,18,10,6,0,24,0,55,44,24,68,0,55,0,0
SN,CS,kalpa,631,19,10,6,0,23,0,55,44,23,69,0,55,0,0
SN,CS,kalpa,632,20,10,6,0,21,0,56,44,23,69,0,55,0,0
SN,CS,kalpa,633,20,10,6,0,21,0,57,44,22,69,0,55,0,0
SN,CS,kalpa,634,20,9,6,0,22,0,58,44,21,69,0,55,0,0
SN,CS,kalpa,635,20,10,7,0,22,0,59,43,20,68,0,55,0,0
SN,CS,kalpa,636,19,10,8,0,23,0,58,42,19,70,0,55,0,0
SN,CS,kalpa,637,19,10,8,0,24,0,57,42,20,69,0,55,0,0
SN,CS,kalpa,638,19,9,9,0,25,0,58,41,19,68,0,56,0,0
SN,CS,kalpa,639,18,9,9,0,25,0,59,41,18,68,0,57,0,0
SN,CS,kalpa,640,17,9,9,0,27,0,58,41,18,68,0,57,0,0
SN,CS,kalpa,641,16,9,8,0,27,0,56,42,18,70,0,58,0,0
SN,CS,kalpa,642,16,9,8,0,28,0,57,42,17,69,0,58,0,0
SN,CS,kalpa,643,15,9,8,0,27,0,58,42,17,69,0,59,0,0
SN,CS,kalpa,644,15,9,8,0,27,0,57,42,17,70,0,59,0,0
SN,CS,kalpa,645,15,9,8,0,27,0,57,42,16,71,0,59,0,0
SN,CS,kalpa,646,16,9,8,0,28,0,58,42,15,69,0,59,0,0
SN,CS,kalpa,647,16,9,9,0,29,0,58,41,14,68,0,60,0,0
SN,CS,kalpa,648,15,9,10,0,28,0,57,40,15,70,0,60,0,0
SN,CS,kalpa,649,15,9,10,0,27,0,57,40,15,71,0,60,0,0
SN,CS,kalpa,650,15,9,10,0,28,0,56,40,15,71,0,60,0,0
SN,CS,kalpa,651,15,9,10,0,29,0,55,40,16,68,0,62,0,0
SN,CS,kalpa,652,16,9,10,0,28,0,55,40,15,69,0,62,0,0
SN,CS,kalpa,653,16,9,11,0,28,0,55,39,16,69,0,61,0,0
SN,CS,kalpa,654,15,8,11,0,29,0,56,39,16,69,0,61,0,0
SN,CS,kalpa,655,16,8,11,0,29,0,57,39,16,67,0,61,0,0
SN,CS,kalpa,656,16,9,11,0,29,0,57,39,17,65,0,61,0,0
SN,CS,kalpa,657,16,8,11,0,30,0,56,39,17,65,0,62,0,0
SN,CS,kalpa,658,17,8,11,0,30,0,57,39,16,64,0,62,0,0
SN,CS,kalpa,659,16,8,11,0,30,0,56,39,16,66,0,62,0,0
SN,CS,kalpa,660,15,8,11,0,31,0,56,39,16,66,0,62,0,0
SN,CS,kalpa,661,16,7,11,0,31,0,55,39,16,67,0,62,0,0
SN,CS,kalpa,662,16,7,12,0,32,0,53,38,17,68,0,61,0,0
SN,CS,kalpa,663,17,7,11,0,32,0,54,39,17,66,0,61,0,0
SN,CS,kalpa,664,18,7,12,0,33,0,53,38,16,66,0,61,0,0
SN,CS,kalpa,665,17,7,11,0,33,0,54,39,16,66,0,61,0,0
SN,CS,kalpa,666,17,7,11,0,33,0,53,39,17,66,0,61,0,0
SN,CS,kalpa,667,17,7,11,0,32,0,54,39,17,66,0,61,0,0
SN,CS,kalpa,668,17,7,11,0,31,1,55,38,17,68,0,60,0,0
SN,CS,kalpa,669,16,7,11,0,33,1,54,38,17,68,0,60,0,0
SN,CS,kalpa,670,16,6,11,0,33,1,54,38,16,69,0,61,0,0
SN,CS,kalpa,671,18,6,11,0,33,1,54,38,16,67,0,61,0,0
