Text_Type,Book,Chapter,Window,GGL,LGL,LLL,LG,LLG,G,GL,L,GGG,GG,LGG,GLL,GLG,LL
SN,CS,chikitsa,1,35,70,1,1,15,45,1,2,41,1,32,12,37,0
SN,CS,chikitsa,2,35,69,1,1,16,44,1,3,40,1,30,13,38,0
SN,CS,chikitsa,3,35,70,1,1,15,45,1,3,42,0,30,12,39,0
SN,CS,chikitsa,4,33,69,1,1,15,45,1,3,44,0,29,12,41,0
SN,CS,chikitsa,5,34,68,1,1,15,45,1,3,43,0,28,12,43,0
SN,CS,chikitsa,6,34,70,1,1,15,46,0,3,43,0,29,12,43,0
SN,CS,chikitsa,7,35,72,1,0,14,47,0,3,43,0,30,13,42,0
SN,CS,chikitsa,8,37,72,1,0,14,47,0,3,42,0,29,13,42,0
SN,CS,chikitsa,9,37,71,1,0,14,47,0,3,43,0,28,13,43,0
SN,CS,chikitsa,10,37,71,1,0,14,47,0,3,41,0,29,15,42,0
SN,CS,chikitsa,11,35,71,1,0,15,47,0,3,43,0,29,15,41,0
SN,CS,chikitsa,12,36,70,1,0,16,47,0,3,43,0,29,15,40,0
SN,CS,chikitsa,13,36,70,1,0,17,47,0,3,43,0,29,16,38,0
SN,CS,chikitsa,14,37,70,1,0,17,47,0,3,43,0,28,16,38,0
SN,CS,chikitsa,15,36,71,1,0,16,47,0,3,45,0,27,16,38,0
SN,CS,chikitsa,16,35,71,1,0,18,47,0,3,44,0,28,16,37,0
SN,CS,chikitsa,17,37,71,1,0,18,47,0,3,43,0,27,16,37,0
SN,CS,chikitsa,18,37,71,1,0,18,47,0,3,43,0,27,16,37,0
SN,CS,chikitsa,19,38,71,1,0,18,47,0,3,42,0,27,17,36,0
SN,CS,chikitsa,20,37,71,1,0,18,47,0,3,45,0,26,17,35,0
SN,CS,chikitsa,21,38,70,1,0,18,46,0,4,44,0,25,17,37,0
SN,CS,chikitsa,22,37,69,1,0,19,46,0,4,46,0,24,17,37,0
SN,CS,chikitsa,23,37,69,1,0,20,46,0,4,44,0,24,17,38,0
SN,CS,chikitsa,24,37,70,1,0,20,45,0,5,44,0,24,17,37,0
SN,CS,chikitsa,25,37,70,1,0,20,45,0,5,43,0,24,17,38,0
SN,CS,chikitsa,26,36,70,1,0,20,44,0,6,44,0,23,17,39,0
SN,CS,chikitsa,27,36,69,1,0,21,43,0,7,44,0,23,17,39,0
SN,CS,chikitsa,28,38,68,1,0,21,43,0,7,43,0,24,16,39,0
SN,CS,chikitsa,29,37,68,1,0,20,42,0,8,43,0,23,16,42,0
SN,CS,chikitsa,30,36,68,1,0,19,42,0,8,45,0,23,17,41,0
SN,CS,chikitsa,31,35,66,1,0,19,42,0,8,47,0,23,17,42,0
SN,CS,chikitsa,32,36,68,1,0,19,43,0,7,47,0,22,16,41,0
SN,CS,chikitsa,33,36,69,1,0,19,43,0,7,47,0,23,15,40,0
SN,CS,chikitsa,34,38,69,1,0,18,43,0,7,46,0,23,15,40,0
SN,CS,chikitsa,35,39,69,1,0,18,43,0,7,47,0,22,15,39,0
SN,CS,chikitsa,36,41,70,1,0,17,42,0,8,47,0,22,14,38,0
SN,CS,chikitsa,37,41,70,1,0,18,42,0,8,46,0,22,14,38,0
SN,CS,chikitsa,38,40,71,0,0,17,41,0,9,48,0,21,14,39,0
SN,CS,chikitsa,39,40,71,0,0,17,41,0,9,48,0,21,14,39,0
SN,CS,chikitsa,40,40,71,0,0,16,40,0,10,49,0,20,15,39,0
SN,CS,chikitsa,41,39,70,0,0,16,40,0,10,50,0,19,15,41,0
SN,CS,chikitsa,42,38,70,0,0,15,39,0,11,51,0,19,15,42,0
SN,CS,chikitsa,43,38,69,0,0,14,39,0,11,51,0,18,16,44,0
SN,CS,chikitsa,44,38,69,0,0,14,39,0,11,52,0,18,16,43,0
SN,CS,chikitsa,45,38,69,0,0,14,38,0,12,53,0,19,16,41,0
SN,CS,chikitsa,46,36,70,0,0,15,38,0,12,55,0,19,16,39,0
SN,CS,chikitsa,47,36,70,0,0,17,37,0,13,54,0,19,16,38,0
SN,CS,chikitsa,48,37,69,0,0,17,37,0,13,56,0,18,16,37,0
SN,CS,chikitsa,49,37,69,0,0,17,37,0,13,55,0,18,16,38,0
SN,CS,chikitsa,50,37,68,0,0,17,37,0,13,56,0,16,16,40,0
SN,CS,chikitsa,51,38,68,0,0,17,37,0,13,55,0,15,16,41,0
SN,CS,chikitsa,52,38,68,0,0,17,38,0,12,57,0,14,15,41,0
SN,CS,chikitsa,53,40,68,0,0,17,38,0,12,57,0,13,15,40,0
SN,CS,chikitsa,54,40,68,0,0,17,38,0,12,57,0,13,15,40,0
SN,CS,chikitsa,55,40,68,0,0,17,37,0,13,59,0,13,14,39,0
SN,CS,chikitsa,56,41,67,0,0,17,37,0,13,58,0,12,14,41,0
SN,CS,chikitsa,57,43,66,0,0,17,37,0,13,59,0,11,13,41,0
SN,CS,chikitsa,58,41,67,0,0,18,37,0,13,58,0,11,15,40,0
SN,CS,chikitsa,59,41,67,0,0,18,37,0,13,58,0,10,16,40,0
SN,CS,chikitsa,60,42,67,0,0,18,37,0,13,59,0,9,14,41,0
SN,CS,chikitsa,61,44,67,0,0,18,37,0,13,56,0,10,14,41,0
SN,CS,chikitsa,62,44,67,0,0,17,37,0,13,57,0,10,14,41,0
SN,CS,chikitsa,63,43,68,0,0,17,37,0,13,57,0,10,13,42,0
SN,CS,chikitsa,64,42,68,0,0,17,37,0,13,58,0,10,12,43,0
SN,CS,chikitsa,65,42,66,0,1,18,36,0,13,55,0,11,12,43,0
SN,CS,chikitsa,66,44,68,1,1,19,36,0,13,56,0,11,14,43,0
SN,CS,chikitsa,67,61,79,11,1,23,35,0,13,64,0,21,24,57,1
SN,CS,chikitsa,68,61,79,12,1,22,34,0,13,63,0,22,24,59,1
SN,CS,chikitsa,69,61,79,12,1,22,34,0,13,65,0,21,23,59,1
SN,CS,chikitsa,70,63,79,12,1,22,34,0,13,64,0,21,23,58,1
SN,CS,chikitsa,71,62,79,12,1,23,35,0,12,65,0,22,23,56,1
SN,CS,chikitsa,72,62,80,12,1,24,35,0,12,63,0,22,22,57,1
SN,CS,chikitsa,73,61,80,12,1,25,35,0,12,64,0,21,22,57,1
SN,CS,chikitsa,74,61,78,12,2,26,35,0,11,64,0,21,21,57,1
SN,CS,chikitsa,75,61,78,12,2,26,35,0,11,67,0,20,21,55,1
SN,CS,chikitsa,76,63,78,12,2,26,36,0,10,67,0,19,21,54,1
SN,CS,chikitsa,77,62,78,12,2,26,36,0,10,69,0,19,21,53,1
SN,CS,chikitsa,78,60,79,12,2,26,37,0,9,70,0,18,21,54,1
SN,CS,chikitsa,79,62,78,12,2,26,38,0,8,71,0,18,21,52,1
SN,CS,chikitsa,80,61,78,12,2,27,38,0,8,70,0,19,20,53,1
SN,CS,chikitsa,81,64,78,12,2,27,37,0,9,68,0,19,19,53,1
SN,CS,chikitsa,82,64,76,12,2,27,37,0,9,69,0,19,19,54,1
SN,CS,chikitsa,83,64,76,12,2,28,37,0,9,70,0,17,19,54,1
SN,CS,chikitsa,84,63,76,12,2,29,37,0,9,69,0,18,19,54,1
SN,CS,chikitsa,85,63,76,12,2,30,37,0,9,68,0,19,18,54,1
SN,CS,chikitsa,86,62,75,12,2,30,38,0,8,69,0,20,18,54,1
SN,CS,chikitsa,87,61,75,12,2,30,38,0,8,68,0,21,18,55,1
SN,CS,chikitsa,88,61,76,12,2,30,39,0,7,67,0,21,18,55,1
SN,CS,chikitsa,89,61,76,12,2,31,39,0,7,66,0,21,18,55,1
SN,CS,chikitsa,90,61,76,12,2,32,40,0,6,64,0,22,17,56,1
SN,CS,chikitsa,91,61,76,12,2,32,40,0,6,65,0,22,18,54,1
SN,CS,chikitsa,92,61,75,12,2,32,41,0,5,67,0,22,18,53,1
SN,CS,chikitsa,93,61,76,12,2,33,41,0,5,68,0,22,17,51,1
SN,CS,chikitsa,94,62,75,12,2,33,40,0,6,66,0,23,17,52,1
SN,CS,chikitsa,95,61,75,12,2,33,41,0,5,64,0,23,17,55,1
SN,CS,chikitsa,96,63,75,12,2,32,41,0,5,63,0,23,17,55,1
SN,CS,chikitsa,97,63,75,12,2,30,42,0,4,63,0,23,18,58,1
SN,CS,chikitsa,98,64,75,12,2,30,42,0,4,62,0,23,19,59,1
SN,CS,chikitsa,99,66,74,12,2,30,42,0,4,62,0,23,20,59,1
SN,CS,chikitsa,100,67,75,12,2,30,41,0,5,61,0,23,21,59,1
SN,CS,chikitsa,101,66,75,12,2,30,41,0,5,60,0,24,21,57,1
SN,CS,chikitsa,102,73,85,23,2,35,41,0,5,70,0,34,22,64,1
SN,CS,chikitsa,103,74,86,26,3,35,40,0,5,70,0,36,23,70,1
SN,CS,chikitsa,104,75,85,28,3,35,39,0,5,68,0,36,23,69,1
SN,CS,chikitsa,105,79,87,34,3,44,39,0,4,74,0,47,29,75,1
SN,CS,chikitsa,106,78,87,34,3,44,38,0,4,74,1,47,29,74,1
SN,CS,chikitsa,107,84,92,44,3,50,37,0,4,78,1,58,35,86,2
SN,CS,chikitsa,108,84,91,44,3,49,36,0,4,78,1,58,36,89,2
SN,CS,chikitsa,109,84,91,45,3,49,36,0,4,77,1,58,36,89,2
SN,CS,chikitsa,110,84,91,45,3,51,35,0,5,77,1,58,36,87,2
SN,CS,chikitsa,111,82,91,45,3,51,35,0,5,78,1,57,38,87,2
SN,CS,chikitsa,112,82,94,45,3,51,34,0,5,76,1,57,38,89,2
SN,CS,chikitsa,113,84,96,45,3,50,33,0,5,75,1,57,38,90,2
SN,CS,chikitsa,114,84,95,45,4,51,32,0,5,76,1,57,40,88,2
SN,CS,chikitsa,115,85,97,45,3,50,33,0,5,78,1,56,40,88,2
SN,CS,chikitsa,116,84,94,44,3,47,32,0,5,78,1,56,39,89,2
SN,CS,chikitsa,117,64,81,34,3,44,32,0,5,70,2,47,30,75,1
SN,CS,chikitsa,118,68,86,41,3,46,33,0,5,73,2,48,35,79,1
SN,CS,chikitsa,119,70,88,44,3,48,32,1,5,73,2,51,38,83,1
SN,CS,chikitsa,120,83,101,48,3,59,31,1,6,88,2,61,41,95,1
SN,CS,chikitsa,121,85,102,48,3,59,30,2,6,90,2,62,44,98,1
SN,CS,chikitsa,122,95,112,50,3,60,30,2,6,100,2,70,51,113,1
SN,CS,chikitsa,123,97,115,51,3,61,29,2,6,100,2,73,52,113,1
SN,CS,chikitsa,124,97,115,51,2,62,29,2,6,99,2,74,54,116,1
SN,CS,chikitsa,125,98,116,51,2,62,28,2,7,96,2,74,55,118,1
SN,CS,chikitsa,126,97,117,51,2,62,28,2,7,95,2,74,56,120,1
SN,CS,chikitsa,127,98,118,51,2,61,28,2,7,92,2,74,58,122,1
SN,CS,chikitsa,128,99,116,52,2,60,28,2,7,91,2,74,58,121,1
SN,CS,chikitsa,129,103,117,52,2,65,27,2,7,93,3,77,64,126,1
SN,CS,chikitsa,130,104,119,52,2,65,27,2,7,97,3,76,66,125,1
SN,CS,chikitsa,131,103,119,53,2,66,27,2,6,98,3,78,66,124,1
SN,CS,chikitsa,132,103,119,53,2,66,26,2,6,97,4,78,66,122,1
SN,CS,chikitsa,133,105,120,55,2,70,25,3,6,101,4,85,72,128,1
SN,CS,chikitsa,134,105,119,55,2,70,25,3,6,101,4,84,72,127,1
SN,CS,chikitsa,135,111,121,55,2,69,25,3,6,103,4,85,75,133,1
SN,CS,chikitsa,136,111,120,56,2,69,24,3,6,101,5,84,75,133,1
SN,CS,chikitsa,137,121,125,59,2,76,23,4,6,111,5,90,78,140,1
SN,CS,chikitsa,138,123,123,59,2,76,23,4,6,110,5,90,78,139,1
SN,CS,chikitsa,139,134,132,68,2,81,22,4,6,120,5,102,83,153,1
SN,CS,chikitsa,140,135,131,69,2,81,21,4,7,121,5,101,84,155,1
SN,CS,chikitsa,141,135,131,69,2,82,21,4,7,119,5,101,83,155,1
SN,CS,chikitsa,142,135,136,72,2,83,20,4,7,117,5,102,83,157,1
SN,CS,chikitsa,143,135,136,74,2,85,19,4,7,117,6,104,84,159,1
SN,CS,chikitsa,144,140,139,77,2,89,20,4,6,122,6,106,86,161,1
SN,CS,chikitsa,145,143,139,77,2,91,19,5,6,123,6,114,86,158,1
SN,CS,chikitsa,146,141,137,77,2,92,18,5,6,123,7,120,87,160,1
SN,CS,chikitsa,147,139,137,78,2,93,17,5,6,123,7,122,86,159,1
SN,CS,chikitsa,148,140,137,79,2,93,16,5,6,123,7,126,86,158,1
SN,CS,chikitsa,149,140,136,80,2,93,15,6,6,124,7,126,86,157,1
SN,CS,chikitsa,150,138,134,80,2,94,15,6,5,124,8,126,85,156,1
SN,CS,chikitsa,151,147,141,82,2,96,14,7,5,133,8,128,88,160,1
SN,CS,chikitsa,152,140,130,71,2,91,13,7,5,121,9,118,87,153,1
SN,CS,chikitsa,153,140,129,68,1,93,13,7,6,120,9,119,87,148,1
SN,CS,chikitsa,154,139,129,66,1,94,13,7,6,120,10,119,88,147,1
SN,CS,chikitsa,155,142,127,62,1,89,13,7,6,115,10,113,84,141,1
SN,CS,chikitsa,156,142,127,62,1,88,13,7,6,115,9,115,86,142,1
SN,CS,chikitsa,157,135,123,52,1,83,13,7,7,110,9,104,80,130,0
SN,CS,chikitsa,158,138,123,52,1,84,14,7,7,110,9,104,77,127,0
SN,CS,chikitsa,159,138,123,51,1,85,14,7,7,111,9,105,76,126,0
SN,CS,chikitsa,160,137,123,51,1,85,14,7,7,110,9,106,77,126,0
SN,CS,chikitsa,161,137,123,51,1,84,14,7,7,111,9,106,75,128,0
SN,CS,chikitsa,162,135,119,51,2,85,14,7,7,111,9,106,76,126,0
SN,CS,chikitsa,163,134,116,51,2,85,15,7,7,111,9,107,76,126,0
SN,CS,chikitsa,164,135,118,51,1,84,16,7,7,108,9,107,75,127,0
SN,CS,chikitsa,165,136,117,51,1,84,15,7,8,107,9,107,75,128,0
SN,CS,chikitsa,166,137,118,51,1,84,16,7,8,106,9,106,74,128,0
SN,CS,chikitsa,167,137,119,51,1,83,17,7,8,108,8,106,73,129,0
SN,CS,chikitsa,168,134,116,43,1,82,17,7,8,105,8,104,67,122,0
SN,CS,chikitsa,169,131,112,40,2,81,17,6,8,106,8,102,64,119,0
SN,CS,chikitsa,170,116,99,36,2,70,18,6,7,92,8,92,61,108,0
SN,CS,chikitsa,171,117,98,36,2,71,18,5,7,92,9,91,61,105,0
SN,CS,chikitsa,172,107,88,34,2,68,18,5,7,83,9,86,54,89,0
SN,CS,chikitsa,173,105,84,33,2,66,18,5,7,82,10,84,54,88,0
SN,CS,chikitsa,174,123,93,42,2,77,18,5,7,96,10,96,63,103,0
SN,CS,chikitsa,175,122,92,42,2,77,18,5,6,96,10,97,62,105,0
SN,CS,chikitsa,176,121,91,42,2,78,18,5,6,96,10,98,61,104,0
SN,CS,chikitsa,177,122,90,42,2,79,19,5,5,96,10,99,59,102,0
SN,CS,chikitsa,178,121,91,41,2,79,19,5,5,97,10,100,59,104,0
SN,CS,chikitsa,179,116,91,41,2,74,20,5,5,95,9,97,53,99,0
SN,CS,chikitsa,180,115,89,41,2,73,20,5,5,90,9,99,53,99,0
SN,CS,chikitsa,181,115,90,40,2,72,21,5,5,89,9,97,53,99,0
SN,CS,chikitsa,182,115,90,40,2,73,21,5,6,90,8,97,53,100,0
SN,CS,chikitsa,183,112,89,38,2,69,22,4,6,85,8,91,47,95,0
SN,CS,chikitsa,184,112,91,38,2,68,22,4,6,85,8,92,47,96,0
SN,CS,chikitsa,185,106,89,38,2,68,22,4,6,84,8,90,44,91,0
SN,CS,chikitsa,186,107,90,37,2,68,23,4,6,85,7,90,44,92,0
SN,CS,chikitsa,187,97,85,34,2,61,24,3,6,77,7,84,41,83,0
SN,CS,chikitsa,188,96,85,34,2,61,24,3,6,80,7,84,41,83,0
SN,CS,chikitsa,189,86,77,25,2,55,25,3,6,70,7,72,36,68,0
SN,CS,chikitsa,190,85,79,24,2,54,26,3,5,70,7,72,35,66,0
SN,CS,chikitsa,191,86,79,24,2,52,26,3,5,71,7,73,35,67,0
SN,CS,chikitsa,192,86,76,21,2,51,27,3,5,70,7,72,36,65,0
SN,CS,chikitsa,193,86,76,19,2,49,27,3,6,69,6,70,35,64,0
SN,CS,chikitsa,194,80,74,16,2,46,27,3,6,64,6,68,33,61,0
SN,CS,chikitsa,195,78,74,16,2,45,28,2,6,64,6,59,33,62,0
SN,CS,chikitsa,196,79,75,16,2,44,29,2,6,64,5,53,34,60,0
SN,CS,chikitsa,197,79,75,15,2,43,30,2,6,66,5,52,34,59,0
SN,CS,chikitsa,198,76,75,15,2,44,30,2,6,65,5,48,33,59,0
SN,CS,chikitsa,199,75,74,15,2,45,31,1,6,65,5,48,32,59,0
SN,CS,chikitsa,200,75,76,15,2,44,31,1,7,66,4,49,32,59,0
SN,CS,chikitsa,201,67,69,13,2,42,32,0,7,57,4,47,29,57,0
SN,CS,chikitsa,202,68,70,13,2,43,32,0,8,57,3,47,30,56,0
SN,CS,chikitsa,203,65,70,13,2,41,33,0,7,57,3,45,29,57,0
SN,CS,chikitsa,204,66,72,13,2,40,33,0,8,57,2,45,29,58,0
SN,CS,chikitsa,205,60,72,11,2,36,34,0,8,54,2,40,28,58,0
SN,CS,chikitsa,206,61,72,11,2,36,34,0,9,54,2,39,27,57,0
SN,CS,chikitsa,207,59,71,11,2,35,35,0,8,57,2,39,27,58,0
SN,CS,chikitsa,208,59,71,11,2,34,35,0,8,57,2,39,27,59,0
SN,CS,chikitsa,209,58,71,11,2,33,35,0,8,59,2,38,27,60,0
SN,CS,chikitsa,210,59,71,11,2,32,36,0,7,60,2,37,26,61,0
SN,CS,chikitsa,211,60,72,11,2,32,36,0,7,58,2,37,26,61,0
SN,CS,chikitsa,212,62,73,11,1,31,37,0,7,58,2,38,25,62,0
SN,CS,chikitsa,213,63,73,11,1,31,37,0,7,59,2,38,25,60,0
SN,CS,chikitsa,214,64,73,11,1,31,37,0,7,59,2,38,24,60,0
SN,CS,chikitsa,215,62,73,11,1,32,37,0,7,58,2,39,25,60,0
SN,CS,chikitsa,216,62,73,11,1,32,37,0,7,58,2,39,25,60,0
SN,CS,chikitsa,217,62,72,11,1,33,36,0,7,56,2,38,26,60,0
SN,CS,chikitsa,218,63,70,11,1,32,36,0,7,57,2,38,26,61,0
SN,CS,chikitsa,219,63,71,11,0,32,37,0,7,55,2,38,26,61,0
SN,CS,chikitsa,220,64,71,11,0,33,37,0,7,53,2,39,26,60,0
SN,CS,chikitsa,221,61,71,11,0,31,37,0,8,51,1,38,24,61,0
SN,CS,chikitsa,222,62,70,11,0,32,37,0,8,51,1,35,24,62,0
SN,CS,chikitsa,223,62,72,11,0,31,38,0,8,54,0,34,23,62,0
SN,CS,chikitsa,224,44,64,2,0,18,39,0,8,40,0,23,13,44,0
SN,CS,chikitsa,225,44,64,2,0,18,40,0,8,41,0,23,13,41,0
SN,CS,chikitsa,226,43,64,2,0,18,40,0,8,42,0,23,13,41,0
SN,CS,chikitsa,227,43,64,2,0,18,40,0,8,43,0,22,13,41,0
SN,CS,chikitsa,228,45,64,2,0,18,39,0,9,43,0,21,14,41,0
SN,CS,chikitsa,229,46,63,2,0,18,39,0,9,43,0,21,15,42,0
SN,CS,chikitsa,230,46,63,2,0,18,39,0,9,44,0,19,13,42,0
SN,CS,chikitsa,231,46,62,2,0,18,39,0,9,45,0,19,14,44,0
SN,CS,chikitsa,232,46,63,2,0,17,40,0,8,45,0,19,15,45,0
SN,CS,chikitsa,233,48,62,2,0,16,39,0,9,45,0,18,17,46,0
SN,CS,chikitsa,234,49,61,2,0,16,39,0,9,45,0,17,18,48,0
SN,CS,chikitsa,235,48,61,2,0,18,38,0,9,43,0,17,18,47,0
SN,CS,chikitsa,236,46,62,2,0,18,38,0,9,43,0,18,19,46,0
SN,CS,chikitsa,237,47,63,2,0,18,38,0,9,42,0,17,19,46,0
SN,CS,chikitsa,238,46,63,2,0,18,37,0,10,42,0,17,19,47,0
SN,CS,chikitsa,239,44,63,2,0,18,37,0,10,42,0,17,19,49,0
SN,CS,chikitsa,240,44,62,2,0,19,37,0,10,41,0,18,20,48,0
SN,CS,chikitsa,241,43,62,2,0,19,37,0,10,43,0,17,20,48,0
SN,CS,chikitsa,242,42,61,2,0,20,37,0,10,45,0,17,19,48,0
SN,CS,chikitsa,243,43,60,2,0,19,38,0,9,46,0,17,19,48,0
SN,CS,chikitsa,244,43,59,2,0,19,37,0,9,45,0,16,19,49,0
SN,CS,chikitsa,245,42,60,2,0,19,37,0,9,44,0,16,20,49,0
SN,CS,chikitsa,246,43,60,2,0,20,37,0,9,43,0,16,18,50,0
SN,CS,chikitsa,247,43,60,2,0,20,37,0,9,42,0,16,18,51,0
SN,CS,chikitsa,248,44,60,1,0,19,38,0,9,43,0,16,18,52,0
SN,CS,chikitsa,249,45,61,0,0,19,38,0,9,43,0,16,18,51,0
SN,CS,chikitsa,250,47,60,0,0,19,38,0,9,43,0,16,18,50,0
SN,CS,chikitsa,251,46,60,0,0,21,38,0,9,44,0,16,18,48,0
SN,CS,chikitsa,252,46,60,0,0,19,39,0,8,44,0,18,17,49,0
SN,CS,chikitsa,253,46,60,0,0,20,39,0,8,44,0,17,18,48,0
SN,CS,chikitsa,254,45,59,0,0,21,40,0,7,45,0,18,17,48,0
SN,CS,chikitsa,255,43,59,0,0,22,40,0,7,45,0,20,16,47,0
SN,CS,chikitsa,256,42,59,0,0,23,41,0,6,47,0,19,15,47,0
SN,CS,chikitsa,257,44,59,0,0,24,40,0,7,45,0,19,15,46,0
SN,CS,chikitsa,258,42,60,0,0,24,40,0,7,45,0,20,15,46,0
SN,CS,chikitsa,259,42,60,0,0,25,39,0,8,43,0,21,16,45,0
SN,CS,chikitsa,260,41,61,0,0,24,38,0,8,42,0,21,16,45,0
SN,CS,chikitsa,261,40,60,0,0,24,38,0,8,44,0,21,16,45,0
SN,CS,chikitsa,262,39,60,0,0,25,38,0,8,45,0,20,16,45,0
SN,CS,chikitsa,263,37,60,0,0,25,38,0,8,45,0,21,17,45,0
SN,CS,chikitsa,264,36,59,0,0,26,38,0,8,46,0,21,17,45,0
SN,CS,chikitsa,265,36,60,0,0,26,38,0,7,46,0,20,17,44,0
SN,CS,chikitsa,266,34,60,0,0,28,38,0,7,47,0,20,17,43,0
SN,CS,chikitsa,267,34,61,0,0,29,39,0,7,48,0,20,16,43,0
SN,CS,chikitsa,268,32,62,0,0,30,38,0,7,47,0,20,17,42,0
SN,CS,chikitsa,269,32,63,0,0,29,38,0,7,46,0,19,18,43,0
SN,CS,chikitsa,270,32,65,0,0,28,37,0,8,45,0,18,18,44,0
SN,CS,chikitsa,271,33,65,0,0,28,38,0,7,44,0,18,18,44,0
SN,CS,chikitsa,272,34,65,0,0,27,38,0,7,43,0,19,18,44,0
SN,CS,chikitsa,273,34,65,0,0,28,37,0,7,40,0,19,19,44,0
SN,CS,chikitsa,274,34,64,0,0,29,36,0,8,40,0,19,19,44,0
SN,CS,chikitsa,275,35,64,0,0,29,36,0,8,41,0,18,19,43,0
SN,CS,chikitsa,276,37,64,0,0,29,35,0,9,41,0,17,19,42,0
SN,CS,chikitsa,277,36,65,0,0,28,35,0,9,41,0,18,19,42,0
SN,CS,chikitsa,278,34,65,0,0,29,36,0,8,41,0,18,18,42,0
SN,CS,chikitsa,279,32,65,0,0,29,36,0,8,42,0,18,17,42,0
SN,CS,chikitsa,280,33,65,0,0,30,36,0,8,43,0,18,17,42,0
SN,CS,chikitsa,281,31,65,0,0,30,36,0,8,43,0,19,17,41,0
SN,CS,chikitsa,282,30,64,0,0,31,35,0,9,44,0,19,16,40,0
SN,CS,chikitsa,283,28,65,0,0,32,36,0,8,46,0,19,14,38,0
SN,CS,chikitsa,284,26,66,0,0,32,36,0,8,46,0,21,14,35,0
SN,CS,chikitsa,285,27,66,0,0,31,37,0,8,48,0,21,14,35,0
SN,CS,chikitsa,286,28,65,0,0,31,37,0,8,48,0,21,13,36,0
SN,CS,chikitsa,287,27,64,0,0,31,37,0,8,49,0,21,14,36,0
SN,CS,chikitsa,288,27,64,0,0,33,38,0,7,48,0,21,14,35,0
SN,CS,chikitsa,289,29,63,0,0,33,38,0,7,47,0,23,14,33,0
SN,CS,chikitsa,290,29,63,0,0,32,38,0,7,48,0,22,14,34,0
SN,CS,chikitsa,291,29,63,0,0,33,37,0,8,47,0,23,14,33,0
SN,CS,chikitsa,292,30,62,0,0,34,37,0,8,45,0,23,15,33,0
SN,CS,chikitsa,293,29,63,0,0,34,37,0,8,44,0,24,16,32,0
SN,CS,chikitsa,294,31,63,0,0,34,38,0,8,45,0,24,16,31,0
SN,CS,chikitsa,295,32,62,0,0,33,37,0,9,47,0,24,15,31,0
SN,CS,chikitsa,296,30,63,0,0,33,37,0,9,48,0,24,15,31,0
SN,CS,chikitsa,297,30,64,0,0,33,37,0,9,49,0,23,15,30,0
SN,CS,chikitsa,298,30,65,0,0,33,37,0,9,49,0,23,15,29,0
SN,CS,chikitsa,299,28,67,0,0,32,37,0,9,48,0,23,15,31,0
SN,CS,chikitsa,300,27,68,0,0,32,37,0,9,48,0,23,15,31,0
SN,CS,chikitsa,301,28,69,0,0,30,37,0,9,48,0,22,15,32,0
SN,CS,chikitsa,302,28,70,0,0,30,36,0,10,48,0,20,16,32,0
SN,CS,chikitsa,303,29,70,0,0,29,36,0,10,47,0,20,16,33,0
SN,CS,chikitsa,304,29,70,0,0,29,36,0,10,48,0,20,16,32,0
SN,CS,chikitsa,305,31,70,0,0,28,36,0,10,49,0,18,16,33,0
SN,CS,chikitsa,306,32,71,0,0,27,36,0,10,48,0,18,17,34,0
SN,CS,chikitsa,307,32,71,0,0,26,37,0,9,48,0,18,18,36,0
SN,CS,chikitsa,308,33,71,0,0,26,36,0,10,48,0,17,19,37,0
SN,CS,chikitsa,309,35,71,0,0,25,36,0,10,48,0,16,19,39,0
SN,CS,chikitsa,310,35,70,1,0,25,37,0,10,48,0,16,20,38,0
SN,CS,chikitsa,311,35,69,2,1,27,36,0,10,48,0,16,20,37,0
SN,CS,chikitsa,312,35,70,2,1,26,36,0,10,49,0,16,20,36,0
SN,CS,chikitsa,313,35,71,2,1,27,36,0,10,51,0,15,19,36,0
SN,CS,chikitsa,314,34,70,2,1,27,35,0,10,50,1,16,20,35,0
SN,CS,chikitsa,315,36,68,3,1,28,36,0,10,57,1,17,19,36,0
SN,CS,chikitsa,316,41,76,11,1,34,36,0,10,60,1,26,23,43,0
SN,CS,chikitsa,317,42,77,13,1,32,35,0,10,62,1,26,24,44,0
SN,CS,chikitsa,318,56,84,18,1,40,35,1,10,76,1,41,32,56,0
SN,CS,chikitsa,319,57,83,23,1,41,34,1,10,77,1,45,31,55,0
SN,CS,chikitsa,320,66,90,26,1,44,34,1,9,89,2,53,34,62,0
SN,CS,chikitsa,321,65,89,26,2,44,33,1,9,89,2,54,33,61,0
SN,CS,chikitsa,322,85,94,34,2,52,32,2,9,113,2,74,39,80,0
SN,CS,chikitsa,323,85,93,34,2,51,32,2,9,114,2,75,39,83,0
SN,CS,chikitsa,324,85,93,34,2,51,33,2,8,116,2,73,39,83,0
SN,CS,chikitsa,325,83,93,34,2,51,32,2,9,114,2,74,39,86,0
SN,CS,chikitsa,326,81,93,34,2,52,33,2,8,114,2,75,39,86,0
SN,CS,chikitsa,327,81,93,34,2,52,33,2,8,114,2,74,39,87,0
SN,CS,chikitsa,328,81,94,34,2,52,33,2,8,115,2,74,39,85,0
SN,CS,chikitsa,329,81,95,34,2,53,33,2,8,115,2,74,39,83,0
SN,CS,chikitsa,330,81,95,34,2,54,32,2,9,114,2,74,39,83,0
SN,CS,chikitsa,331,81,95,34,2,54,32,2,9,115,2,74,38,83,0
