Text_Type,Book,Chapter,Window,LG,LLG,L,GLL,GGL,LGL,G,GGG,LGG,GLG,LLL,GG,LL
SN,AH,nidana,1324,2,7,3,5,20,30,18,30,22,26,1,0,0
SN,AH,nidana,1325,2,9,3,6,19,31,18,29,21,25,1,0,0
SN,AH,nidana,1326,2,10,3,5,19,30,18,28,22,26,1,0,0
SN,AH,nidana,1327,3,12,3,5,19,30,17,29,23,27,1,0,0
SN,AH,nidana,1328,3,13,2,5,17,30,18,31,23,26,1,0,0
SN,AH,nidana,1329,3,13,2,5,18,30,18,29,23,27,1,0,0
SN,AH,nidana,1330,3,12,2,5,17,29,18,29,24,29,1,0,0
SN,AH,nidana,1331,3,13,1,5,16,30,19,29,24,28,1,0,0
SN,AH,nidana,1332,3,14,1,6,15,32,20,30,21,24,1,0,0
SN,AH,nidana,1333,3,15,1,7,16,34,20,31,23,24,1,0,0
SN,AH,nidana,1334,3,15,1,8,16,35,21,30,20,24,0,0,0
SN,AH,nidana,1335,3,16,0,7,16,35,22,30,20,24,0,0,0
SN,AH,nidana,1336,3,16,0,7,16,34,22,31,20,24,0,0,0
SN,AH,nidana,1337,4,17,0,7,16,34,21,33,20,26,0,0,0
SN,AH,nidana,1338,4,17,0,7,16,33,21,33,20,27,0,0,0
SN,AH,nidana,1339,4,19,0,7,16,32,20,32,22,28,0,0,0
SN,AH,nidana,1340,3,18,0,6,13,30,21,31,23,30,0,0,0
SN,AH,nidana,1341,3,18,0,8,13,29,20,33,23,30,0,0,0
SN,AH,nidana,1342,3,20,0,8,13,30,20,32,22,29,0,0,0
SN,AH,nidana,1343,3,19,0,9,14,31,20,31,22,28,0,0,0
SN,AH,nidana,1344,3,18,1,9,14,31,19,31,21,30,0,0,0
SN,AH,nidana,1345,3,18,1,8,15,31,18,31,21,33,0,0,0
SN,AH,nidana,1346,2,17,1,9,13,31,19,28,21,32,1,0,0
SN,AH,nidana,1347,3,18,1,9,14,32,18,29,22,32,1,0,0
SN,AH,nidana,1348,3,18,1,8,16,34,18,28,20,32,1,0,0
SN,AH,nidana,1349,3,18,1,8,15,35,18,29,20,31,1,0,0
SN,AH,nidana,1350,3,16,1,7,16,33,18,32,20,32,1,0,0
SN,AH,nidana,1351,3,15,1,8,16,33,18,32,19,33,1,0,0
SN,AH,nidana,1352,2,13,1,8,16,33,19,32,18,31,1,0,0
SN,AH,nidana,1353,2,12,2,8,16,33,18,31,18,33,1,0,0
SN,AH,nidana,1354,2,12,2,8,15,33,18,34,17,32,1,0,0
SN,AH,nidana,1355,2,12,2,9,16,33,18,33,17,31,1,0,0
SN,AH,nidana,1356,2,12,2,10,16,33,18,33,16,31,1,0,0
SN,AH,nidana,1357,2,12,2,9,16,32,17,32,18,32,1,1,0
SN,AH,nidana,1358,2,12,2,8,14,30,16,31,18,33,1,1,0
SN,AH,nidana,1359,2,12,2,7,15,31,16,31,18,32,1,1,0
SN,AH,nidana,1360,2,11,2,7,15,31,16,32,17,33,1,1,0
SN,AH,nidana,1361,2,12,2,7,16,32,16,31,16,32,1,1,0
SN,AH,nidana,1362,1,12,2,7,15,33,17,28,15,31,1,1,0
SN,AH,nidana,1363,1,12,2,7,16,33,17,27,16,30,1,1,0
SN,AH,nidana,1364,1,11,2,7,16,34,17,28,14,31,1,1,0
SN,AH,nidana,1365,1,11,2,9,16,35,17,28,13,29,1,1,0
SN,AH,nidana,1366,1,11,2,7,16,36,18,28,12,28,1,1,0
SN,AH,nidana,1367,1,9,2,7,17,36,18,27,13,29,1,1,0
SN,AH,nidana,1368,1,9,2,6,16,34,17,29,16,31,1,1,0
SN,AH,nidana,1369,1,9,1,6,16,34,18,30,16,30,1,1,0
SN,AH,nidana,1370,2,9,1,6,17,34,18,33,16,28,1,1,0
SN,AH,nidana,1371,2,10,1,5,17,34,18,36,15,27,0,1,0
SN,AH,nidana,1372,1,9,1,5,16,32,18,37,15,28,0,1,0
SN,AH,nidana,1373,1,9,1,5,15,30,18,39,15,29,0,1,0
SN,AH,nidana,1374,1,9,1,5,15,29,18,40,14,30,0,1,0
SN,AH,nidana,1375,1,10,1,5,15,30,18,38,14,30,0,1,0
SN,AH,nidana,1376,1,10,1,6,15,30,17,39,13,32,0,1,0
SN,AH,nidana,1377,1,10,1,7,15,30,17,37,13,33,0,1,0
SN,AH,nidana,1378,1,10,0,7,16,30,18,36,12,34,0,1,0
SN,AH,nidana,1379,1,11,0,7,17,31,18,34,12,33,0,1,0
SN,AH,nidana,1380,1,11,0,6,16,31,18,36,12,33,0,1,0
SN,AH,nidana,1381,1,11,0,5,17,31,18,36,12,33,0,1,0
SN,AH,nidana,1382,1,10,0,5,18,30,18,37,12,35,1,0,0
SN,AH,nidana,1383,1,9,0,5,18,30,19,37,10,35,1,0,0
SN,AH,nidana,1384,1,9,0,6,19,28,18,36,13,36,1,0,0
SN,AH,nidana,1385,1,10,0,6,19,29,18,35,13,35,1,0,0
SN,AH,nidana,1386,1,9,1,7,18,29,17,36,13,35,1,0,0
SN,AH,nidana,1387,1,9,1,7,20,27,17,36,13,35,1,0,0
SN,AH,nidana,1388,1,10,1,7,20,26,16,37,13,37,1,0,0
SN,AH,nidana,1389,1,11,1,7,19,27,17,35,13,35,1,0,0
SN,AH,nidana,1390,1,11,1,5,20,26,17,36,13,36,1,0,0
SN,AH,nidana,1391,1,12,1,5,21,26,17,35,13,35,1,0,0
SN,AH,nidana,1392,1,13,1,5,21,24,16,36,15,36,1,0,0
SN,AH,nidana,1393,1,13,1,5,21,27,17,34,13,34,1,0,0
SN,AH,nidana,1394,1,13,1,6,21,27,17,32,13,35,1,0,0
SN,AH,nidana,1395,0,13,1,6,19,27,18,30,12,35,1,0,0
SN,AH,nidana,1396,0,12,1,6,20,27,18,28,14,35,1,0,0
SN,AH,nidana,1397,0,11,1,6,20,28,19,25,15,34,1,0,0
SN,AH,nidana,1398,0,12,1,6,20,27,18,25,17,35,1,0,0
SN,AH,nidana,1399,0,12,1,6,21,27,18,23,18,35,1,0,0
SN,AH,nidana,1400,0,12,1,6,21,26,17,24,19,36,2,0,0
SN,AH,nidana,1401,0,13,1,4,21,26,18,26,19,32,2,0,0
SN,AH,nidana,1402,0,13,1,3,21,25,17,26,22,34,2,0,0
SN,AH,nidana,1403,0,13,2,3,20,25,16,28,23,32,2,0,0
SN,AH,nidana,1404,0,13,2,4,19,24,15,28,24,35,2,0,0
SN,AH,nidana,1405,0,15,2,4,19,24,15,27,24,34,2,0,0
SN,AH,nidana,1406,0,15,2,4,18,25,15,26,25,34,2,0,0
SN,AH,nidana,1407,0,15,2,4,18,26,16,26,24,32,1,0,0
SN,AH,nidana,1408,0,14,2,4,19,26,16,26,24,32,1,0,0
SN,AH,nidana,1409,0,14,2,3,18,26,17,27,22,32,1,0,0
SN,AH,nidana,1410,0,14,2,4,18,26,17,26,23,31,1,0,0
SN,AH,nidana,1411,0,14,1,3,20,27,18,25,23,30,1,0,0
SN,AH,nidana,1412,0,16,1,6,20,28,18,24,24,31,2,0,0
SN,AH,nidana,1413,0,15,1,6,20,27,19,24,24,30,2,0,0
SN,AH,nidana,1414,0,13,1,7,22,25,19,25,24,30,2,0,0
SN,AH,nidana,1415,0,13,1,7,21,26,19,25,24,30,2,0,0
SN,AH,nidana,1416,0,12,1,8,21,25,18,24,27,32,2,0,0
SN,AH,nidana,1417,0,11,1,8,20,26,19,26,24,31,2,0,0
SN,AH,nidana,1418,0,11,1,8,19,24,19,29,23,32,2,0,0
SN,AH,nidana,1419,0,11,1,7,20,23,19,31,23,31,2,0,0
SN,AH,nidana,1420,0,11,1,7,20,23,19,32,23,30,2,0,0
SN,AH,nidana,1421,0,11,1,8,20,23,19,32,22,30,2,0,0
SN,AH,nidana,1422,0,11,1,8,21,23,19,34,20,29,2,0,0
SN,AH,nidana,1423,0,10,2,8,21,24,19,33,19,28,2,0,0
SN,AH,nidana,1424,0,11,2,8,20,24,19,33,19,28,2,0,0
SN,AH,nidana,1425,0,10,2,8,21,25,20,33,18,26,1,0,0
SN,AH,nidana,1426,0,9,2,8,23,25,20,32,18,26,1,0,0
SN,AH,nidana,1427,0,9,2,8,23,26,21,33,16,23,1,0,0
SN,AH,nidana,1428,0,10,1,8,23,27,22,32,15,23,1,0,0
SN,AH,nidana,1429,0,9,1,7,25,27,23,32,14,21,1,0,0
SN,AH,nidana,1430,0,7,1,7,25,27,23,33,13,23,1,0,0
SN,AH,nidana,1431,0,7,1,7,24,26,23,34,14,23,1,0,0
SN,AH,nidana,1432,0,7,1,7,24,26,23,34,13,24,1,0,0
SN,AH,nidana,1433,0,7,1,8,22,28,23,34,13,23,1,0,0
SN,AH,nidana,1434,0,7,1,8,21,29,23,34,14,22,1,0,0
SN,AH,nidana,1435,0,6,1,8,21,28,23,35,14,23,1,0,0
SN,AH,nidana,1436,0,6,1,9,21,25,22,37,16,24,1,0,0
SN,AH,nidana,1437,0,3,2,6,19,25,21,39,16,23,0,0,0
SN,AH,nidana,1438,0,4,2,7,17,26,21,39,15,23,0,0,0
SN,AH,nidana,1439,0,4,2,6,15,28,21,40,16,22,0,0,0
SN,AH,nidana,1440,0,5,2,7,15,27,21,40,16,21,0,0,0
SN,AH,nidana,1441,0,5,2,6,14,28,22,41,13,21,0,0,0
SN,AH,nidana,1442,0,5,2,6,16,28,22,39,14,20,0,0,0
SN,AH,nidana,1443,0,6,2,6,17,28,22,37,14,20,0,0,0
SN,AH,nidana,1444,0,6,2,6,16,29,22,37,14,20,0,0,0
SN,AH,nidana,1445,0,6,2,6,16,29,22,36,15,20,0,0,0
SN,AH,nidana,1446,1,9,2,6,18,28,21,36,16,20,0,0,0
SN,AH,nidana,1447,1,9,2,6,19,28,21,35,16,20,0,0,0
SN,AH,nidana,1448,1,10,1,8,18,28,22,34,15,20,0,0,0
SN,AH,nidana,1449,1,9,1,8,18,28,22,36,15,19,0,0,0
SN,AH,nidana,1450,1,10,1,9,18,28,21,35,16,20,0,0,0
SN,AH,nidana,1451,1,11,1,9,17,28,21,35,16,20,0,0,0
SN,AH,nidana,1452,1,12,1,9,18,27,20,35,17,21,0,0,0
SN,AH,nidana,1453,1,11,1,9,19,26,20,36,17,21,0,0,0
SN,AH,nidana,1454,1,11,1,9,17,26,20,37,18,21,0,0,0
SN,AH,nidana,1455,1,11,1,9,17,26,20,36,19,21,0,0,0
SN,AH,nidana,1456,1,10,1,9,18,26,20,37,17,22,0,0,0
SN,AH,nidana,1457,1,11,1,10,17,26,20,38,17,20,0,0,0
SN,AH,nidana,1458,1,12,1,11,17,23,19,38,20,21,0,0,0
SN,AH,nidana,1459,1,13,1,11,18,23,19,38,18,21,0,0,0
SN,AH,nidana,1460,1,13,1,10,20,23,19,37,19,20,0,0,0
SN,AH,nidana,1461,1,13,1,9,18,23,19,35,17,19,0,1,0
SN,AH,nidana,1462,2,13,0,10,21,22,19,34,16,21,0,1,0
SN,AH,nidana,1463,2,14,0,9,21,23,19,34,16,20,0,1,0
SN,AH,nidana,1464,2,14,0,10,21,21,18,32,17,24,1,1,0
SN,AH,nidana,1465,2,14,0,11,21,21,18,30,17,25,1,1,0
SN,AH,nidana,1466,2,14,0,11,21,21,18,30,17,25,1,1,0
SN,AH,nidana,1467,2,14,0,11,19,21,18,31,16,27,1,1,0
SN,AH,nidana,1468,2,14,0,11,19,20,17,31,18,29,1,1,0
SN,AH,nidana,1469,2,14,1,11,19,19,16,31,18,30,1,1,0
SN,AH,nidana,1470,2,14,1,11,20,19,15,30,19,32,1,1,0
SN,AH,nidana,1471,1,11,1,10,18,22,16,30,17,32,1,1,0
SN,AH,nidana,1472,1,11,2,10,16,22,15,29,18,34,1,1,0
SN,AH,nidana,1473,1,11,2,8,17,23,15,29,18,34,1,1,0
SN,AH,nidana,1474,1,11,3,9,17,23,14,28,17,35,1,1,0
SN,AH,nidana,1475,1,10,4,9,15,23,14,29,16,35,1,1,0
SN,AH,nidana,1476,1,10,5,9,15,23,13,29,16,35,1,1,0
SN,AH,nidana,1477,1,9,5,9,13,24,14,31,15,33,1,1,0
SN,AH,nidana,1478,1,9,5,9,13,24,14,31,15,33,1,1,0
SN,AH,nidana,1479,1,9,5,9,14,24,14,31,14,33,1,1,0
SN,AH,nidana,1480,1,10,5,9,15,24,14,32,13,31,1,1,0
SN,AH,nidana,1481,1,12,6,9,14,24,13,32,13,30,1,1,0
SN,AH,nidana,1482,1,12,6,8,15,24,13,32,13,30,1,1,0
SN,AH,nidana,1483,1,11,6,6,16,26,14,33,10,29,1,1,0
SN,AH,nidana,1484,1,11,6,6,16,25,13,33,12,30,2,1,0
SN,AH,nidana,1485,1,11,6,6,15,25,13,34,11,31,2,1,0
SN,AH,nidana,1486,1,12,6,6,15,26,14,36,12,31,2,0,0
SN,AH,nidana,1487,0,12,6,6,12,28,15,36,13,28,2,0,0
SN,AH,nidana,1488,0,10,6,7,12,27,15,37,13,29,2,0,0
SN,AH,nidana,1489,0,10,6,6,13,28,16,37,11,28,1,0,0
SN,AH,nidana,1490,0,9,6,4,14,28,16,40,11,27,1,0,0
SN,AH,nidana,1491,0,9,6,4,15,28,16,41,11,25,1,0,0
SN,AH,nidana,1492,0,9,6,5,15,27,16,40,13,23,2,0,0
SN,AH,nidana,1493,0,8,6,5,14,28,17,40,12,22,2,0,0
SN,AH,nidana,1494,0,8,5,5,15,28,18,39,12,22,2,0,0
SN,AH,nidana,1495,0,8,6,5,15,29,18,39,10,20,2,0,0
SN,AH,nidana,1496,0,8,6,6,14,26,17,38,14,23,2,0,0
SN,AH,nidana,1497,0,8,5,6,14,26,18,39,15,21,2,0,0
SN,AH,nidana,1498,0,7,5,6,14,24,17,41,16,24,2,0,0
SN,AH,nidana,1499,0,7,4,5,15,24,18,40,16,25,2,0,0
SN,AH,nidana,1500,0,7,3,5,16,24,18,40,17,26,2,0,0
SN,AH,nidana,1501,0,7,2,5,15,24,19,40,17,27,2,0,0
SN,AH,nidana,1502,0,8,2,5,15,24,19,38,18,27,2,0,0
SN,AH,nidana,1503,0,10,2,6,15,24,19,36,18,26,2,0,0
SN,AH,nidana,1504,0,10,2,7,15,24,18,34,20,28,2,0,0
SN,AH,nidana,1505,0,10,2,7,15,24,18,34,20,28,2,0,0
SN,AH,nidana,1506,0,9,1,8,16,24,19,33,20,28,2,0,0
SN,AH,nidana,1507,0,8,1,9,15,25,19,32,20,29,2,0,0
SN,AH,nidana,1508,0,9,1,9,17,24,18,30,21,31,2,0,0
SN,AH,nidana,1509,0,8,1,9,17,25,19,29,20,31,1,0,0
SN,AH,nidana,1510,0,8,1,9,17,24,18,29,21,34,1,0,0
SN,AH,nidana,1511,0,8,1,9,17,24,18,27,22,35,1,0,0
SN,AH,nidana,1512,0,9,1,9,17,24,18,26,22,35,1,0,0
SN,AH,nidana,1513,0,9,1,8,18,24,18,25,22,36,1,0,0
SN,AH,nidana,1514,0,9,1,8,17,24,18,26,23,35,1,0,0
SN,AH,nidana,1515,0,9,1,8,16,24,18,23,24,38,1,0,0
SN,AH,nidana,1516,0,9,1,8,16,25,17,21,25,41,1,0,0
SN,AH,nidana,1517,0,9,1,7,17,26,17,21,23,43,0,0,0
SN,AH,nidana,1518,0,9,1,7,18,26,17,22,22,42,0,0,0
SN,AH,nidana,1519,0,9,1,7,17,26,17,22,23,42,0,0,0
SN,AH,nidana,1520,0,10,1,7,16,26,17,21,23,43,0,0,0
SN,AH,nidana,1521,0,10,1,6,16,27,18,24,19,41,0,0,0
SN,AH,nidana,1522,0,11,1,6,17,27,18,24,18,40,0,0,0
SN,AH,nidana,1523,0,11,1,6,16,28,19,25,17,37,0,0,0
SN,AH,nidana,1524,0,12,1,6,16,28,18,24,18,38,1,0,0
SN,AH,nidana,1525,0,13,1,6,15,28,19,22,17,38,1,0,0
SN,AH,nidana,1526,0,12,1,6,15,29,19,20,17,40,1,0,0
SN,AH,nidana,1527,0,11,1,6,17,29,19,20,15,41,1,0,0
SN,AH,nidana,1528,0,9,2,5,17,30,18,21,16,41,1,0,0
SN,AH,nidana,1529,0,10,2,4,19,30,19,21,14,38,1,0,0
SN,AH,nidana,1530,0,9,2,5,19,30,19,19,14,40,1,0,0
SN,AH,nidana,1531,0,8,2,4,18,30,19,20,15,41,1,0,0
SN,AH,nidana,1532,0,8,2,3,20,29,18,20,16,43,1,0,0
SN,AH,nidana,1533,0,7,3,3,17,29,18,22,16,42,1,0,0
SN,AH,nidana,1534,0,7,3,3,18,29,18,23,15,41,1,0,0
SN,AH,nidana,1535,0,7,3,4,18,31,19,22,14,37,1,0,0
SN,AH,nidana,1536,0,6,3,4,20,31,19,22,12,38,1,0,0
SN,AH,nidana,1537,0,5,3,3,23,30,19,22,11,39,1,0,0
SN,AH,nidana,1538,0,6,3,5,23,30,19,24,12,41,1,0,0
SN,AH,nidana,1539,0,6,3,5,24,30,19,26,11,39,1,0,0
SN,AH,nidana,1540,0,6,3,7,24,29,18,28,12,38,1,0,0
SN,AH,nidana,1541,0,7,3,7,23,28,19,29,12,35,1,0,0
SN,AH,nidana,1542,1,8,3,7,25,28,18,30,12,36,1,0,0
SN,AH,nidana,1543,1,8,3,7,24,29,18,29,12,37,1,0,0
SN,AH,nidana,1544,1,8,4,7,25,29,17,28,13,36,1,0,0
SN,AH,nidana,1545,1,7,3,7,25,28,18,30,14,35,1,0,0
SN,AH,nidana,1546,2,8,3,7,27,27,17,28,17,37,1,0,0
SN,AH,nidana,1547,2,7,3,7,26,27,17,30,16,38,1,0,0
SN,AH,nidana,1548,2,8,3,7,27,27,16,29,16,40,1,0,0
SN,AH,nidana,1549,2,7,3,7,27,29,17,30,15,37,0,0,0
SN,AH,nidana,1550,2,7,3,6,28,29,16,32,16,37,0,0,0
SN,AH,nidana,1551,2,7,4,6,28,30,15,33,16,35,0,0,0
SN,AH,nidana,1552,2,7,4,6,27,30,14,35,18,35,0,0,0
SN,AH,nidana,1553,2,8,3,6,26,29,15,35,17,37,0,0,0
SN,AH,nidana,1554,2,8,3,6,24,29,15,35,19,37,0,0,0
SN,AH,nidana,1555,2,9,3,5,23,29,15,37,19,36,0,0,0
SN,AH,nidana,1556,2,9,3,7,23,29,14,36,20,37,0,0,0
SN,AH,nidana,1557,2,10,3,7,21,29,15,37,20,34,0,0,0
SN,AH,nidana,1558,2,11,2,8,21,29,16,35,21,33,0,0,0
SN,AH,nidana,1559,2,11,2,9,20,29,16,34,23,32,0,0,0
SN,AH,nidana,1560,3,13,2,8,20,29,15,37,24,32,0,0,0
SN,AH,nidana,1561,3,13,2,9,20,29,15,37,25,30,0,0,0
SN,AH,nidana,1562,3,14,2,9,18,28,14,39,27,31,0,0,0
SN,AH,nidana,1563,3,14,2,7,17,28,14,39,26,27,0,0,0
SN,AH,nidana,1564,3,15,2,9,16,27,13,39,27,28,0,0,0
SN,AH,nidana,1565,3,15,2,8,17,29,14,37,26,26,0,0,0
SN,AH,nidana,1566,3,14,2,8,18,29,14,37,25,27,0,0,0
SN,AH,nidana,1567,2,13,2,8,16,29,15,37,25,25,0,0,0
SN,AH,nidana,1568,2,13,2,8,18,28,15,37,26,23,0,0,0
SN,AH,nidana,1569,2,13,1,8,17,28,16,39,25,23,0,0,0
SN,AH,nidana,1570,2,14,1,8,17,28,16,37,24,25,0,0,0
SN,AH,nidana,1571,1,13,1,9,16,30,17,37,21,22,0,0,0
SN,AH,nidana,1572,1,13,1,10,17,31,17,34,22,21,0,0,0
SN,AH,nidana,1573,1,12,1,11,18,30,18,32,23,19,0,0,0
SN,AH,nidana,1574,1,12,2,11,17,29,17,32,23,21,0,0,0
SN,AH,nidana,1575,1,11,2,11,16,29,18,32,22,21,0,0,0
SN,AH,nidana,1576,1,11,1,11,17,27,19,32,23,21,0,0,0
SN,AH,nidana,1577,1,11,1,12,16,27,20,29,21,23,0,0,0
SN,AH,nidana,1578,1,10,1,12,16,28,20,29,22,22,0,0,0
SN,AH,nidana,1579,1,9,1,12,15,27,19,29,20,22,0,1,0
SN,AH,nidana,1580,1,8,1,12,15,27,19,29,21,22,0,1,0
SN,AH,nidana,1581,1,9,1,10,15,27,20,28,21,21,0,1,0
SN,AH,nidana,1582,1,8,1,10,15,26,20,26,20,21,0,1,0
