Text_Type,Book,Chapter,Window,LLL,G,GLL,LLG,L,LGG,GGL,LGL,GLG,GGG,LG,LL,GG
SN,AH,sutra,1941,1,19,11,3,3,19,25,35,44,30,0,0,0
SN,AH,sutra,1942,1,19,12,3,3,19,26,34,45,30,0,0,0
SN,AH,sutra,1943,1,20,11,3,2,18,25,34,46,32,0,0,0
SN,AH,sutra,1944,1,20,10,3,2,16,24,34,48,34,0,0,0
SN,AH,sutra,1945,1,20,10,4,2,16,24,34,48,33,0,0,0
SN,AH,sutra,1946,1,19,9,4,3,16,24,35,47,34,0,0,0
SN,AH,sutra,1947,1,19,9,5,3,16,26,35,45,33,0,0,0
SN,AH,sutra,1948,1,19,9,5,3,15,27,35,45,33,0,0,0
SN,AH,sutra,1949,1,19,9,5,3,15,27,35,45,33,0,0,0
SN,AH,sutra,1950,1,19,9,5,3,14,26,35,44,36,0,0,0
SN,AH,sutra,1951,1,19,10,6,3,14,26,34,43,36,0,0,0
SN,AH,sutra,1952,1,20,11,5,3,15,26,34,40,35,0,0,0
SN,AH,sutra,1953,1,20,10,5,3,15,26,34,39,37,0,0,0
SN,AH,sutra,1954,1,21,10,5,3,12,26,34,36,37,0,0,0
SN,AH,sutra,1955,1,20,11,5,3,14,28,32,38,35,0,0,0
SN,AH,sutra,1956,1,20,10,5,3,15,28,32,39,34,0,0,0
SN,AH,sutra,1957,1,19,11,5,3,16,29,32,40,33,0,0,0
SN,AH,sutra,1958,1,19,11,5,3,16,31,32,39,32,0,0,0
SN,AH,sutra,1959,1,19,11,6,3,16,31,31,39,32,0,0,0
SN,AH,sutra,1960,0,19,10,8,3,13,29,28,31,30,0,0,0
SN,AH,sutra,1961,1,18,10,9,3,15,27,27,31,30,0,0,0
SN,AH,sutra,1962,1,19,10,9,2,15,27,27,29,30,0,0,0
SN,AH,sutra,1963,1,18,12,9,3,15,26,27,26,30,0,0,0
SN,AH,sutra,1964,1,19,12,8,3,15,24,28,25,27,0,0,0
SN,AH,sutra,1965,1,20,11,8,2,15,23,27,25,28,0,0,0
SN,AH,sutra,1966,1,20,10,8,2,16,21,28,26,26,0,0,0
SN,AH,sutra,1967,1,20,10,8,2,16,19,28,26,26,0,0,0
SN,AH,sutra,1968,1,20,10,8,2,15,20,29,26,25,0,0,0
SN,AH,sutra,1969,1,20,10,8,2,15,22,28,25,25,0,0,0
SN,AH,sutra,1970,1,20,10,7,2,16,21,29,24,26,0,0,0
SN,AH,sutra,1971,1,21,10,7,1,17,22,28,24,25,0,0,0
SN,AH,sutra,1972,1,21,10,7,1,19,20,27,24,26,0,0,0
SN,AH,sutra,1973,1,21,10,7,1,20,22,28,28,26,0,0,0
SN,AH,sutra,1974,1,21,10,8,1,20,22,28,28,25,0,0,0
SN,AH,sutra,1975,1,21,10,8,1,20,24,29,27,23,0,0,0
SN,AH,sutra,1976,1,21,9,7,1,21,24,29,28,23,0,0,0
SN,AH,sutra,1977,1,20,8,9,1,22,23,29,29,24,0,0,0
SN,AH,sutra,1978,1,20,8,10,1,24,22,29,28,23,0,0,0
SN,AH,sutra,1979,1,19,8,11,1,25,20,30,30,25,1,0,0
SN,AH,sutra,1980,1,20,7,12,1,23,19,31,28,26,1,0,0
SN,AH,sutra,1981,1,20,7,13,1,22,19,30,29,26,1,0,0
SN,AH,sutra,1982,1,21,7,13,1,20,16,30,30,27,1,0,0
SN,AH,sutra,1983,2,20,8,13,1,20,15,29,33,27,1,0,0
SN,AH,sutra,1984,2,20,8,13,1,20,14,30,34,26,1,0,0
SN,AH,sutra,1985,2,19,8,11,2,21,14,30,35,26,1,0,0
SN,AH,sutra,1986,1,20,7,10,2,19,15,30,34,28,1,0,0
SN,AH,sutra,1987,1,19,7,10,2,19,15,29,36,30,1,0,0
SN,AH,sutra,1988,1,20,5,11,1,20,16,28,35,31,1,0,0
SN,AH,sutra,1989,1,20,5,11,1,20,15,30,34,31,1,0,0
SN,AH,sutra,1990,1,20,5,11,1,20,15,30,34,31,1,0,0
SN,AH,sutra,1991,1,19,5,11,1,22,17,28,34,32,1,0,0
SN,AH,sutra,1992,1,19,4,12,1,22,18,28,33,32,1,0,0
SN,AH,sutra,1993,1,18,5,12,1,24,18,26,33,34,1,0,0
SN,AH,sutra,1994,1,18,5,12,1,25,17,28,32,33,1,0,0
SN,AH,sutra,1995,1,18,5,12,1,25,17,27,33,33,1,0,0
SN,AH,sutra,1996,1,18,5,12,1,24,16,27,33,35,1,0,0
SN,AH,sutra,1997,1,17,5,11,1,24,19,27,35,36,2,0,0
SN,AH,sutra,1998,1,16,5,10,1,22,16,25,31,35,2,0,1
SN,AH,sutra,1999,1,16,6,9,1,21,19,24,31,36,2,0,1
SN,AH,sutra,2000,1,16,6,9,1,21,19,24,34,35,2,0,1
SN,AH,sutra,2001,1,16,6,9,1,20,19,23,32,34,2,0,1
SN,AH,sutra,2002,1,16,7,7,1,18,20,23,36,37,3,0,1
SN,AH,sutra,2003,1,16,7,6,1,16,20,25,36,38,3,0,1
SN,AH,sutra,2004,1,16,7,6,1,15,22,24,36,36,2,0,1
SN,AH,sutra,2005,1,16,7,6,1,15,21,24,36,37,2,0,1
SN,AH,sutra,2006,1,16,8,5,1,15,22,24,36,36,2,0,1
SN,AH,sutra,2007,1,16,7,5,1,16,23,24,35,36,2,0,1
SN,AH,sutra,2008,0,17,6,5,1,15,23,25,33,37,2,0,1
SN,AH,sutra,2009,0,17,6,4,1,16,24,25,31,38,2,0,1
SN,AH,sutra,2010,0,18,6,4,0,15,23,25,32,39,2,0,1
SN,AH,sutra,2011,0,18,6,4,0,15,22,25,33,39,2,0,1
SN,AH,sutra,2012,0,18,7,5,0,17,21,25,32,37,2,0,1
SN,AH,sutra,2013,0,18,7,4,0,16,22,25,33,37,2,0,1
SN,AH,sutra,2014,0,17,6,5,1,16,22,23,33,39,2,0,1
SN,AH,sutra,2015,0,17,6,5,1,17,22,23,33,38,2,0,1
SN,AH,sutra,2016,0,18,7,5,1,14,20,25,32,38,2,0,1
SN,AH,sutra,2017,0,18,8,5,1,16,19,25,31,37,2,0,1
SN,AH,sutra,2018,0,18,7,7,1,16,19,27,32,35,3,0,1
SN,AH,sutra,2019,0,18,7,7,1,16,18,27,33,35,3,0,1
SN,AH,sutra,2020,0,18,8,7,1,15,18,27,32,36,3,0,1
SN,AH,sutra,2021,0,18,8,7,1,15,18,27,32,36,3,0,1
SN,AH,sutra,2022,0,18,8,7,2,14,15,27,32,35,2,0,1
SN,AH,sutra,2023,0,18,8,8,3,15,15,28,33,36,2,0,0
SN,AH,sutra,2024,0,18,7,9,3,15,14,30,31,35,2,0,0
SN,AH,sutra,2025,0,18,7,10,3,15,12,29,28,38,2,0,0
SN,AH,sutra,2026,0,18,7,10,3,16,12,30,29,40,2,0,0
SN,AH,sutra,2027,0,19,6,11,3,16,12,30,25,36,1,0,0
SN,AH,sutra,2028,0,19,6,11,3,16,12,28,26,37,1,0,0
SN,AH,sutra,2029,0,20,7,10,3,15,10,28,25,38,1,0,0
SN,AH,sutra,2030,0,20,7,10,3,15,11,28,24,38,1,0,0
SN,AH,sutra,2031,0,20,6,11,3,15,11,28,23,39,1,0,0
SN,AH,sutra,2032,0,20,8,12,3,16,10,30,24,41,1,0,0
SN,AH,sutra,2033,0,20,8,12,3,16,9,32,23,41,1,0,0
SN,AH,sutra,2034,1,19,8,13,3,17,11,31,24,39,1,0,0
SN,AH,sutra,2035,1,19,8,13,3,17,12,31,24,38,1,0,0
SN,AH,sutra,2036,1,18,10,13,3,17,13,30,27,36,1,0,0
SN,AH,sutra,2037,1,19,8,12,3,14,14,32,26,37,1,0,0
SN,AH,sutra,2038,1,18,9,12,3,17,14,32,26,36,1,0,0
SN,AH,sutra,2039,1,19,9,11,2,16,17,32,27,34,1,0,0
SN,AH,sutra,2040,2,18,9,11,2,17,18,31,29,33,1,0,0
SN,AH,sutra,2041,2,18,8,11,2,17,19,30,29,34,1,0,0
SN,AH,sutra,2042,2,18,7,10,2,15,20,30,30,36,1,0,0
SN,AH,sutra,2043,2,19,7,8,2,14,21,29,28,36,0,0,0
SN,AH,sutra,2044,2,18,9,8,2,14,23,27,28,37,0,0,0
SN,AH,sutra,2045,2,17,8,8,3,16,25,27,28,34,0,0,0
SN,AH,sutra,2046,2,16,9,8,3,18,25,28,30,31,0,0,0
SN,AH,sutra,2047,2,17,9,8,2,17,26,28,29,32,0,0,0
SN,AH,sutra,2048,2,18,10,7,1,16,28,28,29,31,0,0,0
SN,AH,sutra,2049,2,18,10,6,1,17,28,28,29,31,0,0,0
SN,AH,sutra,2050,2,17,11,6,1,18,29,27,31,30,0,0,0
SN,AH,sutra,2051,2,17,13,6,1,18,29,27,31,28,0,0,0
SN,AH,sutra,2052,2,17,13,5,1,18,29,27,32,28,0,0,0
SN,AH,sutra,2053,2,16,13,5,2,18,29,27,34,26,0,0,0
SN,AH,sutra,2054,2,15,12,5,2,19,30,27,37,25,0,0,0
SN,AH,sutra,2055,2,15,12,4,2,20,30,26,38,25,0,0,0
SN,AH,sutra,2056,2,15,12,3,2,21,29,27,39,24,0,0,0
SN,AH,sutra,2057,2,15,10,2,2,19,29,25,38,24,0,0,0
SN,AH,sutra,2058,2,15,10,2,2,20,30,23,40,22,0,0,0
SN,AH,sutra,2059,1,16,10,1,2,18,27,24,40,25,0,0,0
SN,AH,sutra,2060,1,15,10,1,3,18,26,24,39,27,0,0,0
SN,AH,sutra,2061,1,16,8,1,3,18,26,27,34,28,0,0,0
SN,AH,sutra,2062,1,16,9,1,3,19,25,27,35,26,0,0,0
SN,AH,sutra,2063,1,17,8,1,3,16,24,27,35,28,0,0,0
SN,AH,sutra,2064,1,17,8,2,3,16,22,27,34,30,0,0,0
SN,AH,sutra,2065,0,18,9,2,3,15,21,30,30,30,0,0,0
SN,AH,sutra,2066,0,18,9,3,3,15,22,29,29,30,0,0,0
SN,AH,sutra,2067,0,18,9,3,3,16,22,29,30,28,0,0,0
SN,AH,sutra,2068,0,18,9,3,3,16,22,29,31,27,0,0,0
SN,AH,sutra,2069,0,19,7,3,3,15,22,30,30,27,0,0,0
SN,AH,sutra,2070,0,20,8,3,2,13,22,30,32,28,0,0,0
SN,AH,sutra,2071,0,20,8,3,3,11,24,29,32,28,0,0,0
SN,AH,sutra,2072,1,19,9,3,3,11,26,29,32,28,0,0,0
SN,AH,sutra,2073,1,19,8,3,3,12,24,29,32,30,0,0,0
SN,AH,sutra,2074,1,19,8,4,3,12,23,28,33,30,0,0,0
SN,AH,sutra,2075,1,20,7,3,3,11,24,29,31,30,0,0,0
SN,AH,sutra,2076,1,20,6,3,3,10,25,29,31,31,0,0,0
SN,AH,sutra,2077,1,20,6,4,3,11,24,30,30,30,0,0,0
SN,AH,sutra,2078,1,20,8,5,2,12,24,30,29,30,0,0,0
SN,AH,sutra,2079,1,20,9,5,3,12,23,30,26,30,0,0,0
SN,AH,sutra,2080,1,19,9,8,3,11,23,32,26,31,1,0,0
SN,AH,sutra,2081,1,19,9,8,3,11,23,31,25,33,1,0,0
SN,AH,sutra,2082,1,18,9,9,3,12,24,32,25,34,2,0,0
SN,AH,sutra,2083,1,17,9,9,4,12,25,32,24,34,2,0,0
SN,AH,sutra,2084,1,17,9,10,4,12,26,31,25,32,2,0,0
SN,AH,sutra,2085,1,18,10,10,3,12,27,31,25,30,2,0,0
SN,AH,sutra,2086,1,18,10,10,3,13,28,29,25,30,2,0,0
SN,AH,sutra,2087,1,17,9,10,4,13,28,28,25,32,2,0,0
SN,AH,sutra,2088,1,16,9,10,5,13,29,28,25,31,2,0,0
SN,AH,sutra,2089,1,16,10,10,5,13,28,28,25,31,2,0,0
SN,AH,sutra,2090,1,15,11,10,5,15,29,25,27,31,2,0,0
SN,AH,sutra,2091,1,15,11,9,5,15,28,26,28,31,2,0,0
SN,AH,sutra,2092,1,15,12,9,5,14,29,26,26,32,2,0,0
SN,AH,sutra,2093,1,15,12,10,5,13,27,26,26,34,2,0,0
SN,AH,sutra,2094,1,15,12,11,5,14,25,26,27,33,2,0,0
SN,AH,sutra,2095,1,15,12,11,5,14,23,26,26,34,2,0,0
SN,AH,sutra,2096,1,16,11,11,4,14,22,27,24,35,2,0,0
SN,AH,sutra,2097,0,17,10,12,4,14,20,27,24,34,2,0,0
SN,AH,sutra,2098,0,17,10,13,4,15,23,28,26,34,2,0,0
SN,AH,sutra,2099,0,17,10,13,4,14,22,28,26,36,2,0,0
SN,AH,sutra,2100,0,16,12,13,4,15,24,27,27,34,2,0,0
SN,AH,sutra,2101,0,16,11,14,4,16,25,26,26,34,2,0,0
SN,AH,sutra,2102,0,15,12,13,4,17,26,25,28,34,2,0,0
SN,AH,sutra,2103,0,16,10,12,4,16,26,26,27,35,2,0,0
SN,AH,sutra,2104,0,16,9,15,3,16,26,27,26,38,3,0,0
SN,AH,sutra,2105,0,17,10,12,3,17,26,26,26,35,2,0,0
SN,AH,sutra,2106,0,16,10,13,3,17,30,26,27,34,3,0,0
SN,AH,sutra,2107,0,17,10,13,3,17,29,25,27,31,2,0,0
SN,AH,sutra,2108,0,18,10,13,2,16,27,25,28,33,2,0,0
SN,AH,sutra,2109,0,18,11,12,2,17,26,26,27,33,2,0,0
SN,AH,sutra,2110,0,17,11,12,2,19,25,25,29,34,2,0,0
SN,AH,sutra,2111,0,17,11,12,2,19,23,25,30,35,2,0,0
SN,AH,sutra,2112,0,17,12,12,1,21,23,24,33,33,2,0,0
SN,AH,sutra,2113,0,18,13,12,0,21,21,25,33,33,2,0,0
SN,AH,sutra,2114,0,18,12,12,0,21,22,25,34,32,2,0,0
SN,AH,sutra,2115,0,19,10,13,0,19,22,26,32,33,2,0,0
SN,AH,sutra,2116,0,19,10,13,0,19,21,26,32,34,2,0,0
SN,AH,sutra,2117,0,19,9,14,0,19,19,27,33,34,2,0,0
SN,AH,sutra,2118,1,18,9,14,0,21,20,26,33,34,2,0,0
SN,AH,sutra,2119,1,18,9,13,0,20,21,27,34,33,2,0,0
SN,AH,sutra,2120,1,18,9,13,0,20,21,27,34,33,2,0,0
SN,AH,sutra,2121,1,18,9,13,0,21,21,26,35,32,2,0,0
SN,AH,sutra,2122,1,17,9,12,0,21,22,26,37,33,2,0,0
SN,AH,sutra,2123,1,16,10,12,1,19,19,25,35,32,2,0,0
SN,AH,sutra,2124,1,15,10,14,1,20,20,25,34,34,3,0,0
SN,AH,sutra,2125,1,16,8,14,1,19,16,27,34,36,3,0,0
SN,AH,sutra,2126,2,15,8,13,1,19,15,27,37,37,3,0,0
SN,AH,sutra,2127,2,16,7,13,1,17,16,27,36,37,3,0,0
SN,AH,sutra,2128,2,15,7,13,2,18,17,26,35,37,3,0,0
SN,AH,sutra,2129,2,16,7,10,2,18,19,24,36,34,2,0,0
SN,AH,sutra,2130,2,16,6,11,2,17,18,24,35,37,2,0,0
SN,AH,sutra,2131,2,16,6,10,3,17,16,24,33,37,1,0,0
SN,AH,sutra,2132,2,16,6,9,3,16,16,25,32,39,1,0,0
SN,AH,sutra,2133,2,16,6,9,3,16,16,25,32,39,1,0,0
SN,AH,sutra,2134,2,16,5,10,3,15,18,25,31,39,1,0,0
SN,AH,sutra,2135,2,17,4,10,3,13,20,26,28,39,1,0,0
SN,AH,sutra,2136,2,17,4,11,3,13,20,26,28,38,1,0,0
SN,AH,sutra,2137,2,18,3,11,3,11,20,27,27,38,1,0,0
SN,AH,sutra,2138,2,18,2,11,3,12,20,26,27,39,1,0,0
SN,AH,sutra,2139,2,18,2,10,3,12,19,26,28,40,1,0,0
SN,AH,sutra,2140,3,17,2,10,3,13,18,25,31,40,1,0,0
SN,AH,sutra,2141,3,17,2,10,3,13,19,25,31,39,1,0,0
SN,AH,sutra,2142,3,16,3,10,3,16,21,23,30,39,1,0,0
SN,AH,sutra,2143,2,17,3,10,3,14,22,23,29,39,1,0,0
SN,AH,sutra,2144,2,17,3,11,3,14,21,22,29,40,1,0,0
SN,AH,sutra,2145,2,17,2,11,3,14,21,23,30,39,1,0,0
SN,AH,sutra,2146,2,17,2,11,3,13,21,23,29,41,1,0,0
SN,AH,sutra,2147,2,18,3,11,3,15,20,23,26,39,1,0,0
SN,AH,sutra,2148,2,19,3,10,2,16,20,23,26,39,1,0,0
SN,AH,sutra,2149,2,20,3,7,2,16,19,24,26,37,0,0,0
SN,AH,sutra,2150,2,19,3,9,2,16,20,24,27,38,1,0,0
SN,AH,sutra,2151,1,20,3,9,2,15,20,25,25,38,1,0,0
SN,AH,sutra,2152,1,19,3,10,2,15,20,25,23,39,1,1,0
SN,AH,sutra,2153,1,20,3,10,1,14,21,25,24,38,1,1,0
SN,AH,sutra,2154,1,20,4,10,1,15,19,26,26,38,1,1,0
SN,AH,sutra,2155,1,20,5,9,1,16,21,26,26,35,1,1,0
SN,AH,sutra,2156,1,20,5,10,0,16,21,26,28,35,1,1,0
SN,AH,sutra,2157,1,20,5,11,0,16,21,25,29,34,1,1,0
SN,AH,sutra,2158,1,20,5,13,0,16,21,26,27,33,1,1,0
SN,AH,sutra,2159,1,20,5,12,0,16,19,26,30,33,1,1,0
SN,AH,sutra,2160,1,20,5,12,0,16,21,25,31,31,1,1,0
SN,AH,sutra,2161,1,19,5,11,1,16,21,26,30,32,1,1,0
SN,AH,sutra,2162,1,19,5,12,1,15,22,25,29,33,1,1,0
SN,AH,sutra,2163,1,18,5,12,2,15,23,24,29,33,1,1,0
SN,AH,sutra,2164,1,18,5,12,2,15,23,24,28,34,1,1,0
SN,AH,sutra,2165,0,19,6,11,2,13,23,26,26,34,1,1,0
SN,AH,sutra,2166,0,19,6,11,2,14,23,26,25,34,1,1,0
SN,AH,sutra,2167,0,20,5,11,2,13,22,27,25,33,1,1,0
SN,AH,sutra,2168,0,19,6,10,2,14,21,27,30,31,1,1,0
SN,AH,sutra,2169,0,19,6,9,2,15,22,27,28,32,1,1,0
SN,AH,sutra,2170,0,19,6,9,2,16,23,27,26,32,1,1,0
SN,AH,sutra,2171,0,19,6,9,2,16,23,28,26,31,1,1,0
SN,AH,sutra,2172,0,18,6,9,3,14,24,28,28,32,1,1,0
SN,AH,sutra,2173,0,17,6,9,4,14,26,27,28,33,1,1,0
SN,AH,sutra,2174,0,16,7,10,4,16,28,25,30,33,1,1,0
SN,AH,sutra,2175,0,17,7,8,4,16,29,24,31,31,0,1,0
SN,AH,sutra,2176,0,16,8,10,4,21,34,25,35,33,0,1,1
SN,AH,sutra,2177,0,16,9,9,5,21,33,26,38,32,0,0,1
SN,AH,sutra,2178,0,15,11,9,5,22,34,26,38,35,1,0,1
SN,AH,sutra,2179,0,15,10,10,5,21,35,26,35,35,1,0,1
SN,AH,sutra,2180,0,15,10,10,5,21,34,27,35,35,1,0,1
SN,AH,sutra,2181,0,16,10,9,5,20,33,28,35,34,1,0,1
SN,AH,sutra,2182,0,15,10,9,5,22,35,27,36,33,1,0,1
SN,AH,sutra,2183,0,14,10,7,5,24,36,26,38,34,1,0,1
SN,AH,sutra,2184,0,14,10,7,5,24,36,26,37,35,1,0,1
SN,AH,sutra,2185,0,14,10,7,5,24,33,27,37,37,1,0,1
SN,AH,sutra,2186,0,15,10,7,4,24,34,26,37,37,1,0,1
SN,AH,sutra,2187,0,14,10,7,5,25,33,27,37,36,1,0,1
SN,AH,sutra,2188,0,14,10,8,4,26,33,28,40,35,2,0,1
SN,AH,sutra,2189,0,13,10,8,5,27,34,28,40,33,2,0,1
SN,AH,sutra,2190,0,12,10,8,6,27,35,27,41,32,2,0,1
SN,AH,sutra,2191,0,12,11,9,6,26,34,27,42,31,2,0,1
SN,AH,sutra,2192,0,11,13,9,6,27,34,27,43,32,3,0,1
SN,AH,sutra,2193,0,12,13,10,6,26,33,28,38,34,3,0,1
SN,AH,sutra,2194,0,11,14,11,6,27,32,27,40,34,3,0,1
SN,AH,sutra,2195,0,11,15,11,6,27,33,26,40,33,3,0,1
SN,AH,sutra,2196,0,10,17,12,6,27,33,25,40,36,3,1,1
SN,AH,sutra,2197,0,11,16,12,5,28,33,25,39,35,3,1,1
SN,AH,sutra,2198,0,12,15,12,4,27,33,26,39,34,3,1,1
SN,AH,sutra,2199,0,13,14,11,4,24,31,27,38,35,3,1,1
SN,AH,sutra,2200,0,13,14,11,4,24,30,28,35,36,3,1,1
SN,AH,sutra,2201,0,14,13,10,4,19,25,26,32,33,3,1,0
SN,AH,sutra,2202,0,15,12,11,3,20,24,25,30,34,3,1,0
SN,AH,sutra,2203,0,16,10,13,3,20,21,25,30,30,2,1,0
SN,AH,sutra,2204,0,15,11,13,3,20,20,24,33,31,2,1,0
SN,AH,sutra,2205,0,15,10,14,3,20,20,23,33,32,2,1,0
SN,AH,sutra,2206,0,15,10,15,3,20,19,22,31,35,2,1,0
SN,AH,sutra,2207,0,16,10,14,3,18,19,23,31,34,2,1,0
SN,AH,sutra,2208,0,17,10,14,3,16,18,23,30,35,2,1,0
SN,AH,sutra,2209,0,17,10,15,3,16,21,23,28,33,2,1,0
SN,AH,sutra,2210,0,17,10,15,3,16,20,23,28,34,2,1,0
SN,AH,sutra,2211,0,17,10,15,3,16,21,22,29,33,2,1,0
SN,AH,sutra,2212,0,17,10,14,3,16,21,22,28,35,2,1,0
SN,AH,sutra,2213,0,18,10,14,3,14,20,23,25,35,1,1,0
SN,AH,sutra,2214,0,19,10,14,2,15,19,23,26,34,1,1,0
SN,AH,sutra,2215,0,20,9,15,1,15,19,23,25,35,1,1,0
SN,AH,sutra,2216,0,20,8,14,1,15,21,23,25,35,1,1,0
SN,AH,sutra,2217,0,21,6,13,1,12,23,23,24,35,0,1,0
SN,AH,sutra,2218,0,20,5,13,1,15,25,23,25,33,0,1,0
SN,AH,sutra,2219,0,21,4,12,1,14,25,25,24,32,0,1,0
SN,AH,sutra,2220,0,20,3,12,1,15,23,24,27,35,0,1,0
SN,AH,sutra,2221,0,21,2,11,1,15,22,24,28,32,0,0,0
SN,AH,sutra,2222,0,21,2,11,1,14,21,24,28,34,0,0,0
SN,AH,sutra,2223,0,21,2,11,1,14,19,24,28,36,0,0,0
SN,AH,sutra,2224,1,20,2,12,1,15,20,23,28,36,0,0,0
SN,AH,sutra,2225,1,20,2,12,1,16,19,22,29,36,0,0,0
SN,AH,sutra,2226,1,20,2,11,1,16,18,23,28,38,0,0,0
SN,AH,sutra,2227,1,20,2,10,1,15,21,24,27,37,0,0,0
SN,AH,sutra,2228,1,19,3,10,1,14,26,25,26,37,1,0,0
SN,AH,sutra,2229,1,20,2,9,1,13,26,27,25,36,1,0,0
SN,AH,sutra,2230,1,19,2,9,2,12,25,28,27,35,1,0,0
SN,AH,sutra,2231,1,19,2,8,2,13,25,28,29,33,1,0,0
SN,AH,sutra,2232,1,18,2,8,3,13,24,29,29,33,1,0,0
SN,AH,sutra,2233,1,18,2,8,3,13,24,30,30,31,1,0,0
SN,AH,sutra,2234,1,17,3,8,3,14,21,30,32,33,1,0,0
SN,AH,sutra,2235,1,17,3,9,3,15,22,30,31,31,1,0,0
SN,AH,sutra,2236,1,17,3,9,3,14,20,31,33,31,1,0,0
SN,AH,sutra,2237,1,18,3,9,2,14,21,31,34,29,1,0,0
SN,AH,sutra,2238,1,18,4,8,2,16,21,30,34,28,1,0,0
SN,AH,sutra,2239,1,18,4,8,2,15,21,30,33,30,1,0,0
SN,AH,sutra,2240,1,18,4,7,2,17,21,30,33,29,1,0,0
SN,AH,sutra,2241,1,18,5,7,2,18,19,31,32,29,1,0,0
SN,AH,sutra,2242,1,17,7,8,2,20,17,30,34,28,1,0,0
SN,AH,sutra,2243,1,18,7,8,2,18,16,30,34,28,1,0,0
SN,AH,sutra,2244,1,18,7,8,2,17,16,30,34,29,1,0,0
SN,AH,sutra,2245,1,19,7,9,2,15,16,31,31,29,1,0,0
SN,AH,sutra,2246,1,18,6,10,2,17,18,30,30,30,1,0,0
SN,AH,sutra,2247,1,18,6,11,2,17,18,30,30,29,1,0,0
SN,AH,sutra,2248,1,17,7,12,3,18,20,32,32,28,1,0,0
SN,AH,sutra,2249,0,18,7,12,3,17,19,34,31,27,1,0,0
SN,AH,sutra,2250,0,17,7,13,3,18,20,34,33,25,1,0,0
SN,AH,sutra,2251,0,17,7,13,3,18,22,34,33,23,1,0,0
SN,AH,sutra,2252,0,16,8,14,3,19,20,33,35,24,1,0,0
SN,AH,sutra,2253,0,17,7,13,3,20,15,33,35,25,0,0,0
SN,AH,sutra,2254,0,17,7,13,3,21,16,32,33,26,0,0,0
SN,AH,sutra,2255,0,18,7,12,2,21,17,31,33,27,0,0,0
SN,AH,sutra,2256,0,18,7,14,2,20,19,31,31,27,0,0,0
SN,AH,sutra,2257,0,18,7,14,2,20,18,29,29,27,0,0,0
SN,AH,sutra,2258,0,18,7,16,2,20,20,28,27,27,0,0,0
SN,AH,sutra,2259,0,18,6,15,2,19,20,27,25,25,0,0,0
SN,AH,sutra,2260,0,18,6,16,2,18,21,27,25,25,0,0,0
SN,AH,sutra,2261,0,17,6,16,2,18,21,26,22,24,0,0,0
SN,AH,sutra,2262,0,17,6,18,2,17,22,26,20,25,0,0,0
SN,AH,sutra,2263,0,16,5,18,2,15,22,25,19,25,0,0,0
SN,AH,sutra,2264,1,16,7,18,2,14,23,26,21,23,0,0,0
SN,AH,sutra,2265,1,16,9,18,2,12,24,27,21,25,0,0,0
SN,AH,sutra,2266,1,15,9,18,2,12,27,27,23,25,0,0,0
SN,AH,sutra,2267,1,16,8,17,2,10,26,30,21,26,0,0,0
SN,AH,sutra,2268,1,15,10,17,2,11,26,30,21,26,0,0,0
SN,AH,sutra,2269,1,15,10,18,2,11,27,29,20,26,0,0,0
SN,AH,sutra,2270,1,14,11,18,2,13,27,28,21,26,0,0,0
SN,AH,sutra,2271,1,14,12,17,3,11,27,29,21,24,0,0,0
SN,AH,sutra,2272,2,13,12,16,3,12,29,28,25,23,0,1,0
SN,AH,sutra,2273,2,13,11,16,3,11,28,26,23,22,0,1,0
SN,AH,sutra,2274,2,12,11,16,4,11,29,26,24,20,0,1,0
SN,AH,sutra,2275,2,13,11,15,4,9,29,26,24,20,0,1,0
SN,AH,sutra,2276,2,13,11,15,4,10,27,26,24,21,0,1,0
SN,AH,sutra,2277,2,14,10,16,4,9,26,26,22,22,0,1,0
SN,AH,sutra,2278,2,13,10,15,4,11,27,24,25,22,0,1,0
SN,AH,sutra,2279,2,13,10,16,4,11,26,24,26,21,0,1,0
SN,AH,sutra,2280,2,12,10,16,4,12,28,23,27,21,0,1,0
SN,AH,sutra,2281,2,11,10,15,5,12,27,23,28,21,0,1,0
SN,AH,sutra,2282,2,12,10,15,4,12,28,24,29,23,0,1,0
SN,AH,sutra,2283,2,11,10,14,5,13,26,24,29,24,0,1,0
SN,AH,sutra,2284,2,11,10,14,5,15,27,24,33,25,0,1,0
SN,AH,sutra,2285,2,11,10,12,5,16,26,25,33,25,0,1,0
SN,AH,sutra,2286,2,11,11,12,5,16,27,26,34,29,0,1,0
SN,AH,sutra,2287,2,11,11,10,5,16,26,26,36,29,0,1,0
SN,AH,sutra,2288,3,11,11,10,5,17,27,26,39,31,0,1,0
SN,AH,sutra,2289,2,11,9,10,5,19,26,25,37,32,0,1,0
SN,AH,sutra,2290,2,11,7,10,5,19,25,24,36,33,0,1,0
SN,AH,sutra,2291,2,12,6,10,5,18,23,23,35,34,0,1,0
SN,AH,sutra,2292,3,11,6,10,5,21,23,20,36,35,0,1,0
SN,AH,sutra,2293,3,12,5,9,5,20,22,20,36,36,0,1,0
SN,AH,sutra,2294,3,11,7,8,5,20,22,20,40,34,0,1,0
SN,AH,sutra,2295,3,12,6,7,5,19,24,22,39,31,0,1,0
SN,AH,sutra,2296,3,13,5,7,4,19,24,22,40,31,0,1,0
SN,AH,sutra,2297,2,14,5,7,4,18,22,23,35,34,0,0,0
