Text_Type,Book,Chapter,Window,G,LGL,LLG,LGG,GLG,GGG,L,GLL,GGL,LG,LLL,LL,GG,GL
SN,AH,chikitsa,987,63,103,19,44,84,62,5,23,61,0,0,0,0,0
SN,AH,chikitsa,988,64,103,18,45,85,62,4,22,61,0,0,0,0,0
SN,AH,chikitsa,989,64,103,19,46,83,62,4,23,60,0,0,0,0,0
SN,AH,chikitsa,990,65,104,18,45,83,61,4,23,59,0,0,0,0,0
SN,AH,chikitsa,991,65,103,18,46,84,59,4,23,60,0,0,0,0,0
SN,AH,chikitsa,992,65,103,18,46,85,59,4,23,59,0,0,0,0,0
SN,AH,chikitsa,993,65,102,18,46,85,58,4,23,61,0,0,0,0,0
SN,AH,chikitsa,994,65,102,16,46,87,58,4,23,61,0,0,0,0,0
SN,AH,chikitsa,995,64,101,16,46,89,57,5,23,61,0,0,0,0,0
SN,AH,chikitsa,996,63,101,16,45,89,57,6,23,62,0,0,0,0,0
SN,AH,chikitsa,997,62,100,16,46,90,59,6,24,61,0,0,0,0,0
SN,AH,chikitsa,998,62,100,16,48,89,58,6,24,61,0,0,0,0,0
SN,AH,chikitsa,999,62,101,16,47,88,58,6,24,62,0,0,0,0,0
SN,AH,chikitsa,1000,63,100,16,45,86,59,6,24,63,0,0,0,0,0
SN,AH,chikitsa,1001,62,100,16,44,88,63,6,24,63,1,0,0,0,0
SN,AH,chikitsa,1002,62,100,16,44,88,64,6,24,62,1,0,0,0,0
SN,AH,chikitsa,1003,62,100,16,44,87,64,6,23,64,1,0,0,0,0
SN,AH,chikitsa,1004,63,99,16,45,88,65,5,23,62,1,0,0,0,0
SN,AH,chikitsa,1005,62,99,16,47,88,62,5,23,66,1,0,0,0,0
SN,AH,chikitsa,1006,62,101,16,47,86,62,5,22,67,1,0,0,0,0
SN,AH,chikitsa,1007,61,100,16,46,89,62,6,21,67,1,0,0,0,0
SN,AH,chikitsa,1008,61,101,16,45,87,65,6,21,66,1,0,0,0,0
SN,AH,chikitsa,1009,60,101,16,46,87,65,6,22,67,1,0,0,0,0
SN,AH,chikitsa,1010,60,101,16,47,86,66,6,22,66,1,0,0,0,0
SN,AH,chikitsa,1011,59,100,16,48,87,66,6,24,66,1,0,0,0,0
SN,AH,chikitsa,1012,60,101,17,47,85,65,6,24,65,1,0,0,0,0
SN,AH,chikitsa,1013,59,100,18,49,84,64,6,24,65,2,0,0,0,0
SN,AH,chikitsa,1014,59,101,18,50,84,64,6,24,63,2,0,0,0,0
SN,AH,chikitsa,1015,59,101,18,49,84,66,6,23,63,2,0,0,0,0
SN,AH,chikitsa,1016,59,101,18,49,84,65,6,24,63,2,0,0,0,0
SN,AH,chikitsa,1017,60,101,18,49,84,65,5,24,63,2,0,0,0,0
SN,AH,chikitsa,1018,60,100,18,49,84,65,5,24,64,2,0,0,0,0
SN,AH,chikitsa,1019,60,99,18,49,85,65,5,24,64,2,0,0,0,0
SN,AH,chikitsa,1020,60,100,18,48,87,63,5,24,64,2,0,0,0,0
SN,AH,chikitsa,1021,60,99,18,48,85,66,5,24,64,2,0,0,0,0
SN,AH,chikitsa,1022,60,99,19,50,83,66,5,24,63,2,0,0,0,0
SN,AH,chikitsa,1023,60,98,20,51,82,65,5,24,64,2,0,0,0,0
SN,AH,chikitsa,1024,60,99,20,51,80,65,5,25,64,2,0,0,0,0
SN,AH,chikitsa,1025,60,98,21,51,78,66,5,26,64,2,0,0,0,0
SN,AH,chikitsa,1026,61,97,22,50,75,67,5,26,64,2,0,0,0,0
SN,AH,chikitsa,1027,61,98,22,50,74,68,5,26,63,2,0,0,0,0
SN,AH,chikitsa,1028,62,98,21,49,74,69,5,25,62,2,0,0,0,0
SN,AH,chikitsa,1029,62,98,21,49,74,68,5,26,62,2,0,0,0,0
SN,AH,chikitsa,1030,61,98,20,48,74,70,6,26,62,2,0,0,0,0
SN,AH,chikitsa,1031,61,97,21,48,75,68,6,27,62,2,0,0,0,0
SN,AH,chikitsa,1032,62,99,20,44,73,70,6,27,62,2,0,0,0,0
SN,AH,chikitsa,1033,61,98,20,46,75,69,6,26,64,2,0,0,0,0
SN,AH,chikitsa,1034,61,98,20,46,75,67,6,26,66,2,0,0,0,0
SN,AH,chikitsa,1035,61,97,20,46,75,69,6,26,65,2,0,0,0,0
SN,AH,chikitsa,1036,61,97,20,45,73,72,6,26,65,2,0,0,0,0
SN,AH,chikitsa,1037,60,96,19,45,76,73,6,25,67,2,0,0,0,0
SN,AH,chikitsa,1038,61,96,20,45,75,74,5,26,65,2,0,0,0,0
SN,AH,chikitsa,1039,61,97,19,45,77,73,5,26,64,2,0,0,0,0
SN,AH,chikitsa,1040,61,96,19,45,78,74,5,26,63,2,0,0,0,0
SN,AH,chikitsa,1041,61,96,19,45,77,74,5,26,64,2,0,0,0,0
SN,AH,chikitsa,1042,61,96,19,46,76,75,5,26,63,2,0,0,0,0
SN,AH,chikitsa,1043,61,96,19,45,76,77,5,25,63,2,0,0,0,0
SN,AH,chikitsa,1044,61,96,19,45,76,77,5,25,63,2,0,0,0,0
SN,AH,chikitsa,1045,60,96,19,44,79,79,5,24,64,3,1,0,0,0
SN,AH,chikitsa,1046,60,94,19,44,81,79,5,24,64,3,1,0,0,0
SN,AH,chikitsa,1047,59,93,19,47,83,77,5,25,64,3,1,0,0,0
SN,AH,chikitsa,1048,60,94,19,47,84,77,4,23,64,3,1,0,0,0
SN,AH,chikitsa,1049,59,91,19,49,87,78,4,23,64,3,1,0,0,0
SN,AH,chikitsa,1050,58,89,19,48,87,78,4,22,63,3,1,0,1,0
SN,AH,chikitsa,1051,58,90,19,48,85,78,4,22,64,3,1,0,1,0
SN,AH,chikitsa,1052,58,89,19,48,87,77,4,21,65,3,1,0,1,0
SN,AH,chikitsa,1053,57,90,19,48,87,76,4,23,65,3,2,0,1,0
SN,AH,chikitsa,1054,57,90,19,49,87,77,4,22,64,3,2,0,1,0
SN,AH,chikitsa,1055,57,89,19,49,86,79,4,21,65,3,2,0,1,0
SN,AH,chikitsa,1056,57,90,18,47,86,79,5,21,64,3,2,0,1,0
SN,AH,chikitsa,1057,57,89,19,46,87,80,5,22,62,3,2,0,1,0
SN,AH,chikitsa,1058,57,89,20,45,86,79,5,22,64,3,2,0,1,0
SN,AH,chikitsa,1059,57,90,20,45,85,79,5,21,65,3,2,0,1,0
SN,AH,chikitsa,1060,57,89,20,45,85,80,5,22,64,3,2,0,1,0
SN,AH,chikitsa,1061,57,88,20,44,86,80,5,23,64,3,2,0,1,0
SN,AH,chikitsa,1062,57,89,20,44,85,81,5,23,63,3,2,0,1,0
SN,AH,chikitsa,1063,57,89,21,43,85,82,5,23,62,3,2,0,1,0
SN,AH,chikitsa,1064,57,89,20,42,86,82,5,24,62,3,2,0,1,0
SN,AH,chikitsa,1065,57,89,21,42,84,84,5,23,62,3,2,0,1,0
SN,AH,chikitsa,1066,57,89,21,42,83,85,5,24,61,3,2,0,1,0
SN,AH,chikitsa,1067,56,88,21,44,83,87,5,25,62,4,2,0,1,0
SN,AH,chikitsa,1068,56,89,21,44,83,86,5,25,62,4,2,0,1,0
SN,AH,chikitsa,1069,56,89,22,44,81,85,5,26,63,4,2,0,1,0
SN,AH,chikitsa,1070,57,88,22,44,81,85,4,26,64,4,2,0,1,0
SN,AH,chikitsa,1071,58,88,22,44,81,86,3,26,63,4,2,0,1,0
SN,AH,chikitsa,1072,59,89,23,44,78,86,3,25,62,4,2,0,1,0
SN,AH,chikitsa,1073,59,89,23,43,79,87,3,26,60,4,2,0,1,0
SN,AH,chikitsa,1074,59,88,24,44,80,86,3,26,59,4,2,0,1,0
SN,AH,chikitsa,1075,58,87,25,45,82,85,3,27,59,4,2,0,1,0
SN,AH,chikitsa,1076,59,87,26,45,80,82,3,27,58,3,2,0,1,0
SN,AH,chikitsa,1077,59,87,26,44,80,81,3,27,60,3,2,0,1,0
SN,AH,chikitsa,1078,59,86,26,44,81,81,3,28,59,3,2,0,1,0
SN,AH,chikitsa,1079,58,86,27,44,81,82,3,29,61,3,2,1,1,0
SN,AH,chikitsa,1080,59,86,27,42,81,84,3,29,58,3,2,1,1,0
SN,AH,chikitsa,1081,59,84,27,42,82,84,3,29,59,3,2,1,1,0
SN,AH,chikitsa,1082,60,85,28,43,80,84,2,29,58,3,2,1,1,0
SN,AH,chikitsa,1083,59,84,30,44,81,85,2,29,59,4,2,1,1,0
SN,AH,chikitsa,1084,60,84,31,42,81,85,2,28,58,4,2,1,1,0
SN,AH,chikitsa,1085,60,84,31,42,82,83,2,28,59,4,2,1,1,0
SN,AH,chikitsa,1086,61,85,31,40,80,83,2,26,61,4,2,1,1,0
SN,AH,chikitsa,1087,60,84,29,40,82,85,2,27,62,4,2,1,1,0
SN,AH,chikitsa,1088,61,84,28,39,83,86,2,27,62,3,2,1,1,0
SN,AH,chikitsa,1089,61,83,28,39,83,86,2,26,64,3,2,1,1,0
SN,AH,chikitsa,1090,61,83,29,38,84,84,2,26,65,3,2,1,1,0
SN,AH,chikitsa,1091,61,83,28,38,84,84,2,25,67,3,2,1,1,0
SN,AH,chikitsa,1092,61,84,29,37,83,85,2,25,66,3,2,1,1,0
SN,AH,chikitsa,1093,61,83,30,37,85,85,2,25,64,3,2,1,1,0
SN,AH,chikitsa,1094,61,84,32,37,83,84,2,26,63,3,2,1,1,0
SN,AH,chikitsa,1095,61,84,33,38,82,83,2,26,63,3,2,1,1,0
SN,AH,chikitsa,1096,60,83,33,38,81,80,2,26,63,3,2,1,2,0
SN,AH,chikitsa,1097,60,83,32,36,83,80,2,26,66,3,2,1,2,0
SN,AH,chikitsa,1098,60,83,31,35,85,80,2,27,67,3,2,1,2,0
SN,AH,chikitsa,1099,59,84,32,35,86,82,2,27,71,3,2,1,2,1
SN,AH,chikitsa,1100,58,85,31,35,88,81,3,27,72,3,2,1,2,1
SN,AH,chikitsa,1101,58,88,30,35,88,80,3,29,73,3,2,1,2,1
SN,AH,chikitsa,1102,58,87,30,36,89,81,3,29,71,3,2,1,2,1
SN,AH,chikitsa,1103,58,87,31,34,88,81,3,29,73,3,2,1,2,1
SN,AH,chikitsa,1104,58,88,31,35,86,82,3,28,73,3,2,1,2,1
SN,AH,chikitsa,1105,59,88,32,35,85,81,2,28,74,3,2,1,2,1
SN,AH,chikitsa,1106,59,88,30,36,85,83,2,27,74,3,2,1,2,1
SN,AH,chikitsa,1107,59,87,30,37,87,82,2,27,73,3,2,1,2,1
SN,AH,chikitsa,1108,60,87,30,35,85,84,2,28,71,3,2,1,2,1
SN,AH,chikitsa,1109,60,87,31,35,84,84,2,28,71,3,2,1,2,1
SN,AH,chikitsa,1110,59,87,31,35,85,83,2,29,74,4,3,1,2,1
SN,AH,chikitsa,1111,59,86,31,36,84,81,2,29,77,4,3,1,2,1
SN,AH,chikitsa,1112,60,88,31,36,82,80,2,29,75,4,3,1,2,1
SN,AH,chikitsa,1113,60,87,30,37,83,80,2,29,75,4,3,1,2,1
SN,AH,chikitsa,1114,59,87,30,38,82,84,2,31,74,5,3,1,2,1
SN,AH,chikitsa,1115,59,87,31,37,82,84,2,31,74,5,3,1,2,1
SN,AH,chikitsa,1116,59,87,31,37,81,84,2,33,73,5,3,1,2,1
SN,AH,chikitsa,1117,59,88,30,37,81,84,2,32,74,5,3,1,2,1
SN,AH,chikitsa,1118,59,87,31,38,80,83,2,33,74,5,3,1,2,1
SN,AH,chikitsa,1119,59,88,30,38,80,82,2,35,73,5,3,1,2,1
SN,AH,chikitsa,1120,59,90,30,39,80,78,2,36,74,5,2,1,2,1
SN,AH,chikitsa,1121,59,90,30,39,79,78,2,36,75,5,2,1,2,1
SN,AH,chikitsa,1122,60,92,30,36,78,78,2,36,74,5,2,1,2,1
SN,AH,chikitsa,1123,59,90,30,36,75,78,2,36,74,5,2,1,3,1
SN,AH,chikitsa,1124,60,91,31,35,72,77,2,36,74,5,2,1,3,1
SN,AH,chikitsa,1125,61,93,31,35,74,77,2,36,75,5,2,1,2,1
SN,AH,chikitsa,1126,60,93,31,34,76,77,3,36,74,5,2,1,2,1
SN,AH,chikitsa,1127,59,94,32,33,74,79,4,36,73,5,2,1,2,1
SN,AH,chikitsa,1128,59,92,33,35,75,78,4,34,74,5,2,1,2,1
SN,AH,chikitsa,1129,58,91,34,34,76,79,5,34,73,5,2,1,2,1
SN,AH,chikitsa,1130,57,90,34,35,78,79,5,36,72,5,2,1,2,1
SN,AH,chikitsa,1131,58,90,33,36,77,79,4,36,73,5,2,1,2,1
SN,AH,chikitsa,1132,58,91,32,36,77,79,4,36,73,5,2,1,2,1
SN,AH,chikitsa,1133,58,91,31,37,77,79,4,36,73,5,2,1,2,1
SN,AH,chikitsa,1134,57,89,31,38,80,79,4,37,73,5,2,1,2,1
SN,AH,chikitsa,1135,57,89,32,38,79,79,4,36,74,5,2,1,2,1
SN,AH,chikitsa,1136,57,89,32,37,79,80,4,35,75,5,2,1,2,1
SN,AH,chikitsa,1137,57,89,33,37,80,79,4,34,75,5,2,1,2,1
SN,AH,chikitsa,1138,57,89,32,38,81,78,4,34,75,5,2,1,2,1
SN,AH,chikitsa,1139,57,89,32,38,81,80,4,32,75,5,2,1,2,1
SN,AH,chikitsa,1140,57,88,32,39,81,79,4,32,76,5,2,1,2,1
SN,AH,chikitsa,1141,56,88,32,38,82,79,5,31,77,5,2,1,2,1
SN,AH,chikitsa,1142,57,88,32,35,82,78,5,30,77,4,2,1,2,1
SN,AH,chikitsa,1143,57,88,32,35,82,80,5,30,75,4,2,1,2,1
SN,AH,chikitsa,1144,57,88,31,35,83,81,5,30,74,4,2,1,2,1
SN,AH,chikitsa,1145,57,88,31,35,81,82,5,30,75,4,2,1,2,1
SN,AH,chikitsa,1146,56,87,31,38,81,80,5,31,77,4,2,1,2,1
SN,AH,chikitsa,1147,56,86,31,37,81,78,5,33,79,4,2,1,2,1
SN,AH,chikitsa,1148,56,87,31,36,82,78,5,32,79,4,2,1,2,1
SN,AH,chikitsa,1149,56,87,30,36,82,79,5,32,79,4,2,1,2,1
SN,AH,chikitsa,1150,57,88,29,36,80,81,5,30,78,4,2,1,2,1
SN,AH,chikitsa,1151,57,89,28,35,80,80,5,31,78,4,3,1,2,1
SN,AH,chikitsa,1152,57,89,28,36,80,81,5,31,76,4,3,1,2,1
SN,AH,chikitsa,1153,57,90,29,35,79,82,5,30,76,4,3,1,2,1
SN,AH,chikitsa,1154,58,90,28,34,78,81,5,30,75,4,3,0,2,1
SN,AH,chikitsa,1155,58,92,28,34,78,79,5,30,75,4,3,0,2,1
SN,AH,chikitsa,1156,58,95,29,34,79,80,5,33,74,4,3,0,2,1
SN,AH,chikitsa,1157,58,96,28,34,79,79,5,34,74,4,3,0,2,1
SN,AH,chikitsa,1158,59,97,26,33,78,76,5,35,74,3,3,0,2,1
SN,AH,chikitsa,1159,59,97,26,34,78,75,5,35,74,3,3,0,2,1
SN,AH,chikitsa,1160,58,96,26,36,78,75,5,36,75,3,3,0,2,1
SN,AH,chikitsa,1161,58,96,26,36,78,76,5,36,74,3,3,0,2,1
SN,AH,chikitsa,1162,58,96,27,39,79,74,5,34,75,4,3,0,2,1
SN,AH,chikitsa,1163,58,96,29,38,78,74,5,34,75,4,3,0,2,1
SN,AH,chikitsa,1164,58,97,29,37,79,74,5,35,73,4,3,0,2,1
SN,AH,chikitsa,1165,58,97,27,37,80,75,5,36,72,4,3,0,2,1
SN,AH,chikitsa,1166,57,97,27,37,83,75,5,37,71,4,3,0,2,1
SN,AH,chikitsa,1167,57,97,27,37,83,76,5,37,70,4,3,0,2,1
SN,AH,chikitsa,1168,57,98,27,38,84,80,5,37,71,4,3,0,2,1
SN,AH,chikitsa,1169,57,99,25,38,84,80,5,37,72,4,3,0,2,1
SN,AH,chikitsa,1170,56,97,24,37,86,82,5,37,74,4,4,0,2,1
SN,AH,chikitsa,1171,57,98,24,38,88,82,5,37,75,4,4,0,1,1
SN,AH,chikitsa,1172,57,98,24,38,87,84,5,37,72,4,4,0,1,1
SN,AH,chikitsa,1173,57,98,24,39,85,84,5,36,72,4,4,0,1,1
SN,AH,chikitsa,1174,57,97,24,39,85,86,5,35,68,5,4,0,1,0
SN,AH,chikitsa,1175,58,97,24,40,84,85,4,34,68,5,4,0,1,0
SN,AH,chikitsa,1176,57,93,25,43,87,85,4,32,66,5,4,0,1,0
SN,AH,chikitsa,1177,57,93,25,42,86,84,4,33,68,5,4,0,1,0
SN,AH,chikitsa,1178,56,94,24,44,88,86,4,34,66,6,4,0,1,0
SN,AH,chikitsa,1179,56,93,24,43,88,85,4,36,67,6,4,0,1,0
SN,AH,chikitsa,1180,56,94,23,45,88,84,4,36,66,6,4,0,1,0
SN,AH,chikitsa,1181,56,94,23,44,89,83,4,36,67,6,4,0,1,0
SN,AH,chikitsa,1182,56,94,24,44,87,84,4,36,67,6,4,0,1,0
SN,AH,chikitsa,1183,56,95,24,45,87,83,4,35,67,6,4,0,1,0
SN,AH,chikitsa,1184,56,95,23,45,88,84,4,35,66,6,4,0,1,0
SN,AH,chikitsa,1185,56,97,24,45,86,83,5,35,62,5,3,0,1,0
SN,AH,chikitsa,1186,56,99,24,46,86,82,5,36,59,5,3,0,1,0
SN,AH,chikitsa,1187,56,99,24,46,86,82,5,36,59,5,3,0,1,0
SN,AH,chikitsa,1188,55,98,24,48,86,82,5,36,61,5,3,0,1,0
SN,AH,chikitsa,1189,56,98,24,47,86,79,5,34,62,4,3,0,1,0
SN,AH,chikitsa,1190,55,97,23,50,87,82,5,34,62,5,3,0,1,0
SN,AH,chikitsa,1191,54,99,23,50,87,82,6,32,62,5,3,0,1,0
SN,AH,chikitsa,1192,53,97,25,50,89,81,6,34,62,5,3,0,1,0
SN,AH,chikitsa,1193,52,98,24,49,90,80,7,33,64,5,3,0,1,0
SN,AH,chikitsa,1194,51,96,25,53,90,81,7,32,64,5,3,0,1,0
SN,AH,chikitsa,1195,52,95,25,52,88,83,7,31,62,4,3,0,1,0
SN,AH,chikitsa,1196,52,95,26,52,88,82,7,32,61,4,3,0,1,0
SN,AH,chikitsa,1197,52,94,27,53,87,83,7,31,61,4,3,0,1,0
SN,AH,chikitsa,1198,53,96,28,53,88,83,7,31,62,4,3,0,0,0
SN,AH,chikitsa,1199,53,96,28,52,87,84,7,31,63,4,3,0,0,0
SN,AH,chikitsa,1200,53,96,28,53,86,85,7,31,62,4,3,0,0,0
SN,AH,chikitsa,1201,54,97,28,54,84,84,6,32,62,4,3,0,0,0
SN,AH,chikitsa,1202,55,97,27,54,85,82,5,32,64,4,3,0,0,0
SN,AH,chikitsa,1203,56,99,26,51,84,84,5,32,63,4,2,0,0,0
SN,AH,chikitsa,1204,56,99,26,53,86,82,4,32,66,5,2,0,0,0
SN,AH,chikitsa,1205,57,100,26,54,84,80,4,31,66,5,2,0,0,0
SN,AH,chikitsa,1206,57,100,26,53,84,81,4,31,66,5,2,0,0,0
SN,AH,chikitsa,1207,57,100,26,53,84,81,4,31,66,5,2,0,0,0
SN,AH,chikitsa,1208,57,100,26,52,83,83,4,31,66,5,2,0,0,0
SN,AH,chikitsa,1209,58,102,26,52,79,82,4,30,67,5,2,0,0,0
SN,AH,chikitsa,1210,57,102,26,54,80,81,4,32,66,5,2,0,0,0
SN,AH,chikitsa,1211,57,102,26,55,80,81,4,33,64,5,2,0,0,0
SN,AH,chikitsa,1212,57,101,25,55,79,83,4,34,64,5,2,0,0,0
SN,AH,chikitsa,1213,57,101,26,54,77,84,4,35,64,5,2,0,0,0
SN,AH,chikitsa,1214,57,102,27,54,79,84,4,37,65,5,3,0,0,0
SN,AH,chikitsa,1215,57,103,26,53,81,85,4,37,63,5,3,0,0,0
SN,AH,chikitsa,1216,57,102,26,53,82,86,3,39,62,5,4,0,0,0
SN,AH,chikitsa,1217,57,101,26,54,80,86,3,40,63,5,4,0,0,0
SN,AH,chikitsa,1218,57,99,27,55,79,84,3,41,65,5,4,0,0,0
SN,AH,chikitsa,1219,57,99,29,55,78,85,3,40,64,5,4,0,0,0
SN,AH,chikitsa,1220,57,100,29,55,79,83,3,40,64,5,4,0,0,0
SN,AH,chikitsa,1221,57,101,29,52,78,84,4,40,63,5,4,0,0,0
SN,AH,chikitsa,1222,56,101,28,52,82,86,4,38,63,5,4,0,0,0
SN,AH,chikitsa,1223,55,101,28,52,81,86,5,38,64,5,4,0,0,0
SN,AH,chikitsa,1224,54,100,29,52,82,88,5,39,65,6,4,0,0,0
SN,AH,chikitsa,1225,54,100,29,51,82,87,5,39,67,6,4,0,0,0
SN,AH,chikitsa,1226,53,98,30,52,84,90,5,38,67,6,3,0,0,0
SN,AH,chikitsa,1227,52,97,30,51,83,89,5,38,66,6,3,0,1,0
SN,AH,chikitsa,1228,52,96,30,51,83,90,5,38,66,6,3,0,1,0
SN,AH,chikitsa,1229,52,96,30,53,85,88,5,37,65,6,3,0,1,0
SN,AH,chikitsa,1230,51,94,30,55,87,89,5,37,64,6,4,0,1,0
SN,AH,chikitsa,1231,51,91,29,55,88,88,5,34,63,6,4,0,1,0
SN,AH,chikitsa,1232,50,90,30,54,88,89,6,34,63,6,4,0,1,0
SN,AH,chikitsa,1233,50,89,31,54,88,89,6,33,64,6,4,0,1,0
SN,AH,chikitsa,1234,50,89,30,53,88,89,6,33,66,6,4,0,1,0
SN,AH,chikitsa,1235,51,90,30,50,88,90,6,32,65,6,4,0,1,0
SN,AH,chikitsa,1236,51,90,31,50,87,90,6,32,65,6,4,0,1,0
SN,AH,chikitsa,1237,52,91,31,47,84,91,6,32,64,5,4,0,1,0
SN,AH,chikitsa,1238,52,91,29,47,86,92,6,32,63,5,4,0,1,0
SN,AH,chikitsa,1239,51,90,29,48,85,92,7,32,64,5,4,0,1,0
SN,AH,chikitsa,1240,50,90,29,48,84,92,8,31,66,5,4,0,1,0
SN,AH,chikitsa,1241,51,90,30,47,82,92,8,30,66,5,4,0,1,0
SN,AH,chikitsa,1242,51,89,29,47,83,92,8,30,67,5,4,0,1,0
SN,AH,chikitsa,1243,51,88,28,47,81,89,8,30,66,5,4,0,1,0
SN,AH,chikitsa,1244,50,85,28,49,84,90,8,29,67,5,4,0,1,0
SN,AH,chikitsa,1245,51,87,28,50,82,89,8,29,65,5,3,0,1,0
SN,AH,chikitsa,1246,51,87,28,49,81,92,8,29,64,5,3,0,1,0
SN,AH,chikitsa,1247,51,87,28,49,81,91,8,30,64,5,3,0,1,0
SN,AH,chikitsa,1248,51,88,28,48,83,91,8,30,62,5,3,0,1,0
SN,AH,chikitsa,1249,52,88,27,48,82,87,8,31,62,4,3,0,1,0
SN,AH,chikitsa,1250,51,86,28,50,83,88,8,32,61,4,3,0,1,0
SN,AH,chikitsa,1251,52,88,28,47,82,88,8,32,60,4,3,0,1,0
SN,AH,chikitsa,1252,52,88,29,48,82,88,8,32,58,4,3,0,1,0
SN,AH,chikitsa,1253,53,87,29,48,82,85,8,31,58,3,3,0,1,0
SN,AH,chikitsa,1254,52,86,32,50,83,86,8,29,58,4,4,0,1,0
SN,AH,chikitsa,1255,52,85,33,49,83,88,8,29,57,4,4,0,1,0
SN,AH,chikitsa,1256,52,88,33,50,82,89,8,31,59,4,4,0,1,0
SN,AH,chikitsa,1257,52,88,33,50,84,87,8,31,59,4,4,0,1,0
SN,AH,chikitsa,1258,52,87,35,50,83,87,8,31,59,4,4,0,1,0
SN,AH,chikitsa,1259,52,87,36,51,83,86,8,31,58,4,4,0,1,0
SN,AH,chikitsa,1260,52,84,36,54,85,87,7,30,59,4,4,0,1,0
SN,AH,chikitsa,1261,52,83,36,52,86,89,7,29,60,4,4,0,1,0
SN,AH,chikitsa,1262,52,82,37,53,85,88,7,29,61,4,4,0,1,0
SN,AH,chikitsa,1263,53,83,37,52,85,88,7,28,59,4,4,0,1,0
SN,AH,chikitsa,1264,52,83,37,52,85,88,8,28,59,4,4,0,1,0
SN,AH,chikitsa,1265,53,84,37,50,83,84,8,29,60,3,4,0,1,0
SN,AH,chikitsa,1266,54,82,38,51,83,84,7,29,60,3,4,0,1,0
SN,AH,chikitsa,1267,55,83,37,51,82,85,7,27,59,3,4,0,1,0
SN,AH,chikitsa,1268,55,83,37,51,83,89,6,28,58,4,4,0,1,0
SN,AH,chikitsa,1269,56,84,36,48,83,88,6,27,60,4,4,0,1,0
SN,AH,chikitsa,1270,56,84,36,48,82,87,6,27,61,4,5,0,1,0
SN,AH,chikitsa,1271,56,84,36,49,82,88,6,26,60,4,5,0,1,0
SN,AH,chikitsa,1272,56,84,35,48,81,89,6,27,61,4,5,0,1,0
SN,AH,chikitsa,1273,56,83,34,49,80,91,6,27,61,4,5,0,1,0
SN,AH,chikitsa,1274,56,83,33,51,82,90,6,27,59,4,5,0,1,0
SN,AH,chikitsa,1275,55,82,33,50,82,90,7,28,60,4,5,0,1,0
SN,AH,chikitsa,1276,54,81,34,49,82,92,8,27,60,4,5,0,1,0
SN,AH,chikitsa,1277,54,80,34,50,82,93,8,27,59,4,5,0,1,0
SN,AH,chikitsa,1278,54,81,34,50,82,92,8,27,59,4,5,0,1,0
SN,AH,chikitsa,1279,55,81,33,50,80,92,8,28,56,3,5,0,1,0
SN,AH,chikitsa,1280,54,81,32,49,82,94,8,27,58,3,5,0,1,0
SN,AH,chikitsa,1281,53,82,33,49,81,95,9,27,56,3,5,0,1,0
SN,AH,chikitsa,1282,53,81,33,49,81,95,9,26,58,3,5,0,1,0
SN,AH,chikitsa,1283,53,81,34,49,82,94,9,27,56,3,5,0,1,0
SN,AH,chikitsa,1284,53,80,35,48,82,96,9,27,55,3,5,0,1,0
SN,AH,chikitsa,1285,54,80,34,46,81,97,9,25,57,3,5,0,1,0
SN,AH,chikitsa,1286,53,79,35,47,81,98,9,25,58,3,5,0,1,0
SN,AH,chikitsa,1287,53,79,35,47,82,96,9,25,59,3,5,0,1,0
SN,AH,chikitsa,1288,53,79,35,47,84,95,9,24,59,3,5,0,1,0
SN,AH,chikitsa,1289,52,78,34,47,82,94,10,22,59,3,4,0,1,0
SN,AH,chikitsa,1290,52,78,34,49,81,93,10,22,59,3,4,0,1,0
SN,AH,chikitsa,1291,53,79,34,49,79,92,10,21,60,3,3,0,1,0
SN,AH,chikitsa,1292,52,79,35,50,82,93,10,20,59,4,4,0,1,0
SN,AH,chikitsa,1293,52,80,34,49,83,94,10,19,59,4,4,0,1,0
SN,AH,chikitsa,1294,52,80,32,49,85,93,10,19,60,4,4,0,1,0
SN,AH,chikitsa,1295,52,80,33,49,84,95,10,19,58,4,4,0,1,0
SN,AH,chikitsa,1296,53,79,34,49,85,94,9,18,59,4,4,0,1,0
SN,AH,chikitsa,1297,54,80,35,49,82,93,9,18,58,4,4,0,1,0
SN,AH,chikitsa,1298,55,79,36,50,81,92,8,18,59,4,4,0,1,0
SN,AH,chikitsa,1299,56,80,36,49,80,89,8,17,59,3,4,0,1,0
SN,AH,chikitsa,1300,55,80,37,50,82,88,8,17,59,3,4,0,1,0
SN,AH,chikitsa,1301,56,81,37,49,81,86,8,18,58,3,4,0,1,0
SN,AH,chikitsa,1302,56,82,37,49,85,86,8,20,58,3,5,0,0,0
SN,AH,chikitsa,1303,56,83,37,49,87,84,8,20,57,3,5,0,0,0
SN,AH,chikitsa,1304,56,84,38,47,86,84,8,21,57,3,5,0,0,0
SN,AH,chikitsa,1305,57,85,38,45,83,84,8,23,57,3,4,0,0,0
SN,AH,chikitsa,1306,56,86,39,46,82,84,8,24,57,3,4,0,0,0
SN,AH,chikitsa,1307,57,86,38,48,82,84,7,23,57,3,4,0,0,0
SN,AH,chikitsa,1308,56,85,37,50,85,84,7,23,56,3,5,0,0,0
SN,AH,chikitsa,1309,56,86,37,50,83,85,7,23,56,3,5,0,0,0
SN,AH,chikitsa,1310,56,87,37,50,82,86,7,23,55,3,5,0,0,0
